Date/Time;Cyano;Total Conc.;Turbidity;Depth;Longitude;Latitude;Sensor temp.;LED 1 [470 nm];LED 2 [610 nm];LED 3 [525 nm];LED 4 [700 nm];Cyano;Total cell count;Raw depth data
6/25/2018 4:11:45 PM;2.40;6.60;1.60;0.00;-71.429721;41.791693;22.80;40605.00;20863.00;39680.00;32930.00;2400;4626;0.00
6/25/2018 4:12:11 PM;2.40;6.90;1.60;0.00;-71.429991;41.791121;23.60;42998.00;21754.00;40613.00;32705.00;2400;4785;0.00
6/25/2018 4:21:35 PM;2.60;7.60;1.50;0.00;-71.431893;41.793360;23.00;47406.00;22961.00;42913.00;31890.00;2600;5250;0.00
6/25/2018 4:21:59 PM;2.50;7.70;1.60;0.00;-71.431813;41.793378;23.80;48431.00;22555.00;43060.00;32528.00;2500;5256;0.00
6/25/2018 4:31:30 PM;2.60;9.70;1.70;0.00;-71.430750;41.797776;22.60;60377.00;24001.00;54261.00;33967.00;2600;6363;0.00
6/25/2018 4:31:55 PM;2.70;8.90;1.80;0.00;-71.430771;41.797711;23.40;53672.00;23728.00;51133.00;34423.00;2700;5986;0.00
6/25/2018 4:38:07 PM;2.30;4.90;1.50;0.00;-71.432130;41.798223;22.20;31918.00;20330.00;29078.00;31713.00;2300;3678;0.00
6/25/2018 4:38:32 PM;2.30;6.20;1.60;0.00;-71.432271;41.798266;23.00;41385.00;22037.00;35523.00;32013.00;2300;4367;0.00
6/25/2018 4:48:20 PM;2.50;6.70;1.60;0.00;-71.433133;41.794030;23.00;41554.00;21839.00;38530.00;32118.00;2500;4726;0.00
6/25/2018 4:48:45 PM;2.40;6.80;1.70;0.00;-71.432695;41.793888;23.80;42292.00;21434.00;39919.00;33299.00;2400;4732;0.00
6/25/2018 6:14:45 PM;1.80;27.00;3.10;0.00;-71.415195;41.725236;29.10;157227.00;35538.00;95507.00;49731.00;1800;14124;0.00
6/25/2018 6:15:09 PM;2.10;25.40;3.00;0.00;-71.415215;41.725138;29.60;147600.00;35432.00;91404.00;48673.00;2100;13521;0.00
6/25/2018 6:23:26 PM;3.60;41.60;3.00;0.00;-71.414095;41.726886;24.60;232840.00;54250.00;144211.00;48158.00;3600;22268;0.00
6/25/2018 6:23:50 PM;3.30;33.30;3.00;0.00;-71.414140;41.726715;25.30;190854.00;46577.00;123716.00;47916.00;3300;18200;0.00
6/25/2018 6:31:33 PM;2.30;24.70;2.70;0.00;-71.410425;41.725548;24.30;145868.00;35962.00;94393.00;44678.00;2300;13412;0.00
6/25/2018 6:31:57 PM;2.60;29.80;2.60;0.00;-71.410386;41.725610;25.10;173799.00;41138.00;111389.00;43593.00;2600;16080;0.00
6/25/2018 6:40:21 PM;3.00;35.00;2.80;0.00;-71.411976;41.722755;24.80;197846.00;46447.00;121695.00;45773.00;3000;18680;0.00
6/25/2018 6:40:44 PM;2.90;33.00;2.90;0.00;-71.411966;41.722808;25.50;186942.00;44767.00;115455.00;47346.00;2900;17653;0.00
6/25/2018 6:57:51 PM;2.30;24.30;2.90;0.00;-71.411063;41.721340;23.60;142898.00;35823.00;92153.00;46762.00;2300;13192;0.00
6/25/2018 6:58:17 PM;2.60;38.30;2.80;0.00;-71.411203;41.721365;24.40;215765.00;47498.00;128120.00;46161.00;2600;19977;0.00
6/25/2018 7:08:53 PM;2.60;27.00;2.70;0.00;-71.414328;41.720531;24.20;157986.00;39097.00;102008.00;45001.00;2600;14692;0.00
6/25/2018 7:09:16 PM;2.30;25.30;2.70;0.00;-71.414381;41.720588;25.00;149730.00;36513.00;96836.00;45132.00;2300;13714;0.00
6/25/2018 7:16:31 PM;2.50;31.10;2.90;0.00;-71.413965;41.722420;23.80;178463.00;41368.00;110513.00;47506.00;2500;16546;0.00
6/25/2018 7:16:59 PM;2.10;26.90;2.80;0.00;-71.413926;41.722483;24.40;159980.00;36728.00;103160.00;46233.00;2100;14428;0.00
6/29/2018 3:43:55 PM;0.00;4.10;0.30;0.00;-71.573763;41.515265;37.10;40683.00;8464.00;30440.00;17166.00;0;2173;0.00
6/29/2018 3:44:23 PM;0.00;4.80;0.30;0.00;-71.573741;41.515293;37.30;44914.00;9001.00;31892.00;17346.00;0;2496;0.00
6/29/2018 3:54:44 PM;0.00;3.70;0.10;0.00;-71.571310;41.513555;33.40;38140.00;8727.00;28736.00;15882.00;0;1961;0.00
6/29/2018 3:55:10 PM;0.00;3.70;0.10;0.00;-71.571403;41.513441;33.90;38191.00;8446.00;29204.00;15718.00;0;1961;0.00
6/29/2018 4:06:44 PM;0.00;3.90;0.00;0.00;-71.569553;41.510081;34.10;39779.00;8017.00;30398.00;14697.00;0;2067;0.00
6/29/2018 4:07:10 PM;0.00;3.80;0.00;0.00;-71.569620;41.510131;34.60;38724.00;8206.00;29899.00;14706.00;0;2014;0.00
6/29/2018 4:07:47 PM;0.00;3.90;0.10;0.00;-71.569621;41.510141;32.40;38644.00;8364.00;30374.00;14950.00;0;2067;0.00
6/29/2018 4:16:48 PM;0.00;4.00;0.00;0.00;-71.570803;41.508260;33.20;39850.00;8395.00;30562.00;13906.00;0;2120;0.00
6/29/2018 4:17:12 PM;0.00;4.10;0.00;0.00;-71.570813;41.508248;33.80;40612.00;9184.00;31488.00;13707.00;0;2173;0.00
6/29/2018 4:24:39 PM;0.00;3.40;0.00;0.00;-71.572831;41.508618;32.00;36397.00;8029.00;27647.00;14068.00;0;1802;0.00
6/29/2018 4:25:03 PM;0.00;4.00;0.00;0.00;-71.572835;41.508698;32.60;39991.00;8812.00;30581.00;14214.00;0;2120;0.00
6/29/2018 4:43:42 PM;0.00;3.70;0.10;0.00;-71.572946;41.510706;38.50;38095.00;7173.00;28778.00;14870.00;0;1961;0.00
6/29/2018 4:44:06 PM;0.00;3.60;0.10;0.00;-71.572956;41.510680;38.80;37688.00;8289.00;28658.00;15470.00;0;1908;0.00
6/29/2018 5:04:14 PM;0.10;5.60;0.40;0.00;-71.575413;41.512861;40.10;49765.00;11137.00;39058.00;19232.00;100;3015;0.00
6/29/2018 5:04:43 PM;0.10;5.10;0.30;0.00;-71.575395;41.512780;40.10;46156.00;10730.00;37300.00;17604.00;100;2750;0.00
7/2/2018 2:23:04 PM;9.70;9.70;176.40;0.00;-71.421880;41.494413;21.40;2210.00;171203.00;33658.00;1492162.00;9700;9700;0.00
7/2/2018 3:45:43 PM;4.40;6.90;3.00;0.00;-71.435248;41.793058;30.90;31074.00;31597.00;29556.00;48877.00;4400;5629;0.00
7/2/2018 3:46:14 PM;5.00;6.80;3.10;0.00;-71.435275;41.793085;31.60;27471.00;33971.00;29588.00;49985.00;5000;5922;0.00
7/2/2018 3:57:24 PM;3.40;6.20;2.10;0.00;-71.431861;41.789693;30.50;32683.00;26364.00;29616.00;38293.00;3400;4820;0.00
7/2/2018 3:57:51 PM;2.50;5.40;2.20;0.00;-71.431800;41.789806;31.30;34640.00;22070.00;30864.00;38852.00;2500;4037;0.00
7/2/2018 4:06:19 PM;2.30;3.40;1.80;0.00;-71.430091;41.791113;30.10;21659.00;19067.00;21411.00;34719.00;2300;2883;0.00
7/2/2018 4:06:47 PM;2.50;3.40;1.90;0.00;-71.430300;41.791183;30.80;20344.00;20480.00;20860.00;35464.00;2500;2977;0.00
7/2/2018 4:15:59 PM;2.70;4.90;2.00;0.00;-71.431950;41.793533;30.60;28632.00;22486.00;25695.00;37000.00;2700;3818;0.00
7/2/2018 4:16:25 PM;2.60;5.00;2.00;0.00;-71.432071;41.793470;31.30;31099.00;22119.00;28098.00;36542.00;2600;3856;0.00
7/2/2018 4:28:54 PM;2.40;7.90;2.80;0.00;-71.430850;41.797738;30.40;49061.00;23964.00;38957.00;46156.00;2400;5211;0.00
7/2/2018 4:29:19 PM;2.80;8.80;2.90;0.00;-71.430860;41.797725;31.10;52726.00;26112.00;42745.00;47008.00;2800;5892;0.00
7/2/2018 4:37:29 PM;2.50;7.10;2.60;0.00;-71.432320;41.798425;30.20;41525.00;23684.00;31674.00;44473.00;2500;4754;0.00
7/2/2018 4:37:54 PM;2.80;7.30;2.70;0.00;-71.432335;41.798406;31.10;41703.00;25103.00;33214.00;45246.00;2800;5033;0.00
7/2/2018 6:28:24 PM;0.20;8.10;1.00;0.00;-71.415195;41.725153;32.10;61696.00;13958.00;40981.00;25238.00;200;4163;0.00
7/2/2018 6:28:49 PM;0.40;8.80;1.10;0.00;-71.415213;41.725191;32.80;63305.00;15424.00;40892.00;26578.00;400;4556;0.00
7/2/2018 6:36:04 PM;0.20;10.90;0.80;0.00;-71.414063;41.726798;30.00;73904.00;16299.00;43610.00;23711.00;200;5375;0.00
7/2/2018 6:36:28 PM;0.60;10.50;0.80;0.00;-71.414088;41.726815;30.70;70701.00;17533.00;43559.00;23053.00;600;5423;0.00
7/2/2018 6:44:10 PM;0.10;8.70;0.60;0.00;-71.410425;41.725663;28.80;63183.00;14219.00;38451.00;21448.00;100;4290;0.00
7/2/2018 6:44:34 PM;0.10;9.20;0.60;0.00;-71.410453;41.725626;29.50;65212.00;14377.00;38186.00;20960.00;100;4483;0.00
7/2/2018 7:02:27 PM;0.20;10.10;0.70;0.00;-71.411996;41.722848;28.60;71757.00;15431.00;44484.00;22577.00;200;5063;0.00
7/2/2018 7:02:51 PM;0.30;10.30;0.70;0.00;-71.412015;41.722828;29.40;71128.00;16348.00;43117.00;21952.00;300;5160;0.00
7/2/2018 7:18:39 PM;0.50;17.50;0.80;0.00;-71.411066;41.721243;27.60;115942.00;22365.00;73559.00;23626.00;500;8958;0.00
7/2/2018 7:19:04 PM;0.40;12.10;0.70;0.00;-71.411160;41.721513;28.40;83910.00;17920.00;54375.00;22521.00;400;6233;0.00
7/2/2018 7:28:31 PM;0.10;10.00;0.80;0.00;-71.414506;41.720450;29.10;69364.00;14930.00;40747.00;23436.00;100;4883;0.00
7/2/2018 7:28:54 PM;0.30;9.20;1.00;0.00;-71.414455;41.720491;29.90;66673.00;15426.00;42307.00;25339.00;300;4689;0.00
7/2/2018 7:33:41 PM;0.10;10.30;0.80;0.00;-71.413933;41.722555;28.60;71959.00;15228.00;42989.00;23878.00;100;5058;0.00
7/2/2018 7:34:06 PM;0.40;10.90;0.70;0.00;-71.413918;41.722560;29.30;74016.00;16960.00;44918.00;22683.00;400;5509;0.00
7/5/2018 3:49:34 PM;0.00;4.20;0.10;0.00;-71.573573;41.515178;38.50;42182.00;7721.00;30684.00;15141.00;0;2226;0.00
7/5/2018 3:50:13 PM;0.00;4.10;0.10;0.00;-71.573660;41.515231;38.10;41742.00;8022.00;30415.00;15566.00;0;2173;0.00
7/5/2018 4:00:45 PM;0.00;4.40;0.10;0.00;-71.571118;41.513611;35.60;43771.00;8511.00;31979.00;15638.00;0;2332;0.00
7/5/2018 4:01:14 PM;0.00;4.40;0.10;0.00;-71.571313;41.513663;36.00;43082.00;8681.00;30816.00;15436.00;0;2308;0.00
7/5/2018 4:13:52 PM;0.00;3.50;0.00;0.00;-71.569583;41.510283;35.40;37782.00;6860.00;26958.00;14782.00;0;1855;0.00
7/5/2018 4:14:16 PM;0.00;4.00;0.10;0.00;-71.569593;41.510300;36.10;40516.00;7826.00;29057.00;15776.00;0;2104;0.00
7/5/2018 4:23:55 PM;0.00;3.10;0.10;0.00;-71.570783;41.508266;34.50;34510.00;6741.00;24477.00;14893.00;0;1627;0.00
7/5/2018 4:24:26 PM;0.00;3.30;0.10;0.00;-71.570795;41.508250;34.90;35934.00;7535.00;25897.00;15203.00;0;1733;0.00
7/5/2018 4:39:58 PM;0.00;3.50;0.10;0.00;-71.572871;41.508766;36.90;37184.00;7296.00;26845.00;15752.00;0;1847;0.00
7/5/2018 4:40:21 PM;0.00;3.50;0.10;0.00;-71.572868;41.508825;37.50;37369.00;7309.00;27241.00;15655.00;0;1855;0.00
7/5/2018 5:00:16 PM;0.00;3.80;0.10;0.00;-71.572931;41.510783;38.60;39616.00;8006.00;29413.00;15151.00;0;2014;0.00
7/5/2018 5:00:39 PM;0.00;4.50;0.20;0.00;-71.572896;41.510761;39.00;43496.00;8732.00;31226.00;15988.00;0;2361;0.00
7/5/2018 5:33:10 PM;0.00;5.30;0.20;0.00;-71.575293;41.512916;37.60;48361.00;10060.00;34861.00;16985.00;0;2769;0.00
7/5/2018 5:33:35 PM;0.00;5.40;0.20;0.00;-71.575200;41.512801;37.90;49157.00;10085.00;35719.00;16739.00;0;2838;0.00
7/9/2018 2:55:44 PM;7.30;8.70;3.80;0.00;-71.435245;41.793000;25.40;24618.00;45271.00;29906.00;57608.00;7300;7930;0.00
7/9/2018 2:56:31 PM;7.80;10.00;3.90;0.00;-71.435321;41.793020;26.10;28156.00;48215.00;31553.00;59132.00;7800;8790;0.00
7/9/2018 3:14:02 PM;5.30;5.30;7.30;0.00;-71.431841;41.789768;26.40;16068.00;37528.00;17841.00;97026.00;5300;5300;0.00
