Date/Time;Cyano;Total Conc.;Turbidity;Depth;Longitude;Latitude;Sensor temp.;LED 1 [470 nm];LED 2 [610 nm];LED 3 [525 nm];LED 4 [700 nm];Cyano;Total cell count;Raw depth data
date;µg/l;µg/l;FTU;m;°;°;°C;digits;digits;digits;digits;cells/ml;cells/ml;m
10/30/2018 4:17:58 PM;9.60;10.30;3.80;0.00;-71.430221;41.790976;11.70;23415.00;56116.00;36058.00;57380.00;9600;9971;0.00
10/30/2018 4:42:45 PM;8.10;8.80;3.70;0.00;-71.432065;41.793380;11.90;22198.00;48558.00;32863.00;56598.00;8100;8471;0.00
10/30/2018 4:43:15 PM;8.40;9.30;3.80;0.00;-71.432140;41.793345;12.60;23699.00;50013.00;34415.00;57271.00;8400;8877;0.00
10/30/2018 4:55:13 PM;8.50;9.80;3.90;0.00;-71.430560;41.797698;11.60;26395.00;50650.00;36881.00;58308.00;8500;9189;0.00
10/30/2018 4:55:37 PM;9.10;10.50;3.80;0.00;-71.430866;41.797543;12.40;26854.00;53651.00;38413.00;58136.00;9100;9842;0.00
10/30/2018 5:03:12 PM;8.80;9.80;3.70;0.00;-71.432246;41.798086;12.30;24987.00;52037.00;35896.00;57029.00;8800;9330;0.00
10/30/2018 5:03:36 PM;8.90;10.00;4.00;0.00;-71.432128;41.798280;13.10;25156.00;52763.00;36127.00;59396.00;8900;9483;0.00
10/30/2018 5:19:33 PM;9.50;10.50;3.70;0.00;-71.433230;41.793856;12.30;25319.00;56166.00;36913.00;55924.00;9500;10014;0.00
10/30/2018 5:19:57 PM;9.00;9.40;3.70;0.00;-71.433228;41.793858;13.10;20857.00;52613.00;33391.00;56987.00;9000;9212;0.00
10/30/2018 6:53:01 PM;14.30;26.20;3.90;0.00;-71.415176;41.725015;13.30;99264.00;87414.00;100342.00;59112.00;14300;20607;0.00
10/30/2018 6:53:27 PM;13.70;24.20;4.00;0.00;-71.415083;41.724901;14.10;89700.00;83532.00;92946.00;59481.00;13700;19265;0.00
10/30/2018 7:04:18 PM;13.00;22.20;3.80;0.00;-71.414108;41.726735;12.60;80910.00;78931.00;84566.00;57159.00;13000;17876;0.00
10/30/2018 7:04:44 PM;15.60;30.20;4.10;0.00;-71.414091;41.726756;13.30;116068.00;96632.00;112398.00;60789.00;15600;23226;0.00
10/30/2018 7:14:29 PM;19.20;39.50;4.00;0.00;-71.410360;41.725763;11.60;155690.00;118252.00;148744.00;59417.00;19200;29879;0.00
10/30/2018 7:14:54 PM;18.90;38.10;4.00;0.00;-71.410311;41.725676;12.40;150055.00;116406.00;145677.00;59951.00;18900;29060;0.00
10/30/2018 7:28:45 PM;18.80;37.80;3.80;0.00;-71.412225;41.722781;10.90;146440.00;115371.00;139946.00;57933.00;18800;28734;0.00
10/30/2018 7:29:09 PM;18.50;36.00;3.90;0.00;-71.412150;41.722690;11.70;135375.00;112831.00;130505.00;58483.00;18500;27607;0.00
10/30/2018 7:57:29 PM;17.70;32.70;3.80;0.00;-71.411088;41.721285;10.70;118164.00;106882.00;116548.00;57603.00;17700;25482;0.00
10/30/2018 7:57:54 PM;16.50;29.50;3.80;0.00;-71.411091;41.721311;11.50;105029.00;99498.00;104584.00;57792.00;16500;23222;0.00
10/30/2018 8:06:40 PM;13.70;23.90;3.60;0.00;-71.414475;41.720458;11.10;88768.00;83463.00;91351.00;55875.00;13700;19106;0.00
10/30/2018 8:07:04 PM;15.50;28.30;3.80;0.00;-71.414451;41.720445;11.90;106388.00;93701.00;108071.00;57366.00;15500;22284;0.00
10/30/2018 8:14:01 PM;18.60;35.60;3.80;0.00;-71.414106;41.722463;10.70;134984.00;113135.00;133400.00;57588.00;18600;27562;0.00
10/30/2018 8:14:26 PM;19.70;36.00;3.80;0.00;-71.414043;41.722490;11.40;128877.00;117925.00;129068.00;57839.00;19700;28211;0.00
10/31/2018 4:56:18 PM;1.10;5.80;1.60;0.00;-71.573063;41.514758;21.80;42869.00;15169.00;39516.00;32224.00;1100;3591;0.00
10/31/2018 4:56:45 PM;0.90;5.70;1.50;0.00;-71.573678;41.515333;21.90;43357.00;14478.00;39606.00;31099.00;900;3444;0.00
10/31/2018 5:06:27 PM;0.90;5.20;1.30;0.00;-71.571045;41.513888;15.00;41470.00;14527.00;35839.00;29169.00;900;3179;0.00
10/31/2018 5:06:52 PM;0.90;5.20;1.30;0.00;-71.571221;41.513560;15.60;40819.00;14183.00;36037.00;29133.00;900;3179;0.00
10/31/2018 5:18:05 PM;0.70;4.50;1.30;0.00;-71.569433;41.510106;15.40;37489.00;13088.00;33552.00;29246.00;700;2714;0.00
10/31/2018 5:18:31 PM;0.80;5.00;1.30;0.00;-71.569321;41.510083;16.00;39962.00;13936.00;34998.00;29246.00;800;3026;0.00
10/31/2018 5:33:48 PM;1.20;5.70;1.30;0.00;-71.570693;41.508393;13.80;42700.00;15776.00;38276.00;29487.00;1200;3585;0.00
10/31/2018 5:34:13 PM;1.10;5.50;1.30;0.00;-71.570593;41.508323;14.40;41664.00;15251.00;37299.00;28914.00;1100;3432;0.00
10/31/2018 5:41:49 PM;1.10;5.80;1.30;0.00;-71.572673;41.508930;12.30;43521.00;15564.00;38738.00;28564.00;1100;3591;0.00
10/31/2018 5:42:13 PM;1.40;6.70;1.30;0.00;-71.572658;41.508931;12.90;47946.00;16957.00;42378.00;28625.00;1400;4209;0.00
10/31/2018 5:52:14 PM;1.30;6.20;1.20;0.00;-71.572933;41.510965;12.20;45125.00;16107.00;39480.00;28203.00;1300;3897;0.00
10/31/2018 5:52:56 PM;1.10;5.40;1.20;0.00;-71.572875;41.510815;12.50;40816.00;14910.00;36178.00;28224.00;1100;3379;0.00
10/31/2018 6:23:49 PM;0.80;4.30;1.20;0.00;-71.575353;41.513031;13.90;36314.00;13331.00;30870.00;28251.00;800;2655;0.00
10/31/2018 6:24:13 PM;0.50;4.50;1.20;0.00;-71.575400;41.513010;14.50;39063.00;12563.00;32373.00;28079.00;500;2620;0.00
11/1/2018 4:57:32 PM;38.80;41.70;13.60;0.00;--;--;22.20;47284.00;204368.00;97276.00;168981.00;38800;40113;0.00
11/1/2018 5:28:38 PM;24.50;25.20;11.60;0.00;-71.273408;41.584335;19.00;30368.00;131690.00;67366.00;146688.00;24500;24871;0.00
11/1/2018 5:46:28 PM;1.30;6.30;6.20;0.00;-71.276501;41.590621;18.30;44754.00;18027.00;39523.00;84554.00;1300;3950;0.00
11/8/2018 6:08:24 PM;8.10;25.70;3.50;0.00;-71.411980;41.722603;17.80;131446.00;59794.00;117460.00;53626.00;8100;17428;0.00
11/8/2018 6:08:57 PM;9.10;30.00;3.50;0.00;-71.411980;41.722596;17.90;152732.00;67054.00;136003.00;54373.00;9100;20177;0.00
11/8/2018 7:43:43 PM;7.60;9.80;3.80;0.00;-71.433263;41.794025;13.30;32603.00;47308.00;38440.00;57948.00;7600;8750;0.00
11/8/2018 7:44:12 PM;7.80;9.90;3.80;0.00;-71.433215;41.794038;13.90;31364.00;47889.00;38586.00;57673.00;7800;8913;0.00
12/3/2018 4:51:34 PM;0.60;6.00;1.70;0.00;-71.433173;41.794085;18.10;42734.00;14401.00;25656.00;33162.00;600;3142;0.00
12/3/2018 4:52:01 PM;0.60;7.00;1.70;0.00;-71.433278;41.794193;17.90;47390.00;15480.00;27339.00;33435.00;600;3592;0.00
12/3/2018 6:26:35 PM;3.80;16.90;2.20;0.00;-71.411926;41.723028;11.80;101340.00;35198.00;85887.00;38802.00;3800;10743;0.00
12/3/2018 6:27:04 PM;4.20;19.10;2.20;0.00;-71.411923;41.723041;12.10;113697.00;38187.00;95141.00;39279.00;4200;12097;0.00
5/21/2019 7:03:25 PM;2.50;20.90;4.70;0.00;-71.435456;41.793206;24.10;112721.00;34632.00;65481.00;67859.00;2500;11260;0.00
5/21/2019 7:04:01 PM;4.50;35.30;5.10;0.00;-71.435471;41.793218;24.10;179313.00;53642.00;103652.00;72111.00;4500;19200;0.00
5/21/2019 7:30:10 PM;2.30;28.10;9.20;0.00;-71.415351;41.724700;23.80;175255.00;41078.00;137542.00;118786.00;2300;15974;0.00
5/21/2019 7:34:42 PM;1.50;12.60;6.90;0.00;-71.415315;41.724765;21.60;83988.00;23829.00;68768.00;92828.00;1500;7383;0.00
5/21/2019 7:35:19 PM;2.30;21.00;11.60;0.00;-71.415323;41.724791;21.70;128888.00;36575.00;103593.00;146398.00;2300;12211;0.00
5/21/2019 7:35:52 PM;1.70;13.20;7.80;0.00;-71.415275;41.724743;21.40;86989.00;25867.00;68810.00;103335.00;1700;7795;0.00
6/5/2019 4:27:29 PM;1.40;21.40;3.40;0.00;-71.435263;41.793128;24.60;111656.00;29973.00;50841.00;52771.00;1400;10504;0.00
6/5/2019 4:28:10 PM;1.80;26.10;3.30;0.00;-71.435356;41.793036;23.40;132539.00;35039.00;59447.00;51626.00;1800;12863;0.00
6/5/2019 4:41:57 PM;1.90;24.40;3.20;0.00;-71.431695;41.789870;25.20;128680.00;33968.00;64088.00;50456.00;1900;12329;0.00
6/5/2019 4:42:40 PM;1.60;17.90;3.20;0.00;-71.431641;41.789860;23.90;96818.00;27968.00;49629.00;50501.00;1600;9151;0.00
6/5/2019 4:48:41 PM;1.60;21.20;3.10;0.00;-71.430365;41.791155;22.10;113539.00;30742.00;56326.00;49098.00;1600;10660;0.00
6/5/2019 4:49:34 PM;1.30;17.10;3.00;0.00;-71.430430;41.791293;21.80;94502.00;26058.00;48293.00;48096.00;1300;8626;0.00
6/5/2019 4:57:40 PM;1.80;26.30;3.20;0.00;-71.432055;41.793473;22.40;135776.00;35159.00;63202.00;51305.00;1800;13033;0.00
6/5/2019 4:58:34 PM;1.50;17.60;3.00;0.00;-71.432131;41.793411;21.90;95048.00;27448.00;46946.00;48487.00;1500;8897;0.00
6/5/2019 5:10:12 PM;1.00;13.00;3.10;0.00;-71.430938;41.797580;23.10;74007.00;21809.00;37219.00;49712.00;1000;6512;0.00
6/5/2019 5:11:04 PM;1.00;13.00;3.00;0.00;-71.430806;41.797648;22.60;73421.00;22013.00;36328.00;48825.00;1000;6488;0.00
6/5/2019 5:16:40 PM;1.10;17.30;3.10;0.00;-71.432071;41.798300;22.80;93106.00;25529.00;43447.00;50075.00;1100;8486;0.00
6/5/2019 5:17:34 PM;1.90;18.30;3.80;0.00;-71.432140;41.798276;22.50;95734.00;29647.00;47559.00;57644.00;1900;9424;0.00
6/5/2019 5:18:28 PM;0.90;14.50;3.00;0.00;-71.432223;41.798236;22.20;79651.00;22415.00;36852.00;48664.00;900;7068;0.00
6/5/2019 5:30:04 PM;1.50;23.10;3.10;0.00;-71.433240;41.793951;24.50;121310.00;31799.00;56464.00;49543.00;1500;11388;0.00
6/5/2019 5:30:58 PM;1.80;23.80;3.10;0.00;-71.433210;41.793925;23.20;123485.00;33594.00;57839.00;49072.00;1800;11868;0.00
6/5/2019 7:02:58 PM;2.10;23.40;4.80;0.00;-71.415258;41.725190;24.90;128044.00;34816.00;72995.00;68522.00;2100;12261;0.00
6/5/2019 7:03:41 PM;2.30;21.10;4.40;0.00;-71.415193;41.725138;23.70;114201.00;33740.00;65249.00;63894.00;2300;11232;0.00
6/5/2019 7:10:10 PM;2.30;21.60;4.60;0.00;-71.413875;41.726780;22.90;119158.00;34353.00;70811.00;66601.00;2300;11577;0.00
6/5/2019 7:11:11 PM;2.50;24.10;4.50;0.00;-71.413871;41.726818;22.10;132016.00;36884.00;78143.00;65326.00;2500;12892;0.00
6/5/2019 7:18:40 PM;2.20;21.50;4.40;0.00;-71.410565;41.725576;22.40;116219.00;33404.00;65190.00;64910.00;2200;11341;0.00
6/5/2019 7:19:41 PM;2.20;21.70;4.40;0.00;-71.410566;41.725581;22.00;116717.00;33960.00;65183.00;64397.00;2200;11423;0.00
6/5/2019 7:29:40 PM;2.00;21.10;4.60;0.00;-71.412123;41.722748;22.10;115887.00;32436.00;66166.00;66456.00;2000;11099;0.00
6/5/2019 7:30:34 PM;2.60;22.70;4.60;0.00;-71.412078;41.722801;21.80;121956.00;36257.00;70409.00;66382.00;2600;12173;0.00
6/5/2019 7:49:40 PM;2.20;22.60;4.70;0.00;-71.411260;41.721508;22.40;124980.00;34664.00;73484.00;67363.00;2200;11996;0.00
6/5/2019 7:50:35 PM;3.30;29.70;4.60;0.00;-71.411265;41.721478;22.00;157851.00;44241.00;92408.00;67052.00;3300;15972;0.00
6/5/2019 7:59:40 PM;2.10;22.90;4.80;0.00;-71.414286;41.720638;22.80;123953.00;34283.00;69121.00;68802.00;2100;11964;0.00
6/5/2019 8:00:34 PM;2.30;22.10;4.90;0.00;-71.414328;41.720570;22.30;120873.00;34811.00;70776.00;69628.00;2300;11786;0.00
6/5/2019 8:05:44 PM;2.40;29.10;4.50;0.00;-71.414095;41.722491;21.80;151632.00;40273.00;79073.00;65151.00;2400;14911;0.00
6/5/2019 8:06:40 PM;2.00;23.40;4.60;0.00;-71.414160;41.722550;22.00;125738.00;34396.00;68153.00;66325.00;2000;12086;0.00
