Date/Time;Cyano;Total Conc.;Turbidity;Depth;Longitude;Latitude;Sensor temp.;LED 1 [470 nm];LED 2 [610 nm];LED 3 [525 nm];LED 4 [700 nm];Cyano;Total cell count;Raw depth data
date;µg/l;µg/l;FTU;m;°;°;°C;digits;digits;digits;digits;cells/ml;cells/ml;m
7/17/2017 11:04:25 AM;2.30;9.30;3.40;0.00;-71.573688;41.515313;34.90;59068.00;19370.00;48880.00;47907.00;2300;6010;0.00
7/17/2017 11:04:51 AM;2.10;8.90;3.40;0.00;-71.573616;41.515313;34.90;57635.00;18832.00;46835.00;47175.00;2100;5704;0.00
7/17/2017 11:05:21 AM;2.20;8.90;3.30;0.00;-71.573715;41.515281;32.60;57179.00;18769.00;47054.00;45828.00;2200;5751;0.00
7/17/2017 11:14:43 AM;2.10;8.20;3.20;0.00;-71.571560;41.513683;31.50;53892.00;18245.00;43614.00;45490.00;2100;5333;0.00
7/17/2017 11:15:08 AM;2.30;8.50;3.30;0.00;-71.571425;41.513441;31.90;54404.00;19203.00;43943.00;46032.00;2300;5586;0.00
7/17/2017 11:15:38 AM;2.20;7.50;3.20;0.00;-71.571468;41.513478;30.50;48736.00;18058.00;39998.00;45242.00;2200;5009;0.00
7/17/2017 11:31:18 AM;2.00;8.20;3.30;0.00;-71.569660;41.509965;32.30;54787.00;18223.00;42758.00;46640.00;2000;5286;0.00
7/17/2017 11:31:43 AM;2.10;8.00;3.40;0.00;-71.569611;41.510000;32.40;53010.00;18579.00;41344.00;47201.00;2100;5211;0.00
7/17/2017 11:32:07 AM;2.10;7.80;3.30;0.00;-71.569728;41.509981;31.40;51953.00;18361.00;40867.00;46662.00;2100;5121;0.00
7/17/2017 11:42:16 AM;2.10;7.60;3.20;0.00;-71.570741;41.508021;30.60;50062.00;18201.00;38918.00;45587.00;2100;4983;0.00
7/17/2017 11:42:40 AM;2.00;7.50;3.40;0.00;-71.570665;41.507885;31.20;49337.00;18029.00;37879.00;47054.00;2000;4859;0.00
7/17/2017 11:43:04 AM;2.20;7.40;3.70;0.00;-71.570678;41.507960;30.60;47962.00;18626.00;37904.00;51040.00;2200;4932;0.00
7/17/2017 11:49:49 AM;1.90;6.70;3.30;0.00;-71.572568;41.508211;29.10;45558.00;16975.00;35499.00;45859.00;1900;4412;0.00
7/17/2017 11:50:14 AM;1.90;7.20;3.20;0.00;-71.572505;41.508223;29.70;48143.00;17017.00;36938.00;45727.00;1900;4661;0.00
7/17/2017 11:50:37 AM;2.00;7.40;3.20;0.00;-71.572526;41.508143;29.40;49172.00;17909.00;38119.00;45317.00;2000;4822;0.00
7/17/2017 12:06:30 PM;2.30;8.20;3.40;0.00;-71.572901;41.510655;31.70;52310.00;19291.00;42204.00;47147.00;2300;5427;0.00
7/17/2017 12:06:53 PM;2.40;8.20;3.40;0.00;-71.572871;41.510625;32.10;52283.00;19883.00;42169.00;47110.00;2400;5474;0.00
7/17/2017 12:07:17 PM;2.20;7.90;3.30;0.00;-71.572818;41.510548;31.30;51731.00;19105.00;41305.00;46802.00;2200;5221;0.00
7/17/2017 12:24:16 PM;1.90;7.80;3.40;0.00;-71.575093;41.512536;33.20;52536.00;17348.00;41406.00;46941.00;1900;5027;0.00
7/17/2017 12:24:39 PM;1.90;7.80;3.30;0.00;-71.575298;41.512685;33.50;52813.00;17799.00;41354.00;46869.00;1900;5027;0.00
7/17/2017 12:25:04 PM;2.00;7.70;3.20;0.00;-71.575145;41.512570;32.30;50874.00;17941.00;39379.00;45575.00;2000;4989;0.00
7/17/2017 2:01:57 PM;2.60;18.00;4.30;0.00;-71.410375;41.725613;29.00;101829.00;29227.00;62263.00;57635.00;2600;10138;0.00
7/17/2017 2:02:28 PM;2.80;18.70;4.40;0.00;-71.410393;41.725613;29.30;104666.00;31015.00;64024.00;58530.00;2800;10571;0.00
7/17/2017 2:02:54 PM;2.70;19.10;4.20;0.00;-71.410413;41.725616;29.00;107530.00;30865.00;65230.00;56891.00;2700;10712;0.00
7/17/2017 2:19:21 PM;2.90;14.10;4.10;0.00;-71.412010;41.722825;26.30;77744.00;27163.00;49975.00;55489.00;2900;8372;0.00
