site_id,date_time,long,lat,cyano_conc,chla_conc,turb,cyano_cell,total_cell
yawg_3,2018-08-07T15:48:23Z,-71.569576,41.510116,0.5,2.8,0.5,500,1719
yawg_4,2018-08-07T15:59:15Z,-71.570836,41.508228,0.4,2.2,0.7,400,1346
NA,2018-08-07T15:59:38Z,-71.570381,41.508596,0.5,2.7,0.6,500,1642
yawg_5,2018-08-07T16:08:45Z,-71.57291,41.508275,0.3,2.4,0.6,300,1405
yawg_5,2018-08-07T16:09:08Z,-71.572498,41.508753,0.5,2.7,0.7,500,1634
yawg_P,2018-08-07T16:27:09Z,-71.573083,41.510961,0.3,3.3,0.7,300,1826
yawg_P,2018-08-07T16:27:34Z,-71.57304,41.510973,0.2,3.3,0.7,200,1779
yawg_6,2018-08-07T16:49:42Z,-71.575425,41.513235,0.6,4.2,0.8,600,2508
yawg_6,2018-08-07T16:50:06Z,-71.575446,41.513108,0.5,4,0.8,500,2355
mash_1,2018-08-09T15:57:47Z,-71.435403,41.793071,36.4,40.3,12.1,36400,38219
mash_1,2018-08-09T15:58:19Z,-71.435376,41.793081,33.7,36.9,11.9,33700,35244
mash_2,2018-08-09T16:09:50Z,-71.431726,41.789846,47.6,50.8,14.3,47600,49296
mash_2,2018-08-09T16:10:22Z,-71.43179,41.789796,45.6,49.2,14.4,45600,47508
mash_3,2018-08-09T16:17:18Z,-71.430225,41.791145,40.4,43.9,13.7,40400,42183
mash_3,2018-08-09T16:17:47Z,-71.430208,41.791176,41.3,45,13.7,41300,43149
mash_4,2018-08-09T16:27:27Z,-71.431941,41.79334,37.9,42,13.6,37900,40073
mash_4,2018-08-09T16:27:55Z,-71.431955,41.793413,40.4,44.5,13.9,40400,42573
mash_5,2018-08-09T16:40:02Z,-71.430648,41.797683,34.3,40,13.2,34300,37241
mash_5,2018-08-09T16:40:30Z,-71.430708,41.797821,35.7,42.3,13.4,35700,39014
mash_6,2018-08-09T16:47:04Z,-71.432358,41.798318,35.6,42.9,13.5,35600,39069
mash_6,2018-08-09T16:47:32Z,-71.432265,41.798331,35.8,42.8,13.7,35800,39302
mash_P,2018-08-09T17:00:26Z,-71.432975,41.793988,35.4,39.8,13.7,35400,37532
mash_P,2018-08-09T17:00:50Z,-71.433138,41.793966,37.9,42,13.6,37900,39841
NA,2018-08-09T18:25:31Z,-71.414533,41.724948,2.4,13.6,2.1,2400,7704
warw_5,2018-08-09T18:25:58Z,-71.415018,41.725061,2.3,12.6,2,2300,7191
NA,2018-08-09T18:32:44Z,-71.412683,41.726521,2.3,14.3,1.8,2300,8012
NA,2018-08-09T18:33:08Z,-71.412916,41.726471,2.2,13.4,1.8,2200,7480
warw_1,2018-08-09T18:40:53Z,-71.410435,41.725701,1.8,14.4,1.7,1800,7742
warw_1,2018-08-09T18:41:23Z,-71.410225,41.725548,2,15.2,1.7,2000,8236
warw_P,2018-08-09T19:02:13Z,-71.41198,41.722671,2.2,16.3,1.7,2200,8889
warw_P,2018-08-09T19:02:44Z,-71.411996,41.722603,2.2,15.3,1.6,2200,8391
warw_2,2018-08-09T19:10:21Z,-71.411158,41.721388,2,16.4,1.6,2000,8816
warw_2,2018-08-09T19:10:50Z,-71.411148,41.721375,2,12.9,1.6,2000,7145
warw_3,2018-08-09T19:20:12Z,-71.414401,41.720458,2.1,16.2,1.6,2100,8741
warw_3,2018-08-09T19:20:36Z,-71.414436,41.720461,2.2,15,1.6,2200,8256
warw_4,2018-08-09T19:29:20Z,-71.413971,41.722503,2.4,18.2,1.7,2400,9838
warw_4,2018-08-09T19:29:47Z,-71.413963,41.722521,2.5,19.4,1.6,2500,10425
warw_4,2018-08-09T19:30:15Z,-71.413971,41.722501,2.2,15,1.7,2200,8224
yawg_1,2018-08-13T15:24:09Z,-71.573735,41.515276,7.4,7.4,40.2,7400,7400
yawg_1,2018-08-13T15:24:33Z,-71.573625,41.51524,2.5,5.4,0.9,2500,3989
yawg_1,2018-08-13T15:25:17Z,-71.573678,41.515225,2.3,5.4,1,2300,3879
NA,2018-08-13T18:25:57Z,-71.421993,41.494366,0,0,3.9,0,0
yawg_1,2018-08-14T18:26:52Z,-71.573291,41.515295,1.9,5,1.2,1900,3479
yawg_1,2018-08-14T18:27:17Z,-71.57321,41.515301,1.8,4.6,1.2,1800,3260
yawg_1,2018-08-14T18:27:48Z,-71.57349,41.515318,1.9,5.1,1.2,1900,3564
yawg_2,2018-08-14T18:39:48Z,-71.571516,41.513466,1.9,4.3,1.1,1900,3156
yawg_2,2018-08-14T18:40:11Z,-71.571441,41.513420000000004,1.8,4.2,1.1,1800,3056
yawg_2,2018-08-14T18:40:35Z,-71.57149,41.513525,1.9,4.4,1,1900,3201
yawg_3,2018-08-14T18:51:47Z,-71.569606,41.510143,1.7,4.8,1.1,1700,3295
yawg_3,2018-08-14T18:52:10Z,-71.569661,41.510165,1.8,4.9,1.1,1800,3395
yawg_4,2018-08-14T19:00:41Z,-71.570535,41.508423,1.6,4.3,1.1,1600,3031
yawg_4,2018-08-14T19:01:06Z,-71.570525,41.508465,1.6,4.6,1.1,1600,3166
yawg_5,2018-08-14T19:08:40Z,-71.57281,41.508821,2.1,5.2,1,2100,3703
yawg_5,2018-08-14T19:09:03Z,-71.572796,41.508805,1.9,4.7,1.1,1900,3368
yawg_5,2018-08-14T19:09:27Z,-71.572773,41.508835,2.1,5.3,1.1,2100,3748
yawg_P,2018-08-14T19:17:00Z,-71.573103,41.510608,1.9,4.4,1,1900,3185
yawg_P,2018-08-14T19:17:24Z,-71.573,41.510796,2,4.4,1,2000,3240
yawg_P,2018-08-14T19:17:51Z,-71.572993,41.510775,2,4.6,1,2000,3330
yawg_6,2018-08-14T19:45:57Z,-71.575508,41.512916,1.9,4.8,1.1,1900,3381
yawg_6,2018-08-14T19:46:19Z,-71.575326,41.512885,2,5,1.1,2000,3542
mash_1,2018-08-16T15:39:11Z,-71.435273,41.793028,48.3,52.3,13.6,48300,50420
mash_1,2018-08-16T15:39:40Z,-71.435361,41.793058,55.1,58.6,13.5,55100,56955
mash_2,2018-08-16T15:52:49Z,-71.432028,41.78975,53.8,56.9,14.1,53800,55443
mash_2,2018-08-16T15:53:17Z,-71.431836,41.789925,56.1,58.5,14,56100,57372
mash_3,2018-08-16T16:00:43Z,-71.430205,41.791211,50.6,53.4,13.1,50600,52084
mash_3,2018-08-16T16:01:07Z,-71.430218,41.79121,49.7,52.5,13.9,49700,51184
mash_4,2018-08-16T16:10:49Z,-71.432076,41.793481,49.3,52.4,13.6,49300,50943
mash_4,2018-08-16T16:11:13Z,-71.431991,41.793448,49.6,52.4,13.7,49600,51084
mash_5,2018-08-16T16:21:12Z,-71.430805,41.797708,46.4,49.9,14.1,46400,48255
mash_5,2018-08-16T16:21:37Z,-71.430676,41.797476,52.1,55.8,14.3,52100,54061
mash_6,2018-08-16T16:26:59Z,-71.432145,41.798415,46.9,49.7,14.8,46900,48384
mash_6,2018-08-16T16:27:22Z,-71.432191,41.798485,44.8,46.7,13.9,44800,45807
mash_P,2018-08-16T16:38:21Z,-71.433088,41.794031,45.6,48.7,13.7,45600,47243
mash_P,2018-08-16T16:38:44Z,-71.43324,41.793951,45.9,49.2,14,45900,47649
warw_5,2018-08-16T18:10:12Z,-71.414776,41.725033,3.2,31.5,2.1,3200,16495
warw_5,2018-08-16T18:10:39Z,-71.415136,41.725063,2.8,26.4,1.8,2800,13852
warw_6,2018-08-16T18:22:24Z,-71.414026,41.726665,2,17.7,1.6,2000,9329
warw_6,2018-08-16T18:22:49Z,-71.41403,41.726661,2.2,17.8,1.6,2200,9492
warw_1,2018-08-16T18:30:36Z,-71.410445,41.725491,1.7,18.5,1.4,1700,9428
warw_1,2018-08-16T18:31:00Z,-71.410493,41.725573,1.7,18.8,1.4,1700,9555
warw_P,2018-08-16T18:39:30Z,-71.41213,41.722676,1.1,12.8,1.4,1100,6453
warw_P,2018-08-16T18:39:53Z,-71.412003,41.72279,1.4,15.6,1.4,1400,7902
warw_2,2018-08-16T19:05:32Z,-71.411131,41.721415,1,13.2,1.5,1000,6586
warw_2,2018-08-16T19:05:58Z,-71.41111,41.721281,1.2,13.5,1.5,1200,6863
warw_3,2018-08-16T19:13:43Z,-71.414306,41.720386,0.9,11.9,1.3,900,5978
warw_3,2018-08-16T19:14:08Z,-71.414418,41.720348,0.9,11.6,1.2,900,5811
warw_4,2018-08-16T19:21:11Z,-71.414155,41.722471,1.5,15.1,1.3,1500,7796
warw_4,2018-08-16T19:21:36Z,-71.414118,41.7224,1.3,11.8,1.3,1300,6153
warw_4,2018-08-16T19:22:00Z,-71.414025,41.722415,1.2,16.3,1.3,1200,8107
NA,2018-08-20T16:15:42Z,-71.573118,41.515031,1.8,4.3,0.9,1800,3053
yawg_1,2018-08-20T16:16:12Z,-71.573538,41.515268,2,4.4,0.9,2000,3224
yawg_2,2018-08-20T16:24:18Z,-71.57147,41.513571,1.7,4.4,0.9,1700,3067
yawg_2,2018-08-20T16:24:42Z,-71.571356,41.51359,1.6,4.4,0.9,1600,3012
yawg_3,2018-08-20T16:34:23Z,-71.569583,41.509953,1.9,4.7,0.9,1900,3312
yawg_3,2018-08-20T16:34:46Z,-71.569583,41.510066,2.1,5,0.9,2100,3557
yawg_4,2018-08-20T16:41:39Z,-71.570648,41.50837,1.8,4.2,0.8,1800,3024
yawg_4,2018-08-20T16:42:13Z,-71.57067,41.508381,1.8,4.3,0.9,1800,3069
yawg_5,2018-08-20T16:49:34Z,-71.572556,41.508685,1.8,4.4,0.9,1800,3122
yawg_5,2018-08-20T16:49:59Z,-71.57251,41.508726,1.7,4.5,0.8,1700,3096
yawg_P,2018-08-20T16:57:59Z,-71.572993,41.510831,2.2,4.8,0.8,2200,3538
yawg_P,2018-08-20T16:58:24Z,-71.573006,41.510778,2.1,4.4,0.8,2100,3271
yawg_6,2018-08-20T17:23:16Z,-71.575475,41.512888,1.7,4.3,1,1700,3022
yawg_6,2018-08-20T17:23:38Z,-71.57547,41.51289,1.6,3.8,1.2,1600,2750
warw_5,2018-08-20T18:52:13Z,-71.415323,41.725048,4.1,34.8,2.2,4100,18691
warw_5,2018-08-20T18:52:39Z,-71.415286,41.725111,3.6,31.1,2.2,3600,16655
warw_6,2018-08-20T19:01:40Z,-71.414203,41.72663,4.6,39.6,2.1,4600,21086
warw_6,2018-08-20T19:02:03Z,-71.414023,41.726728,4.4,38.5,2.1,4400,20433
warw_1,2018-08-20T19:12:19Z,-71.4104,41.72554,5.6,37,2.2,5600,20938
NA,2018-08-20T19:12:48Z,-71.410591,41.724446,6.6,40.4,2.4,6600,23274
warw_P,2018-08-20T19:22:06Z,-71.412045,41.722725,4.2,35.3,2.2,4200,18891
warw_P,2018-08-20T19:22:36Z,-71.412091,41.722716,4.1,34.5,2.2,4100,18380
warw_2,2018-08-20T19:41:59Z,-71.411445,41.721248,3.8,33.4,2.2,3800,17880
warw_2,2018-08-20T19:42:22Z,-71.411425,41.721233,3.6,32.3,2.2,3600,17235
warw_3,2018-08-20T19:49:32Z,-71.41445,41.720518,4.5,41.3,2.3,4500,22060
warw_3,2018-08-20T19:49:55Z,-71.41443,41.720483,4,37.2,2.3,4000,19748
warw_4,2018-08-20T19:56:49Z,-71.413955,41.72247,3.9,32.6,2.2,3900,17543
warw_4,2018-08-20T19:57:15Z,-71.413988,41.722485,3.7,32.9,2.1,3700,17520
mash_1,2018-08-23T16:00:30Z,-71.43565,41.793073,38.5,40.3,8.6,38500,39454
mash_1,2018-08-23T16:00:58Z,-71.434941,41.792848,39.8,41.7,8.8,39800,40799
mash_2,2018-08-23T16:15:19Z,-71.431571,41.789923,44.6,48.1,9.3,44600,46359
mash_2,2018-08-23T16:15:44Z,-71.431423,41.78981,41,44.5,9.7,41000,42615
NA,2018-08-23T16:26:08Z,-71.431313,41.791666,39,41.8,9.9,39000,40484
mash_3,2018-08-23T16:26:32Z,-71.43034,41.791353,34.5,37.2,8.3,34500,35835
mash_3,2018-08-23T16:26:57Z,-71.430388,41.791396,44.7,47.9,9.6,44700,46332
mash_4,2018-08-23T16:37:10Z,-71.432505,41.793541,37.3,41.1,8.4,37300,39314
mash_4,2018-08-23T16:37:33Z,-71.43202,41.793388,35.8,39.9,8.1,35800,37909
NA,2018-08-23T16:52:24Z,-71.431241,41.798615,31.3,34.2,8.2,31300,32717
mash_5,2018-08-23T16:52:48Z,-71.430683,41.797693,30,33.1,8.8,30000,31643
mash_6,2018-08-23T16:59:24Z,-71.432185,41.798256,29.9,33.2,8.7,29900,31649
mash_6,2018-08-23T16:59:48Z,-71.432251,41.79816,32.4,35.8,8.8,32400,34202
mash_P,2018-08-23T17:10:08Z,-71.433223,41.793771,35.1,38.7,8.9,35100,37008
mash_P,2018-08-23T17:10:32Z,-71.433188,41.793865,34.2,37.8,8.7,34200,36108
warw_5,2018-08-23T18:50:58Z,-71.415128,41.725081,3.1,28.8,2.3,3100,15137
warw_5,2018-08-23T18:51:23Z,-71.415138,41.724991,3,29.5,2.4,3000,15421
warw_6,2018-08-23T18:58:57Z,-71.414081,41.726751,4.5,36.4,2.3,4500,19703
warw_6,2018-08-23T18:59:21Z,-71.413953,41.726711,4.7,38.7,2.3,4700,20936
warw_1,2018-08-23T19:07:07Z,-71.410426,41.72527,3.5,40.7,2.2,3500,21176
warw_1,2018-08-23T19:07:31Z,-71.410431,41.725516,3.9,36.6,2.2,3900,19559
warw_1,2018-08-23T19:07:55Z,-71.4104,41.725521,-1,-1,-1,-0,-0
warw_P,2018-08-23T19:18:30Z,-71.41204,41.72262,3.9,37.9,2.3,3900,20104
warw_P,2018-08-23T19:18:53Z,-71.412021,41.722623,4,37.8,2.4,4000,20106
warw_2,2018-08-23T19:52:11Z,-71.411148,41.721358,3.7,36.8,2.4,3700,19483
warw_2,2018-08-23T19:52:34Z,-71.411136,41.721378,3.4,34.8,2.4,3400,18330
warw_3,2018-08-23T20:01:33Z,-71.414695,41.720391,2.1,25.2,2.1,2100,13095
warw_3,2018-08-23T20:01:56Z,-71.414466,41.720366,2.3,24.9,2,2300,13030
warw_4,2018-08-23T20:09:47Z,-71.413948,41.722496,3.3,34.9,2.4,3300,18296
warw_4,2018-08-23T20:10:10Z,-71.414138,41.722548,3.3,36.1,2.4,3300,18892
NA,2018-08-27T16:42:14Z,-71.428941,41.790073,28.3,35.9,23.3,28300,32328
mash_1,2018-08-27T16:42:43Z,-71.435478,41.793098,32.6,40.1,11.7,32600,36575
mash_2,2018-08-27T16:54:07Z,-71.431715,41.789876,32.7,37.8,12.2,32700,35403
mash_2,2018-08-27T16:54:32Z,-71.431751,41.789908,34.5,39.4,12.8,34500,37097
mash_3,2018-08-27T17:01:10Z,-71.43024,41.79117,36.9,42.5,12.1,36900,39868
mash_3,2018-08-27T17:02:12Z,-71.430281,41.791215,36.5,43,12.1,36500,39945
mash_4,2018-08-27T17:10:09Z,-71.431931,41.793318,32.6,36.3,11.5,32600,34553
mash_4,2018-08-27T17:10:32Z,-71.4325,41.793433,35.7,41,12,35700,38509
mash_5,2018-08-27T17:22:59Z,-71.430751,41.797785,29.4,36.3,10.4,29400,32969
mash_5,2018-08-27T17:23:22Z,-71.430996,41.797645,32.6,42.7,11.6,32600,37953
mash_6,2018-08-27T17:29:05Z,-71.432221,41.79827,31.9,37.1,12.2,31900,34480
mash_6,2018-08-27T17:29:27Z,-71.432195,41.798261,28.6,30.3,10.6,28600,29501
mash_P,2018-08-27T17:40:22Z,-71.433248,41.793908,35.2,40.5,12.1,35200,37937
mash_P,2018-08-27T17:40:47Z,-71.433233,41.793895,32.2,36.2,11,32200,34320
warw_1,2018-08-27T19:42:28Z,-71.410436,41.72565,2.4,33,2,2400,16874
warw_1,2018-08-27T19:42:55Z,-71.410431,41.72563,2.1,35.3,2.1,2100,17640
warw_2,2018-08-27T19:53:12Z,-71.410683,41.721323,1.6,30.9,1.8,1600,15153
warw_2,2018-08-27T19:53:36Z,-71.410741,41.721281,1.6,30.5,1.9,1600,14965
warw_3,2018-08-27T20:08:48Z,-71.41453,41.720521,1.8,25.1,1.9,1800,12669
warw_3,2018-08-27T20:09:11Z,-71.41452,41.72044,2.1,27.4,1.9,2100,13917
warw_4,2018-08-27T20:16:47Z,-71.414063,41.722545,2.1,33.2,2.5,2100,16951
warw_4,2018-08-27T20:17:10Z,-71.41399,41.722546,2.1,32.4,2.4,2100,16575
warw_P,2018-08-27T20:24:26Z,-71.411883,41.722658,2.4,42.2,2.1,2400,21150
warw_P,2018-08-27T20:24:51Z,-71.411913,41.722665,2.5,41,2.1,2500,20657
mash_2,2018-08-29T16:15:19Z,-71.431888,41.789896,25.9,32,12.3,25900,29085
mash_2,2018-08-29T16:15:45Z,-71.431868,41.789876,26.2,31.7,11.8,26200,29115
mash_3,2018-08-29T16:23:27Z,-71.430226,41.79123,23.4,26.9,11.2,23400,25199
mash_3,2018-08-29T16:23:52Z,-71.430256,41.791191,26.2,30.5,12,26200,28407
mash_4,2018-08-29T16:31:59Z,-71.43202,41.793335,21.3,25.7,9.9,21300,23632
mash_4,2018-08-29T16:32:23Z,-71.432055,41.793411,22.2,26.7,10.6,22200,24513
mash_4,2018-08-29T16:36:10Z,-71.431975,41.79347,23.7,28.5,11.3,23700,26212
mash_4,2018-08-29T16:36:34Z,-71.432018,41.793413,24.5,29.8,11.4,24500,27309
mash_5,2018-08-29T16:46:09Z,-71.43097,41.797833,21.7,26,11.1,21700,23979
mash_5,2018-08-29T16:46:34Z,-71.43065,41.79779,26.3,33.4,12.3,26300,30007
mash_6,2018-08-29T16:54:06Z,-71.432213,41.798343,26.7,33.6,12.6,26700,30237
mash_6,2018-08-29T16:54:31Z,-71.432245,41.798245,26.9,31.5,13.2,26900,29338
mash_P,2018-08-29T17:06:27Z,-71.433296,41.793916,22.8,28.8,11.1,22800,25940
mash_P,2018-08-29T17:06:51Z,-71.433276,41.793915,22,27.2,11.1,22000,24716
warw_5,2018-08-29T18:32:03Z,-71.415126,41.725006,1.3,18.6,2.3,1300,9509
warw_5,2018-08-29T18:32:28Z,-71.415148,41.72499,1.5,16.1,2.1,1500,8390
warw_6,2018-08-29T18:39:13Z,-71.413916,41.726603,1.1,15.3,1.7,1100,7674
warw_6,2018-08-29T18:39:36Z,-71.413913,41.726611,1.3,15.6,1.8,1300,7895
warw_1,2018-08-29T18:51:55Z,-71.410278,41.725488,1,18.6,1.8,1000,9192
warw_1,2018-08-29T18:52:19Z,-71.410281,41.725528,1.1,16.8,1.8,1100,8389
warw_P,2018-08-29T19:02:35Z,-71.411776,41.722735,1.1,16.3,2,1100,8244
warw_P,2018-08-29T19:03:00Z,-71.411811,41.72275,1.1,15.2,2,1100,7709
warw_2,2018-08-29T19:16:43Z,-71.41086,41.721385,1.1,17.1,2,1100,8604
warw_2,2018-08-29T19:17:08Z,-71.410933,41.721421,1.2,17,2.1,1200,8566
warw_3,2018-08-29T19:26:58Z,-71.41446,41.720565,1.5,18,2.2,1500,9309
warw_3,2018-08-29T19:27:22Z,-71.414421,41.720533,1.8,19,2.3,1800,9908
warw_4,2018-08-29T19:35:23Z,-71.413776,41.722581,1.3,19.5,2.1,1300,9866
warw_4,2018-08-29T19:35:47Z,-71.41391,41.722551,1.4,21.3,2.1,1400,10779
yawg_1,2018-08-30T15:42:39Z,-71.573685,41.515486,0.8,2.5,1.2,800,1669
yawg_1,2018-08-30T15:43:13Z,-71.573663,41.515486,0.7,2.7,1.7,700,1688
yawg_2,2018-08-30T16:00:23Z,-71.571335,41.513481,0.8,3.2,1.2,800,2040
yawg_2,2018-08-30T16:00:49Z,-71.571355,41.5135,0.7,3.4,1.2,700,2099
NA,2018-08-30T16:04:25Z,-71.571061,41.512573,-1,-1,-1,-0,-0
yawg_3,2018-08-30T16:11:50Z,-71.569463,41.510063,0.7,3.2,1.1,700,2001
yawg_3,2018-08-30T16:12:15Z,-71.569556,41.510113,0.8,3.2,1.1,800,2040
NA,2018-08-30T16:22:03Z,-71.571415,41.508713,0.8,3.2,1.1,800,2032
yawg_4,2018-08-30T16:22:25Z,-71.57081,41.508236,0.8,3.1,1.1,800,1995
yawg_5,2018-08-30T16:29:04Z,-71.572818,41.508785,0.9,3.1,1.1,900,2026
yawg_5,2018-08-30T16:29:26Z,-71.572835,41.508733,0.9,3.5,1.2,900,2230
yawg_P,2018-08-30T16:38:03Z,-71.57303,41.510583,0.8,3.5,1.1,800,2191
yawg_P,2018-08-30T16:38:26Z,-71.57306,41.510613,0.8,3.5,1.1,800,2167
yawg_6,2018-08-30T17:21:46Z,-71.575473,41.512853,0.7,3.6,1.2,700,2181
yawg_6,2018-08-30T17:22:09Z,-71.575443,41.512863,0.8,3.7,1.2,800,2281
NA,2018-08-30T18:30:06Z,-71.421796,41.494258,0,0,4.6,0,0
mash_1,2018-09-04T16:00:32Z,-71.435445,41.792983,25,30.1,10.3,25000,27551
mash_1,2018-09-04T16:00:57Z,-71.435335,41.79307,23.6,28.8,10.2,23600,26164
mash_2,2018-09-04T16:10:11Z,-71.43183,41.789916,21.6,26.5,10.2,21600,23949
mash_2,2018-09-04T16:10:38Z,-71.43176,41.789876,23.7,27.6,10.3,23700,25703
mash_3,2018-09-04T16:17:45Z,-71.430358,41.791331,21.7,26.4,9.8,21700,24007
mash_3,2018-09-04T16:18:12Z,-71.429993,41.791146,19.9,24,9.7,19900,21905
mash_4,2018-09-04T16:26:17Z,-71.432045,41.793358,20.6,25.1,10.2,20600,22737
mash_4,2018-09-04T16:26:42Z,-71.432051,41.793416,20.8,26.3,10.7,20800,23411
mash_5,2018-09-04T16:39:44Z,-71.430796,41.797665,20.5,26.3,10.5,20500,23302
mash_5,2018-09-04T16:40:10Z,-71.430591,41.797586,20.4,25,10.3,20400,22542
mash_6,2018-09-04T16:46:30Z,-71.432121,41.798498,25.5,30.2,10.7,25500,27655
mash_6,2018-09-04T16:46:55Z,-71.432223,41.79832,24.6,29.1,10.9,24600,26713
mash_P,2018-09-04T16:58:44Z,-71.432883,41.793746,20.9,24.9,10.8,20900,22812
mash_P,2018-09-04T16:59:08Z,-71.433271,41.793913,20.8,24.2,10.8,20800,22482
warw_5,2018-09-04T18:30:53Z,-71.41522,41.72496,1.2,21.7,2.2,1200,10809
warw_5,2018-09-04T18:31:18Z,-71.415236,41.72498,1.3,23.6,2.2,1300,11743
warw_6,2018-09-04T18:37:32Z,-71.413956,41.726663,1.5,25.3,1.9,1500,12602
warw_6,2018-09-04T18:37:55Z,-71.413898,41.726626,1.3,24,1.9,1300,11899
NA,2018-09-04T18:46:15Z,-71.41024,41.726323,1.6,25,1.8,1600,12610
warw_1,2018-09-04T18:46:39Z,-71.41038,41.725576,1.7,24.8,1.8,1700,12575
warw_P,2018-09-04T18:55:23Z,-71.41197,41.722515,2.2,31.4,1.8,2200,15844
warw_P,2018-09-04T18:55:46Z,-71.412068,41.722688,2.2,31.1,1.9,2200,15701
warw_2,2018-09-04T19:13:17Z,-71.411183,41.721423,1.5,25.4,1.8,1500,12719
warw_2,2018-09-04T19:13:42Z,-71.411113,41.721423,1.5,26.3,1.8,1500,13148
warw_3,2018-09-04T19:23:21Z,-71.414413,41.720463,1.4,20.4,1.7,1400,10270
warw_3,2018-09-04T19:23:44Z,-71.414481,41.720493,1.2,23.4,1.7,1200,11614
warw_4,2018-09-04T19:30:21Z,-71.413976,41.722478,1.6,16.1,2,1600,8397
warw_4,2018-09-04T19:30:44Z,-71.413991,41.722561,1.7,14.6,2,1700,7761
yawg_1,2018-09-05T15:46:52Z,-71.574248,41.515475,0,0,0,0,0
yawg_2,2018-09-05T15:58:30Z,-71.5715,41.513583,0.6,2.6,0.9,600,1660
yawg_2,2018-09-05T15:58:54Z,-71.571588,41.513625,0.7,2.8,1,700,1813
yawg_3,2018-09-05T16:10:09Z,-71.56948,41.510151,0.6,2.4,0.9,600,1546
yawg_3,2018-09-05T16:10:33Z,-71.569668,41.510168,0.7,2.5,0.9,700,1646
NA,2018-09-05T16:19:19Z,-71.57087,41.508793,0.5,2.4,0.9,500,1483
NA,2018-09-05T16:19:43Z,-71.5704,41.508643,0.6,2.7,0.9,600,1681
yawg_5,2018-09-05T16:29:37Z,-71.572885,41.508961,0.6,2.8,1,600,1734
yawg_5,2018-09-05T16:30:01Z,-71.572876,41.509075,0.6,2.8,0.9,600,1742
yawg_P,2018-09-05T16:38:24Z,-71.572876,41.51092,0.5,2.7,0.9,500,1634
yawg_P,2018-09-05T16:38:46Z,-71.573051,41.510853,0.6,2.8,0.9,600,1726
yawg_6,2018-09-05T17:02:36Z,-71.57534,41.513156,0.9,2.9,1,900,1952
yawg_6,2018-09-05T17:02:59Z,-71.575316,41.513131,1,3.3,1,1000,2187
mash_1,2018-09-06T16:01:34Z,-71.435501,41.793121,26.6,32.4,11,26600,29386
mash_1,2018-09-06T16:02:01Z,-71.435316,41.793075,24.6,31.7,10.5,24600,28019
mash_2,2018-09-06T16:13:43Z,-71.43192,41.789901,26.1,29.7,10.4,26100,27936
mash_2,2018-09-06T16:14:08Z,-71.431833,41.78991,28.3,31.7,11,28300,30030
mash_2,2018-09-06T16:14:33Z,-71.431798,41.78991,0,0,1.1,0,0
mash_3,2018-09-06T16:21:10Z,-71.430436,41.791091,26.9,31.8,10.9,26900,29257
mash_3,2018-09-06T16:21:34Z,-71.430365,41.79119,25.3,30.3,10.7,25300,27742
mash_4,2018-09-06T16:34:06Z,-71.43187,41.793273,23,27.5,10.5,23000,25249
mash_4,2018-09-06T16:34:30Z,-71.431848,41.793321,22.9,27,10.7,22900,24945
mash_5,2018-09-06T16:46:30Z,-71.430881,41.797678,23.4,30.9,10.5,23400,26999
mash_5,2018-09-06T16:46:53Z,-71.430911,41.79766,23.1,28.9,10.5,23100,25942
mash_6,2018-09-06T16:53:06Z,-71.431996,41.798456,21.8,25.8,10.2,21800,23800
mash_6,2018-09-06T16:53:30Z,-71.432203,41.798251,20.6,25,10.1,20600,22828
mash_P,2018-09-06T17:04:57Z,-71.433503,41.793661,22.4,26,10.5,22400,24244
mash_P,2018-09-06T17:05:19Z,-71.433328,41.793871,24.5,28.5,10.6,24500,26540
warw_5,2018-09-06T18:22:21Z,-71.415173,41.725096,3.4,21.9,1.8,3400,12029
warw_5,2018-09-06T18:22:47Z,-71.415155,41.725138,2.6,16.5,1.9,2600,9071
warw_6,2018-09-06T18:28:13Z,-71.414185,41.726995,2.6,17,1.8,2600,9280
warw_6,2018-09-06T18:28:38Z,-71.41393,41.726743,2.5,16.8,1.8,2500,9175
warw_1,2018-09-06T18:36:52Z,-71.41048,41.725588,2.2,13.5,1.6,2200,7461
warw_1,2018-09-06T18:38:13Z,-71.410428,41.725668,1.1,1.1,11,1100,1100
warw_1,2018-09-06T18:38:35Z,-71.41044,41.725631,2.3,13,1.7,2300,7259
warw_P,2018-09-06T18:46:54Z,-71.411808,41.722571,2.4,15,1.7,2400,8294
warw_P,2018-09-06T18:47:46Z,-71.411923,41.722665,2.4,15.4,1.8,2400,8474
warw_2,2018-09-06T18:58:14Z,-71.410948,41.721406,2.4,16.8,1.6,2400,9064
warw_2,2018-09-06T18:58:40Z,-71.410948,41.721438,2.5,17.2,1.6,2500,9283
warw_3,2018-09-06T19:06:59Z,-71.414386,41.720528,2.6,14.1,1.8,2600,7967
warw_3,2018-09-06T19:08:02Z,-71.414393,41.720583,2.3,13.9,1.8,2300,7672
warw_4,2018-09-06T19:13:54Z,-71.413981,41.72246,2.7,15.9,1.9,2700,8904
warw_4,2018-09-06T19:14:18Z,-71.413995,41.722518,2.9,17.6,1.9,2900,9747
mash_1,2018-09-13T16:30:11Z,-71.435398,41.793018000000004,19.5,23.8,5.7,19500,21771
NA,2018-09-13T16:31:07Z,-71.435735,41.792606,19,24.6,5.7,19000,21832
