site_id,date_time,long,lat,cyano_conc,chla_conc,turb,cyano_cell,total_cell
warw_4,2018-06-18T19:33:37Z,-71.413985,41.722496,1.3,15.6,2.3,1300,8191
warw_4,2018-06-18T19:34:00Z,-71.414006,41.722488,1.6,17.3,2.4,1600,9129
warw_P,2018-06-18T19:48:35Z,-71.411956,41.722611,1.8,19.8,2.2,1800,10460
warw_P,2018-06-18T19:48:59Z,-71.41192,41.722695,1.5,15,2.3,1500,8039
yawg_1,2018-06-20T15:30:27Z,-71.573688,41.51526,0,6.7,0.1,0,3551
yawg_1,2018-06-20T15:30:57Z,-71.573665,41.515278,0,5.5,0,0,2915
yawg_2,2018-06-20T15:39:54Z,-71.571173,41.513326,0,5.2,0,0,2756
yawg_2,2018-06-20T15:40:19Z,-71.571166,41.513343,0,4.9,0.1,0,2597
yawg_3,2018-06-20T15:52:50Z,-71.569498,41.510115,0,5.1,0.1,0,2703
yawg_3,2018-06-20T15:53:13Z,-71.569463,41.51012,0,5.2,0,0,2756
yawg_4,2018-06-20T16:02:13Z,-71.570643,41.508151,0,4.9,0,0,2597
yawg_4,2018-06-20T16:02:37Z,-71.570658,41.508158,0,5.2,0.1,0,2756
yawg_5,2018-06-20T16:11:05Z,-71.572785,41.50873,0,4.3,0,0,2279
yawg_5,2018-06-20T16:11:28Z,-71.572795,41.508715,0,4.9,0,0,2597
yawg_P,2018-06-20T16:29:43Z,-71.572978,41.510701,0,5.5,0,0,2915
yawg_P,2018-06-20T16:30:06Z,-71.573018,41.510736,0,5.2,0,0,2756
yawg_6,2018-06-20T16:41:25Z,-71.575713,41.512748,0,4.4,0,0,2332
yawg_6,2018-06-20T16:41:48Z,-71.575486,41.512856,0,4.7,0,0,2491
mash_1,2018-06-25T15:53:56Z,-71.435131,41.79292,2.4,11.9,1.5,2400,7435
mash_1,2018-06-25T15:54:25Z,-71.43501,41.792831,2.9,13.3,1.7,2900,8412
mash_2,2018-06-25T16:03:15Z,-71.431926,41.789698,2.9,9.3,1.9,2900,6292
mash_2,2018-06-25T16:03:40Z,-71.43189,41.789761,2.8,9,1.8,2800,6086
NA,2018-06-25T16:11:45Z,-71.429721,41.791693,2.4,6.6,1.6,2400,4626
mash_3,2018-06-25T16:12:11Z,-71.429991,41.791121,2.4,6.9,1.6,2400,4785
mash_4,2018-06-25T16:21:35Z,-71.431893,41.79336,2.6,7.6,1.5,2600,5250
mash_4,2018-06-25T16:21:59Z,-71.431813,41.793378,2.5,7.7,1.6,2500,5256
mash_5,2018-06-25T16:31:30Z,-71.43075,41.797776,2.6,9.7,1.7,2600,6363
mash_5,2018-06-25T16:31:55Z,-71.430771,41.797711,2.7,8.9,1.8,2700,5986
mash_6,2018-06-25T16:38:07Z,-71.43213,41.798223,2.3,4.9,1.5,2300,3678
mash_6,2018-06-25T16:38:32Z,-71.432271,41.798266,2.3,6.2,1.6,2300,4367
mash_P,2018-06-25T16:48:20Z,-71.433133,41.79403,2.5,6.7,1.6,2500,4726
mash_P,2018-06-25T16:48:45Z,-71.432695,41.793888,2.4,6.8,1.7,2400,4732
warw_5,2018-06-25T18:14:45Z,-71.415195,41.725236,1.8,27,3.1,1800,14124
warw_5,2018-06-25T18:15:09Z,-71.415215,41.725138,2.1,25.4,3,2100,13521
warw_6,2018-06-25T18:23:26Z,-71.414095,41.726886,3.6,41.6,3,3600,22268
warw_6,2018-06-25T18:23:50Z,-71.41414,41.726715,3.3,33.3,3,3300,18200
warw_1,2018-06-25T18:31:33Z,-71.410425,41.725548,2.3,24.7,2.7,2300,13412
warw_1,2018-06-25T18:31:57Z,-71.410386,41.72561,2.6,29.8,2.6,2600,16080
warw_P,2018-06-25T18:40:21Z,-71.411976,41.722755,3,35,2.8,3000,18680
warw_P,2018-06-25T18:40:44Z,-71.411966,41.722808,2.9,33,2.9,2900,17653
warw_2,2018-06-25T18:57:51Z,-71.411063,41.72134,2.3,24.3,2.9,2300,13192
warw_2,2018-06-25T18:58:17Z,-71.411203,41.721365,2.6,38.3,2.8,2600,19977
warw_3,2018-06-25T19:08:53Z,-71.414328,41.720531,2.6,27,2.7,2600,14692
warw_3,2018-06-25T19:09:16Z,-71.414381,41.720588,2.3,25.3,2.7,2300,13714
warw_4,2018-06-25T19:16:31Z,-71.413965,41.72242,2.5,31.1,2.9,2500,16546
warw_4,2018-06-25T19:16:59Z,-71.413926,41.722483,2.1,26.9,2.8,2100,14428
yawg_1,2018-06-29T15:43:55Z,-71.573763,41.515265,0,4.1,0.3,0,2173
yawg_1,2018-06-29T15:44:23Z,-71.573741,41.515293,0,4.8,0.3,0,2496
yawg_2,2018-06-29T15:54:44Z,-71.57131,41.513555,0,3.7,0.1,0,1961
yawg_2,2018-06-29T15:55:10Z,-71.571403,41.513441,0,3.7,0.1,0,1961
yawg_3,2018-06-29T16:06:44Z,-71.569553,41.510081,0,3.9,0,0,2067
yawg_3,2018-06-29T16:07:10Z,-71.56962,41.510131,0,3.8,0,0,2014
yawg_3,2018-06-29T16:07:47Z,-71.569621,41.510141,0,3.9,0.1,0,2067
yawg_4,2018-06-29T16:16:48Z,-71.570803,41.50826,0,4,0,0,2120
yawg_4,2018-06-29T16:17:12Z,-71.570813,41.508248,0,4.1,0,0,2173
yawg_5,2018-06-29T16:24:39Z,-71.572831,41.508618,0,3.4,0,0,1802
yawg_5,2018-06-29T16:25:03Z,-71.572835,41.508698,0,4,0,0,2120
yawg_P,2018-06-29T16:43:42Z,-71.572946,41.510706,0,3.7,0.1,0,1961
yawg_P,2018-06-29T16:44:06Z,-71.572956,41.51068,0,3.6,0.1,0,1908
yawg_6,2018-06-29T17:04:14Z,-71.575413,41.512861,0.1,5.6,0.4,100,3015
yawg_6,2018-06-29T17:04:43Z,-71.575395,41.51278,0.1,5.1,0.3,100,2750
NA,2018-07-02T14:23:04Z,-71.42188,41.494413,9.7,9.7,176.4,9700,9700
mash_1,2018-07-02T15:45:43Z,-71.435248,41.793058,4.4,6.9,3,4400,5629
mash_1,2018-07-02T15:46:14Z,-71.435275,41.793085,5,6.8,3.1,5000,5922
mash_2,2018-07-02T15:57:24Z,-71.431861,41.789693,3.4,6.2,2.1,3400,4820
mash_2,2018-07-02T15:57:51Z,-71.4318,41.789806,2.5,5.4,2.2,2500,4037
mash_3,2018-07-02T16:06:19Z,-71.430091,41.791113,2.3,3.4,1.8,2300,2883
mash_3,2018-07-02T16:06:47Z,-71.4303,41.791183,2.5,3.4,1.9,2500,2977
mash_4,2018-07-02T16:15:59Z,-71.43195,41.793533,2.7,4.9,2,2700,3818
mash_4,2018-07-02T16:16:25Z,-71.432071,41.79347,2.6,5,2,2600,3856
mash_5,2018-07-02T16:28:54Z,-71.43085,41.797738,2.4,7.9,2.8,2400,5211
mash_5,2018-07-02T16:29:19Z,-71.43086,41.797725,2.8,8.8,2.9,2800,5892
mash_6,2018-07-02T16:37:29Z,-71.43232,41.798425,2.5,7.1,2.6,2500,4754
mash_6,2018-07-02T16:37:54Z,-71.432335,41.798406,2.8,7.3,2.7,2800,5033
warw_5,2018-07-02T18:28:24Z,-71.415195,41.725153,0.2,8.1,1,200,4163
warw_5,2018-07-02T18:28:49Z,-71.415213,41.725191,0.4,8.8,1.1,400,4556
warw_6,2018-07-02T18:36:04Z,-71.414063,41.726798,0.2,10.9,0.8,200,5375
warw_6,2018-07-02T18:36:28Z,-71.414088,41.726815,0.6,10.5,0.8,600,5423
warw_1,2018-07-02T18:44:10Z,-71.410425,41.725663,0.1,8.7,0.6,100,4290
warw_1,2018-07-02T18:44:34Z,-71.410453,41.725626,0.1,9.2,0.6,100,4483
warw_P,2018-07-02T19:02:27Z,-71.411996,41.722848,0.2,10.1,0.7,200,5063
warw_P,2018-07-02T19:02:51Z,-71.412015,41.722828,0.3,10.3,0.7,300,5160
warw_2,2018-07-02T19:18:39Z,-71.411066,41.721243,0.5,17.5,0.8,500,8958
warw_2,2018-07-02T19:19:04Z,-71.41116,41.721513,0.4,12.1,0.7,400,6233
warw_3,2018-07-02T19:28:31Z,-71.414506,41.72045,0.1,10,0.8,100,4883
warw_3,2018-07-02T19:28:54Z,-71.414455,41.720491,0.3,9.2,1,300,4689
warw_4,2018-07-02T19:33:41Z,-71.413933,41.722555,0.1,10.3,0.8,100,5058
warw_4,2018-07-02T19:34:06Z,-71.413918,41.72256,0.4,10.9,0.7,400,5509
yawg_1,2018-07-05T15:49:34Z,-71.573573,41.515178,0,4.2,0.1,0,2226
yawg_1,2018-07-05T15:50:13Z,-71.57366,41.515231,0,4.1,0.1,0,2173
yawg_2,2018-07-05T16:00:45Z,-71.571118,41.513611,0,4.4,0.1,0,2332
yawg_2,2018-07-05T16:01:14Z,-71.571313,41.513663,0,4.4,0.1,0,2308
yawg_3,2018-07-05T16:13:52Z,-71.569583,41.510283,0,3.5,0,0,1855
yawg_3,2018-07-05T16:14:16Z,-71.569593,41.5103,0,4,0.1,0,2104
yawg_4,2018-07-05T16:23:55Z,-71.570783,41.508266,0,3.1,0.1,0,1627
yawg_4,2018-07-05T16:24:26Z,-71.570795,41.50825,0,3.3,0.1,0,1733
yawg_5,2018-07-05T16:39:58Z,-71.572871,41.508766,0,3.5,0.1,0,1847
yawg_5,2018-07-05T16:40:21Z,-71.572868,41.508825,0,3.5,0.1,0,1855
yawg_P,2018-07-05T17:00:16Z,-71.572931,41.510783000000004,0,3.8,0.1,0,2014
yawg_P,2018-07-05T17:00:39Z,-71.572896,41.510761,0,4.5,0.2,0,2361
yawg_6,2018-07-05T17:33:10Z,-71.575293,41.512916,0,5.3,0.2,0,2769
yawg_6,2018-07-05T17:33:35Z,-71.5752,41.512801,0,5.4,0.2,0,2838
mash_1,2018-07-09T14:55:44Z,-71.435245,41.793,7.3,8.7,3.8,7300,7930
mash_1,2018-07-09T14:56:31Z,-71.435321,41.79302,7.8,10,3.9,7800,8790
mash_2,2018-07-09T15:14:02Z,-71.431841,41.789768,5.3,5.3,7.3,5300,5300
mash_2,2018-07-09T15:14:32Z,-71.431845,41.789826,7.4,8.2,3.7,7400,7784
mash_3,2018-07-09T15:21:48Z,-71.430283,41.79109,5.3,6.1,2.5,5300,5660
mash_3,2018-07-09T15:22:19Z,-71.430283,41.791196,7.9,9.7,4,7900,8710
mash_4,2018-07-09T15:27:40Z,-71.432066,41.793408,7.2,8.3,4.1,7200,7711
mash_4,2018-07-09T15:28:29Z,-71.432096,41.793448,6.7,7.5,3.8,6700,7084
mash_4,2018-07-09T15:29:10Z,-71.43203,41.793426,7,8,3.7,7000,7458
NA,2018-07-09T15:40:49Z,-71.429881,41.79943,7.5,10.3,4.3,7500,8808
mash_5,2018-07-09T15:41:22Z,-71.430746,41.797676,6.6,9,4.2,6600,7696
mash_6,2018-07-09T15:46:48Z,-71.432283,41.798283,7.8,9.5,4.7,7800,8581
mash_6,2018-07-09T15:47:42Z,-71.432271,41.798283,7.2,9.5,4.6,7200,8251
mash_P,2018-07-09T15:58:04Z,-71.433326,41.793958,6.1,7.6,3.9,6100,6823
mash_P,2018-07-09T15:58:43Z,-71.433268,41.793966,5.8,6.7,3.8,5800,6221
mash_P,2018-07-09T15:59:38Z,-71.433293,41.793991,6.7,7.6,3.8,6700,7121
warw_5,2018-07-09T17:43:07Z,-71.415235,41.725261,0.8,12.2,1.3,800,6514
warw_5,2018-07-09T17:44:06Z,-71.415233,41.725215,0.6,13.4,1.2,600,6912
warw_6,2018-07-09T17:52:28Z,-71.413931,41.726803,0.3,10.4,1.1,300,5293
warw_6,2018-07-09T17:53:14Z,-71.413895,41.726731,0.5,11.1,1.1,500,5726
warw_1,2018-07-09T18:00:24Z,-71.410506,41.725693,0.3,9.4,1.1,300,4835
warw_1,2018-07-09T18:00:54Z,-71.410773,41.72592,0.5,9.7,1.1,500,5056
warw_1,2018-07-09T18:01:37Z,-71.410473,41.72572,0.4,9.9,1,400,5123
warw_P,2018-07-09T18:11:26Z,-71.4119,41.722901,0.5,12.4,1,500,6391
warw_P,2018-07-09T18:12:20Z,-71.411861,41.722895,0.7,12.7,1,700,6612
warw_2,2018-07-09T18:35:21Z,-71.411091,41.721406,0.4,10.2,1,400,5290
warw_2,2018-07-09T18:36:27Z,-71.411165,41.721481,0.6,15.5,1,600,7985
warw_3,2018-07-09T18:43:20Z,-71.41452,41.720516,0.2,9.3,1,200,4719
warw_3,2018-07-09T18:44:00Z,-71.414445,41.72047,0.2,9.7,1,200,4915
warw_4,2018-07-09T18:50:15Z,-71.414016,41.722526,0.2,9.9,1,200,5053
warw_4,2018-07-09T18:50:41Z,-71.414041,41.722501,0.2,10.4,1,200,5286
yawg_1,2018-07-12T19:58:46Z,-71.573703,41.515346,0,5.1,0,0,2615
yawg_1,2018-07-12T19:59:11Z,-71.57368,41.515328,0,5.3,0,0,2713
yawg_2,2018-07-12T20:09:55Z,-71.571466,41.513655,0,4.9,0,0,2445
yawg_2,2018-07-12T20:10:19Z,-71.571418,41.51349,0,3.9,0,0,2027
yawg_3,2018-07-12T20:22:45Z,-71.569656,41.510258,0,3.3,0,0,1749
yawg_3,2018-07-12T20:23:08Z,-71.569415,41.510171,0,3.4,0,0,1794
yawg_4,2018-07-12T20:36:16Z,-71.570556,41.508345,0,3.2,0,0,1696
yawg_4,2018-07-12T20:36:38Z,-71.570521,41.5083,0,3.9,0,0,2059
NA,2018-07-12T20:44:30Z,-71.572896,41.508138,0,3.5,0,0,1847
yawg_5,2018-07-12T20:44:53Z,-71.572715,41.508756,0,3.5,0,0,1855
yawg_P,2018-07-12T20:59:23Z,-71.572945,41.510878,0,3,0,0,1590
yawg_P,2018-07-12T20:59:46Z,-71.573046,41.510773,0,2.8,0,0,1484
yawg_6,2018-07-12T21:21:47Z,-71.575598,41.512921,0,3.6,0,0,1876
yawg_6,2018-07-12T21:22:10Z,-71.575456,41.512833,0,3.4,0,0,1794
mash_1,2018-07-16T15:58:41Z,-71.435568,41.79322,5.1,5.1,36.3,5100,5100
mash_1,2018-07-16T16:37:00Z,-71.435531,41.79317,35.7,52.6,30.8,35700,44657
mash_1,2018-07-16T17:18:09Z,-71.435288,41.793161,17.6,19.1,8.8,17600,18323
mash_1,2018-07-16T17:18:45Z,-71.435331,41.793221,17.5,19.1,9.8,17500,18348
mash_2,2018-07-16T17:32:15Z,-71.431803,41.78986,13,14.9,8.5,13000,13887
mash_2,2018-07-16T17:32:41Z,-71.43188,41.789716,13.6,14.9,8.6,13600,14289
mash_3,2018-07-16T17:43:47Z,-71.430258,41.791393,20.7,22.2,10.5,20700,21415
mash_3,2018-07-16T17:44:13Z,-71.430286,41.791406,24.6,25.8,13.4,24600,25236
mash_4,2018-07-16T17:51:36Z,-71.4322,41.793641,14.6,15.1,8,14600,14865
mash_4,2018-07-16T17:52:02Z,-71.432216,41.793611,15.1,16.4,8.1,15100,15685
mash_5,2018-07-16T18:04:17Z,-71.430783,41.7981,16.9,19.4,9.4,16900,18097
mash_5,2018-07-16T18:04:44Z,-71.430713,41.798031,16.3,18.3,9.8,16300,17352
mash_6,2018-07-16T18:12:57Z,-71.432333,41.798446,24.9,26.4,13.6,24900,25679
mash_6,2018-07-16T18:13:38Z,-71.432331,41.798428,24.9,26.8,13,24900,25867
mash_P,2018-07-16T18:26:29Z,-71.4333,41.794066,13.8,15.8,8.7,13800,14748
mash_P,2018-07-16T18:26:55Z,-71.433291,41.794086,14.5,16.8,8.6,14500,15535
warw_5,2018-07-16T19:47:59Z,-71.415206,41.72521,0.9,13,1.2,900,6961
warw_5,2018-07-16T19:48:30Z,-71.415153,41.725196,1.2,11,1.2,1200,6066
warw_6,2018-07-16T19:56:40Z,-71.41418,41.72686,0.4,13.2,1.1,400,6712
warw_6,2018-07-16T19:57:05Z,-71.414113,41.726886,0.7,11.9,1.2,700,6212
warw_1,2018-07-16T20:07:05Z,-71.410363,41.725571,1.3,15.4,1.3,1300,8357
warw_1,2018-07-16T20:07:31Z,-71.410398,41.725665,1.5,22.5,1.3,1500,11974
warw_P,2018-07-16T20:21:21Z,-71.412033,41.722768,1.7,25.1,1.4,1700,13390
warw_P,2018-07-16T20:22:07Z,-71.412091,41.722708,1.8,27,1.4,1800,14372
warw_2,2018-07-16T20:31:14Z,-71.411286,41.721365,1.3,14.9,1.6,1300,8060
warw_2,2018-07-16T20:31:47Z,-71.411121,41.721511,1.3,14.8,1.5,1300,7983
warw_3,2018-07-16T20:40:22Z,-71.414503,41.720338,1.8,18.2,1.6,1800,10060
warw_3,2018-07-16T20:40:45Z,-71.414508,41.720476,1.7,17.6,1.5,1700,9743
warw_4,2018-07-16T20:48:06Z,-71.413891,41.722628,2.1,22.5,1.6,2100,12304
warw_4,2018-07-16T20:48:39Z,-71.413898,41.722645,1.8,17,1.6,1800,9392
mash_1,2018-07-18T16:23:05Z,-71.435426,41.793095,17.6,19.3,8.6,17600,18421
mash_1,2018-07-18T16:23:32Z,-71.435395,41.793058,17.3,19.3,8.7,17300,18224
mash_2,2018-07-18T16:35:53Z,-71.431778,41.789855,23,26.7,9.3,23000,24665
mash_2,2018-07-18T16:36:22Z,-71.431693,41.789636,21.6,24.1,8.8,21600,22741
mash_3,2018-07-18T16:44:52Z,-71.43023,41.791483,21.8,23.6,10,21800,22714
mash_3,2018-07-18T16:45:16Z,-71.430213,41.791418,23.8,27.2,10.1,23800,25426
mash_4,2018-07-18T16:54:40Z,-71.4321,41.79357,23,23.8,10.3,23000,23424
mash_4,2018-07-18T16:55:03Z,-71.432093,41.793566,24.5,25.3,10.3,24500,24924
mash_5,2018-07-18T17:08:42Z,-71.430618,41.797861,19.5,23,9.3,19500,21075
mash_5,2018-07-18T17:09:05Z,-71.430836,41.797896,18.8,22.5,9.3,18800,20505
mash_6,2018-07-18T17:16:58Z,-71.432285,41.798306,19.6,21.9,9.5,19600,20699
mash_6,2018-07-18T17:17:26Z,-71.432396,41.798285,19.3,21.5,11,19300,20418
mash_P,2018-07-18T17:44:49Z,-71.433376,41.793595,23.2,26.5,10.4,23200,24805
mash_P,2018-07-18T17:45:12Z,-71.433298,41.793795,21.7,24.2,10.3,21700,22913
warw_5,2018-07-18T19:24:57Z,-71.414885,41.724961,1.5,14.8,1.5,1500,8213
warw_5,2018-07-18T19:25:28Z,-71.415656,41.725331,1.5,14.5,1.6,1500,8110
warw_6,2018-07-18T19:33:49Z,-71.413955,41.72672,1.9,17.9,1.2,1900,9972
warw_6,2018-07-18T19:34:13Z,-71.413848,41.726706,1.8,15,1.2,1800,8500
warw_1,2018-07-18T19:44:49Z,-71.410345,41.725368,1.3,16.2,1.2,1300,8717
warw_1,2018-07-18T19:45:11Z,-71.410243,41.7253,1.4,16.4,1.2,1400,8862
warw_2,2018-07-18T19:55:13Z,-71.411496,41.72138,1.6,17.6,1.3,1600,9560
warw_2,2018-07-18T19:55:35Z,-71.411153,41.721316,1.5,16,1.2,1500,8705
NA,2018-07-18T20:04:41Z,-71.416041,41.721036,1.5,22.8,1.2,1500,12021
warw_3,2018-07-18T20:05:06Z,-71.4146,41.720338,1.5,24.6,1.3,1500,12871
warw_4,2018-07-18T20:12:38Z,-71.414036,41.722353,1.6,22.7,1.6,1600,12039
warw_4,2018-07-18T20:13:01Z,-71.41404,41.722535,2,20.8,1.6,2000,11468
warw_P,2018-07-18T20:42:22Z,-71.41201,41.72232,1.5,16.6,1.3,1500,9023
warw_P,2018-07-18T20:42:44Z,-71.412001,41.72259,1.5,17.4,1.3,1500,9415
NA,2018-07-26T18:14:47Z,-71.34226,41.833533,19.4,297.8,19.4,19400,149880
NA,2018-07-26T18:15:28Z,-71.342221,41.833491,5.3,150.1,5.1,5300,70948
NA,2018-07-26T18:16:01Z,-71.342255,41.833525,3,169.7,5.2,3000,78023
NA,2018-07-26T18:43:46Z,-71.339121,41.86081,5.8,49.2,6.2,5800,28802
NA,2018-07-26T18:44:14Z,-71.339201,41.860716,12.1,104.4,17,12100,61019
NA,2018-07-26T18:44:44Z,-71.339203,41.860931,8.3,68,18.1,8300,39941
NA,2018-07-31T14:13:05Z,-71.421813,41.494143,1.1,1.1,9.7,1100,1100
NA,2018-07-31T16:19:10Z,-71.573461,41.514763,0,3,0,0,1542
NA,2018-07-31T16:19:35Z,-71.573415,41.514756,0,3,0,0,1526
yawg_2,2018-07-31T16:33:45Z,-71.571421,41.513636,0,3.7,0,0,1913
yawg_2,2018-07-31T16:34:09Z,-71.571425,41.51371,0,3.8,0,0,1990
yawg_3,2018-07-31T16:46:02Z,-71.569736,41.510463,0.1,3.3,0.1,100,1780
yawg_3,2018-07-31T16:46:26Z,-71.569638,41.510388,0.1,3.6,0.1,100,1915
yawg_4,2018-07-31T16:56:29Z,-71.57047,41.508495,0,4,0,0,2040
yawg_4,2018-07-31T16:56:52Z,-71.570485,41.508496,0,4.1,0,0,2093
yawg_5,2018-07-31T17:05:44Z,-71.572701,41.508745,0,3.4,0,0,1746
yawg_5,2018-07-31T17:06:09Z,-71.572725,41.508735,0,3.8,0,0,1918
yawg_P,2018-07-31T17:11:57Z,-71.572961,41.510866,0,3.8,0,0,1934
yawg_P,2018-07-31T17:12:21Z,-71.572918,41.510818,0,4,0,0,2032
yawg_6,2018-07-31T17:55:28Z,-71.575453,41.513005,0,3.6,0.2,0,1836
yawg_6,2018-07-31T17:55:51Z,-71.575408,41.512978,0,3.7,0.2,0,1881
mash_1,2018-08-02T15:39:38Z,-71.435571,41.79329,29,30.4,13.7,29000,29742
mash_1,2018-08-02T15:40:44Z,-71.435388,41.793201,27.6,29.1,12.3,27600,28395
mash_1,2018-08-02T15:58:45Z,-71.435408,41.793063,38,38.9,11.5,38000,38477
mash_1,2018-08-02T15:59:17Z,-71.435415,41.79305,37.6,38.7,11.3,37600,38183
mash_1,2018-08-02T15:59:44Z,-71.435416,41.79303,-1,-1,-1,-0,-0
mash_2,2018-08-02T16:09:10Z,-71.431781,41.789833,41,45.3,12.3,41000,43279
mash_2,2018-08-02T16:09:38Z,-71.431791,41.789841,37.2,41.2,12.2,37200,39320
mash_3,2018-08-02T16:13:50Z,-71.43017,41.791186,33.3,34.9,11.5,33300,34148
mash_3,2018-08-02T16:14:16Z,-71.430223,41.791285,33.8,36,11.8,33800,34966
mash_4,2018-08-02T16:21:42Z,-71.43198,41.793518,38.4,39.9,12,38400,39195
mash_4,2018-08-02T16:22:08Z,-71.432035,41.793538,28.2,29,9.3,28200,28624
mash_5,2018-08-02T16:32:31Z,-71.430725,41.797808,36.1,40.6,13,36100,38485
mash_5,2018-08-02T16:32:57Z,-71.430748,41.797801,34.3,38.5,13.1,34300,36526
mash_6,2018-08-02T16:38:30Z,-71.432441,41.798168,34.1,37.1,12.3,34100,35690
mash_6,2018-08-02T16:38:56Z,-71.432286,41.798343,39.6,43.3,12.7,39600,41561
mash_P,2018-08-02T16:48:50Z,-71.433253,41.794085,35.3,37.2,11.7,35300,36307
mash_P,2018-08-02T16:49:14Z,-71.433206,41.794043,39,41.5,12.3,39000,40325
warw_5,2018-08-02T18:42:13Z,-71.414915,41.724995,4.3,12.6,2,4300,8291
warw_5,2018-08-02T18:42:39Z,-71.415188,41.725098,3.9,10.8,2.2,3900,7261
warw_6,2018-08-02T18:49:05Z,-71.413945,41.726663,3.6,9.9,2,3600,6603
warw_6,2018-08-02T18:49:32Z,-71.41404,41.726671,4.1,11.8,2,4100,7781
warw_1,2018-08-02T18:57:38Z,-71.410415,41.725575,3.6,10.2,1.9,3600,6754
warw_1,2018-08-02T18:58:03Z,-71.410391,41.725575,4.1,12.7,2,4100,8170
warw_P,2018-08-02T19:07:03Z,-71.411791,41.72281,4.1,12.9,2.2,4100,8316
warw_P,2018-08-02T19:07:28Z,-71.411961,41.722856,4.4,14.6,2,4400,9270
warw_2,2018-08-02T19:39:37Z,-71.411191,41.721486,4.8,16.6,2.2,4800,10478
warw_2,2018-08-02T19:40:03Z,-71.411098,41.721511,4.9,16.4,2.2,4900,10475
warw_3,2018-08-02T19:47:46Z,-71.414341,41.720573,5,15,2.3,5000,9772
warw_3,2018-08-02T19:48:12Z,-71.41446,41.720553,5.1,16.4,2.3,5100,10465
warw_4,2018-08-02T19:54:48Z,-71.41396,41.722461,4.4,13.3,2,4400,8701
warw_4,2018-08-02T19:55:12Z,-71.413888,41.722453,5.1,15.4,2.1,5100,10031
mash_1,2018-08-06T16:09:50Z,-71.435268,41.792978,40.3,42.9,11.7,40300,41678
mash_1,2018-08-06T16:10:22Z,-71.435066,41.792846,41.2,44,12.5,41200,42684
mash_2,2018-08-06T16:21:10Z,-71.43167,41.789801,38.6,40.4,11.5,38600,39554
mash_2,2018-08-06T16:21:36Z,-71.431725,41.789898,39.4,41.5,11.6,39400,40513
mash_3,2018-08-06T16:28:54Z,-71.430223,41.79121,38.2,40.2,11.6,38200,39260
mash_3,2018-08-06T16:29:17Z,-71.430205,41.791235,39.8,41.5,11.9,39800,40701
mash_4,2018-08-06T16:37:39Z,-71.432173,41.79345,39,40,12.2,39000,39474
mash_4,2018-08-06T16:38:02Z,-71.431976,41.793393,37.5,38.7,12.6,37500,38088
mash_4,2018-08-06T16:38:31Z,-71.4319,41.793403,39.6,40.9,12.6,39600,40289
mash_5,2018-08-06T16:49:40Z,-71.430581,41.79779,33.2,38.8,11.6,33200,36040
mash_5,2018-08-06T16:50:05Z,-71.430635,41.79773,37.6,43.8,12.1,37600,40790
mash_6,2018-08-06T16:56:38Z,-71.432235,41.798235,37.4,42,12.6,37400,39790
mash_6,2018-08-06T16:57:05Z,-71.432246,41.79826,37.2,41,12.3,37200,39046
mash_P,2018-08-06T17:07:57Z,-71.43322,41.794128,34.9,37.7,12.8,34900,36384
mash_P,2018-08-06T17:08:20Z,-71.43316,41.794136,35.1,37.7,13,35100,36478
warw_5,2018-08-06T18:46:13Z,-71.415103,41.725093,4.9,12.4,2.6,4900,8451
warw_5,2018-08-06T18:46:40Z,-71.415106,41.725081,5.1,13.1,2.5,5100,8876
warw_6,2018-08-06T18:53:52Z,-71.4139,41.726626,4.6,10.3,2.2,4600,7285
warw_6,2018-08-06T18:54:18Z,-71.413943,41.726688,4,9.6,2.1,4000,6632
warw_1,2018-08-06T19:01:56Z,-71.409926,41.72571,4.1,11.4,2.1,4100,7513
warw_1,2018-08-06T19:02:21Z,-71.410378,41.725571,4,11,2.1,4000,7262
warw_2,2018-08-06T19:12:05Z,-71.41102,41.721336,3.8,10.9,2.3,3800,7091
warw_2,2018-08-06T19:12:28Z,-71.411046,41.721356,3.8,11.1,2.2,3800,7173
warw_3,2018-08-06T19:21:04Z,-71.414445,41.720506,5,11.7,2.2,5000,8127
warw_3,2018-08-06T19:21:28Z,-71.41449,41.720488,5.5,13.6,2.2,5500,9273
warw_4,2018-08-06T19:28:20Z,-71.413948,41.722451,5.2,13.6,2.2,5200,9188
warw_4,2018-08-06T19:28:44Z,-71.41392,41.722445,3.9,10.1,2.3,3900,6858
warw_P,2018-08-06T19:34:59Z,-71.41194,41.72266,3.7,11.5,2.1,3700,7466
warw_P,2018-08-06T19:35:26Z,-71.41192,41.72259,3.6,11.3,2.2,3600,7273
NA,2018-08-07T15:21:58Z,-71.573041,41.515065,0.5,3.5,0.7,500,2074
NA,2018-08-07T15:22:41Z,-71.573105,41.515083,0.7,3.5,0.7,700,2176
NA,2018-08-07T15:23:21Z,-71.573063,41.515103,0.5,3.8,0.6,500,2185
NA,2018-08-07T15:31:55Z,-71.57198,41.514001,0.3,2.6,0.6,300,1519
yawg_2,2018-08-07T15:32:19Z,-71.571316,41.513751,0.4,2.6,0.6,400,1566
yawg_2,2018-08-07T15:32:43Z,-71.571291,41.513703,0.5,2.7,0.6,500,1666
yawg_3,2018-08-07T15:47:36Z,-71.569586,41.51011,0.4,3,0.6,400,1778
yawg_3,2018-08-07T15:48:00Z,-71.569586,41.510066,0.4,3,0.6,400,1778
