Date/Time;Cyano;Total Conc.;Turbidity;Depth;Longitude;Latitude;Sensor temp.;LED 1 [470 nm];LED 2 [610 nm];LED 3 [525 nm];LED 4 [700 nm];Cyano;Total cell count;Raw depth data
date;µg/l;µg/l;FTU;m;°;°;°C;digits;digits;digits;digits;cells/ml;cells/ml;m
6/26/2017 11:01:06 AM;0.00;0.00;0.00;0.00;-71.573648;41.515180;0.00;0.00;0.00;0.00;0.00;0;0;0.00
6/28/2017 9:09:00 AM;6.20;6.20;182.80;0.00;-71.422535;41.494425;21.10;1123.00;139577.00;30824.00;1482352.00;6200;6200;0.00
6/28/2017 10:22:55 AM;2.40;10.00;3.50;0.00;-71.573608;41.515290;29.20;61819.00;20243.00;52740.00;48156.00;2400;6428;0.00
6/28/2017 10:23:36 AM;2.60;9.90;3.30;0.00;-71.573575;41.515281;28.70;60293.00;20776.00;52069.00;46475.00;2600;6469;0.00
6/28/2017 10:24:06 AM;2.70;10.70;3.20;0.00;-71.573615;41.515283;27.60;64999.00;21696.00;56043.00;45742.00;2700;6940;0.00
6/28/2017 10:33:50 AM;2.70;11.40;3.30;0.00;-71.571253;41.513521;27.30;68775.00;22857.00;60218.00;46106.00;2700;7311;0.00
6/28/2017 10:34:23 AM;2.90;11.70;3.20;0.00;-71.571310;41.513528;27.30;69764.00;22991.00;61233.00;45528.00;2900;7564;0.00
6/28/2017 10:34:47 AM;3.10;11.60;3.30;0.00;-71.571245;41.513511;26.80;68036.00;23650.00;59624.00;45904.00;3100;7605;0.00
6/28/2017 10:45:50 AM;0.00;0.00;0.00;0.00;-71.569716;41.510023;0.00;0.00;0.00;0.00;0.00;0;0;0.00
6/28/2017 10:47:16 AM;0.00;0.00;0.00;0.00;-71.569676;41.509996;0.00;0.00;0.00;0.00;0.00;0;0;0.00
7/10/2017 10:58:58 AM;2.00;8.30;3.50;0.00;-71.573406;41.515018;36.50;55653.00;18555.00;42667.00;48939.00;2000;5315;0.00
7/10/2017 10:59:28 AM;2.20;8.30;3.70;0.00;-71.573473;41.515040;36.20;54553.00;19313.00;42893.00;50668.00;2200;5433;0.00
7/10/2017 11:00:03 AM;2.20;8.50;3.40;0.00;-71.573520;41.515066;32.90;55396.00;19495.00;42847.00;47017.00;2200;5507;0.00
