,value,units,waterbody,site,depth,reps,variable,day,month,year
SAMPLE-004,8.45,NTU,warwick,1,int,1,turb,12,6,2019
SAMPLE-005,8.92,NTU,warwick,1,int,2,turb,12,6,2019
SAMPLE-006,10.66,NTU,warwick,2,int,1,turb,12,6,2019
SAMPLE-007,10.53,NTU,warwick,2,int,2,turb,12,6,2019
SAMPLE-008,10.14,NTU,warwick,3,int,1,turb,12,6,2019
SAMPLE-009,10.14,NTU,warwick,3,int,2,turb,12,6,2019
SAMPLE-010,10.58,NTU,warwick,4,int,1,turb,12,6,2019
SAMPLE-011,9.91,NTU,warwick,4,int,2,turb,12,6,2019
SAMPLE-012,8.23,NTU,warwick,5,int,1,turb,12,6,2019
SAMPLE-013,8.47,NTU,warwick,5,int,2,turb,12,6,2019
SAMPLE-014,8.38,NTU,warwick,6,int,1,turb,12,6,2019
SAMPLE-015,11.14,NTU,warwick,6,int,2,turb,12,6,2019
SAMPLE-016,9.14,NTU,warwick,p,int,1,turb,12,6,2019
SAMPLE-017,9.09,NTU,warwick,p,int,2,turb,12,6,2019
SAMPLE-018,10.36,NTU,warwick,p,int,3,turb,12,6,2019
SAMPLE-019,4.18,NTU,mashapaug,1,int,1,turb,12,6,2019
SAMPLE-020,4.1,NTU,mashapaug,1,int,2,turb,12,6,2019
SAMPLE-021,3.02,NTU,mashapaug,2,int,1,turb,12,6,2019
SAMPLE-022,2.94,NTU,mashapaug,2,int,2,turb,12,6,2019
SAMPLE-023,3.52,NTU,mashapaug,3,int,1,turb,12,6,2019
SAMPLE-024,3.45,NTU,mashapaug,3,int,2,turb,12,6,2019
SAMPLE-025,4.56,NTU,mashapaug,4,int,1,turb,12,6,2019
SAMPLE-026,4.53,NTU,mashapaug,4,int,2,turb,12,6,2019
SAMPLE-027,2.65,NTU,mashapaug,5,int,1,turb,12,6,2019
AMPLE-028,3.02,NTU,mashapaug,5,int,2,turb,12,6,2019
SAMPLE-029,4.49,NTU,mashapaug,6,int,1,turb,12,6,2019
SAMPLE-030,3.35,NTU,mashapaug,6,int,2,turb,12,6,2019
SAMPLE-031,6.76,NTU,mashapaug,p,int,1,turb,12,6,2019
SAMPLE-032,4.21,NTU,mashapaug,p,int,2,turb,12,6,2019
AMPLE-033,3.37,NTU,mashapaug,p,int,3,turb,12,6,2019
