,value,units,waterbody,site,depth,reps,variable,day,month,year
SAMPLE-001,99.97,NTU,na,100 ntu,na,na,turb,26,8,2019
SAMPLE-002,10.02,NTU,na,10 ntu,na,na,turb,26,8,2019
SAMPLE-003,0.01,NTU,na,blank,na,na,turb,26,8,2019
SAMPLE-004,1.47,NTU,yawgoo,1,int,1,turb,26,8,2019
AMPLE-005,2.48,NTU,yawgoo,1,int,2,turb,26,8,2019
AMPLE-006,0.98,NTU,yawgoo,2,int,1,turb,26,8,2019
SAMPLE-007,1.77,NTU,yawgoo,2,int,2,turb,26,8,2019
SAMPLE-008,1.22,NTU,yawgoo,3,int,1,turb,26,8,2019
SAMPLE-009,1.06,NTU,yawgoo,3,int,2,turb,26,8,2019
SAMPLE-010,0.88,NTU,yawgoo,4,int,1,turb,26,8,2019
SAMPLE-011,1.6,NTU,yawgoo,4,int,2,turb,26,8,2019
SAMPLE-012,1.3,NTU,yawgoo,5,int,1,turb,26,8,2019
SAMPLE-013,1.22,NTU,yawgoo,5,int,2,turb,26,8,2019
SAMPLE-014,0.63,NTU,yawgoo,6,int,1,turb,26,8,2019
SAMPLE-015,1.47,NTU,yawgoo,6,int,2,turb,26,8,2019
SAMPLE-016,1.67,NTU,yawgoo,p,int,1,turb,26,8,2019
SAMPLE-017,0.95,NTU,yawgoo,p,int,2,turb,26,8,2019
SAMPLE-018,1.07,NTU,yawgoo,p,int,3,turb,26,8,2019
SAMPLE-019,99.01,NTU,na,100 ntu,na,na,turb,26,8,2019
SAMPLE-020,9.96,NTU,na,10 ntu,na,na,turb,26,8,2019
SAMPLE-021,-0.01,NTU,na,blank,na,na,turb,26,8,2019
