,value,units,waterbody,site,depth,reps,variable,day,month,year
SAMPLE-001,99.96,NTU,na,100 ntu,na,na,turb,22,10,2019
SAMPLE-002,9.98,NTU,na,10 ntu,na,na,turb,22,10,2019
SAMPLE-003,-0.05,NTU,na,blank,na,na,turb,22,10,2019
SAMPLE-004,18.7,NTU,mashapaug,1,int,1,turb,21,10,2019
SAMPLE-005,21.05,NTU,mashapaug,1,int,2,turb,21,10,2019
SAMPLE-006,15.81,NTU,mashapaug,2,int,1,turb,21,10,2019
SAMPLE-007,18.94,NTU,mashapaug,2,int,2,turb,21,10,2019
SAMPLE-008,15.18,NTU,mashapaug,3,int,1,turb,21,10,2019
SAMPLE-009,17.53,NTU,mashapaug,3,int,2,turb,21,10,2019
SAMPLE-010,22.54,NTU,mashapaug,4,int,1,turb,21,10,2019
SAMPLE-011,16.54,NTU,mashapaug,4,int,2,turb,21,10,2019
SAMPLE-012,13.42,NTU,mashapaug,5,int,1,turb,21,10,2019
SAMPLE-013,14.95,NTU,mashapaug,5,int,2,turb,21,10,2019
SAMPLE-014,12.9,NTU,mashapaug,6,int,1,turb,21,10,2019
SAMPLE-015,13.56,NTU,mashapaug,6,int,2,turb,21,10,2019
SAMPLE-016,21.64,NTU,mashapaug,p,int,1,turb,21,10,2019
SAMPLE-017,18.96,NTU,mashapaug,p,int,2,turb,21,10,2019
SAMPLE-018,16.02,NTU,mashapaug,p,int,3,turb,21,10,2019
SAMPLE-019,99.72,NTU,na,100 ntu,na,na,turb,22,10,2019
SAMPLE-020,10,NTU,na,10 ntu,na,na,turb,22,10,2019
SAMPLE-021,0,NTU,na,blank,na,na,turb,22,10,2019
