,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5907.42,RFU,na,solid std,na,na,phyco_rfu,12,12,2019,na
SAMPLE-002,363.04,RFU,mashapaug,blank,int,1,blank,18,9,2019,na
SAMPLE-003,358.57,RFU,mashapaug,blank,int,2,blank,18,9,2019,na
SAMPLE-005,452.45,RFU,mashapaug,1,int,1,phyco_rfu,18,9,2019,75
SAMPLE-006,510.04,RFU,mashapaug,1,int,2,phyco_rfu,18,9,2019,75
SAMPLE-007,470.54,RFU,mashapaug,2,int,1,phyco_rfu,18,9,2019,75
SAMPLE-008,538.84,RFU,mashapaug,2,int,2,phyco_rfu,18,9,2019,75
SAMPLE-009,473.26,RFU,mashapaug,3,int,1,phyco_rfu,18,9,2019,75
SAMPLE-010,458.31,RFU,mashapaug,3,int,2,phyco_rfu,18,9,2019,75
SAMPLE-011,502.29,RFU,mashapaug,4,int,1,phyco_rfu,18,9,2019,75
SAMPLE-012,535.27,RFU,mashapaug,4,int,2,phyco_rfu,18,9,2019,75
SAMPLE-013,469.6,RFU,mashapaug,5,int,1,phyco_rfu,18,9,2019,75
SAMPLE-014,495.86,RFU,mashapaug,5,int,2,phyco_rfu,18,9,2019,75
SAMPLE-015,461.35,RFU,mashapaug,6,int,1,phyco_rfu,18,9,2019,75
SAMPLE-016,502.26,RFU,mashapaug,6,int,2,phyco_rfu,18,9,2019,75
SAMPLE-017,463.05,RFU,mashapaug,p,int,1,phyco_rfu,18,9,2019,75
SAMPLE-018,439.3,RFU,mashapaug,p,int,2,phyco_rfu,18,9,2019,75
SAMPLE-019,475.86,RFU,mashapaug,p,int,3,phyco_rfu,18,9,2019,75
SAMPLE-020,342.43,RFU,warwick,blank,int,1,blank,18,9,2019,na
SAMPLE-021,341.15,RFU,warwick,blank,int,2,blank,18,9,2019,na
SAMPLE-022,347.95,RFU,warwick,1,int,1,phyco_rfu,18,9,2019,50
SAMPLE-023,349.96,RFU,warwick,1,int,2,phyco_rfu,18,9,2019,50
SAMPLE-024,353.8,RFU,warwick,2,int,1,phyco_rfu,18,9,2019,50
SAMPLE-025,353.85,RFU,warwick,2,int,2,phyco_rfu,18,9,2019,50
SAMPLE-026,345.89,RFU,warwick,3,int,1,phyco_rfu,18,9,2019,50
SAMPLE-027,339.68,RFU,warwick,3,int,2,phyco_rfu,18,9,2019,50
SAMPLE-028,341.09,RFU,warwick,4,int,1,phyco_rfu,18,9,2019,50
SAMPLE-029,354.13,RFU,warwick,4,int,2,phyco_rfu,18,9,2019,50
