,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-030,344.29,RFU,warwick,5,int,1,phyco_rfu,18,9,2019,50
SAMPLE-031,354.82,RFU,warwick,5,int,2,phyco_rfu,18,9,2019,50
SAMPLE-032,342.71,RFU,warwick,6,int,1,phyco_rfu,18,9,2019,50
SAMPLE-033,338.23,RFU,warwick,6,int,2,phyco_rfu,18,9,2019,50
SAMPLE-034,339.23,RFU,warwick,p,int,1,phyco_rfu,18,9,2019,50
SAMPLE-035,342.28,RFU,warwick,p,int,2,phyco_rfu,18,9,2019,50
SAMPLE-036,337.12,RFU,warwick,p,int,3,phyco_rfu,18,9,2019,50
AMPLE-037,334,RFU,mashapaug,blank,int,1,blank,9,9,2019,na
SAMPLE-038,333.67,RFU,mashapaug,blank,int,2,blank,9,9,2019,na
SAMPLE-039,361.16,RFU,mashapaug,1,int,1,phyco_rfu,9,9,2019,75
SAMPLE-040,386.85,RFU,mashapaug,1,int,2,phyco_rfu,9,9,2019,75
SAMPLE-041,420.26,RFU,mashapaug,2,int,1,phyco_rfu,9,9,2019,75
SAMPLE-042,421.66,RFU,mashapaug,2,int,2,phyco_rfu,9,9,2019,75
SAMPLE-043,456.56,RFU,mashapaug,3,int,1,phyco_rfu,9,9,2019,75
SAMPLE-044,478.43,RFU,mashapaug,3,int,2,phyco_rfu,9,9,2019,75
SAMPLE-045,405.68,RFU,mashapaug,4,int,1,phyco_rfu,9,9,2019,75
SAMPLE-046,411.8,RFU,mashapaug,4,int,2,phyco_rfu,9,9,2019,75
SAMPLE-047,415.48,RFU,mashapaug,5,int,1,phyco_rfu,9,9,2019,75
SAMPLE-048,445.53,RFU,mashapaug,5,int,2,phyco_rfu,9,9,2019,75
SAMPLE-050,430.95,RFU,mashapaug,6,int,1,phyco_rfu,9,9,2019,75
SAMPLE-051,420.26,RFU,mashapaug,6,int,2,phyco_rfu,9,9,2019,75
SAMPLE-052,443.6,RFU,mashapaug,p,int,1,phyco_rfu,9,9,2019,75
SAMPLE-053,454.18,RFU,mashapaug,p,int,2,phyco_rfu,9,9,2019,75
SAMPLE-054,447.36,RFU,mashapaug,p,int,3,phyco_rfu,9,9,2019,75
SAMPLE-055,338.59,RFU,mashapaug,blank,int,1,blank,23,9,2019,na
SAMPLE-057,339.86,RFU,mashapaug,blank,int,2,blank,23,9,2019,na
SAMPLE-058,437.83,RFU,mashapaug,1,int,1,phyco_rfu,23,9,2019,75
SAMPLE-059,475.93,RFU,mashapaug,1,int,2,phyco_rfu,23,9,2019,75
SAMPLE-061,497.12,RFU,mashapaug,2,int,1,phyco_rfu,23,9,2019,75
SAMPLE-062,518.32,RFU,mashapaug,2,int,2,phyco_rfu,23,9,2019,75
SAMPLE-063,466.89,RFU,mashapaug,3,int,1,phyco_rfu,23,9,2019,75
SAMPLE-064,503.38,RFU,mashapaug,3,int,2,phyco_rfu,23,9,2019,75
SAMPLE-065,478.63,RFU,mashapaug,4,int,1,phyco_rfu,23,9,2019,75
SAMPLE-066,506.49,RFU,mashapaug,4,int,2,phyco_rfu,23,9,2019,75
SAMPLE-067,461.43,RFU,mashapaug,5,int,1,phyco_rfu,23,9,2019,75
SAMPLE-068,543.54,RFU,mashapaug,5,int,2,phyco_rfu,23,9,2019,75
SAMPLE-070,470.54,RFU,mashapaug,6,int,1,phyco_rfu,23,9,2019,75
SAMPLE-071,547.07,RFU,mashapaug,6,int,2,phyco_rfu,23,9,2019,75
AMPLE-072,491.81,RFU,mashapaug,p,int,1,phyco_rfu,23,9,2019,75
SAMPLE-073,498.96,RFU,mashapaug,p,int,2,phyco_rfu,23,9,2019,75
SAMPLE-074,458.8,RFU,mashapaug,p,int,3,phyco_rfu,23,9,2019,75
SAMPLE-075,5691.09,RFU,na,solid std,na,na,phyco_rfu,12,12,2019,na
