,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5924.93,RFU,na,solid std,na,na,phyco_rfu,16,10,2019,na
SAMPLE-002,344.12,RFU,yawgoo,blank,int,1,blank,12,8,2019,na
SAMPLE-003,348.8,RFU,yawgoo,blank,int,2,blank,12,8,2019,na
SAMPLE-004,358.28,RFU,yawgoo,1,int,1,phyco_rfu,12,8,2019,300
SAMPLE-005,351.42,RFU,yawgoo,1,int,2,phyco_rfu,12,8,2019,300
SAMPLE-006,357.28,RFU,yawgoo,2,int,1,phyco_rfu,12,8,2019,300
SAMPLE-007,355.48,RFU,yawgoo,2,int,2,phyco_rfu,12,8,2019,300
SAMPLE-008,351.03,RFU,yawgoo,3,int,1,phyco_rfu,12,8,2019,300
SAMPLE-009,358.26,RFU,yawgoo,3,int,2,phyco_rfu,12,8,2019,300
SAMPLE-010,366.79,RFU,yawgoo,4,int,1,phyco_rfu,12,8,2019,300
SAMPLE-011,358.62,RFU,yawgoo,4,int,2,phyco_rfu,12,8,2019,300
AMPLE-012,353.82,RFU,yawgoo,5,int,1,phyco_rfu,12,8,2019,300
SAMPLE-013,358.81,RFU,yawgoo,5,int,2,phyco_rfu,12,8,2019,300
SAMPLE-014,348.28,RFU,yawgoo,6,int,1,phyco_rfu,12,8,2019,300
SAMPLE-015,346.97,RFU,yawgoo,6,int,2,phyco_rfu,12,8,2019,300
SAMPLE-016,346.17,RFU,yawgoo,p,int,1,phyco_rfu,12,8,2019,300
SAMPLE-017,349.02,RFU,yawgoo,p,int,2,phyco_rfu,12,8,2019,300
SAMPLE-018,343.2,RFU,yawgoo,p,int,3,phyco_rfu,12,8,2019,300
SAMPLE-019,342.11,RFU,mashapaug,blank,int,1,blank,19,8,2019,na
SAMPLE-020,336.34,RFU,mashapaug,blank,int,2,blank,19,8,2019,na
SAMPLE-021,455.81,RFU,mashapaug,1,int,1,phyco_rfu,19,8,2019,75
SAMPLE-022,443.81,RFU,mashapaug,1,int,2,phyco_rfu,19,8,2019,75
SAMPLE-023,478.72,RFU,mashapaug,2,int,1,phyco_rfu,19,8,2019,75
SAMPLE-024,476.29,RFU,mashapaug,2,int,2,phyco_rfu,19,8,2019,75
SAMPLE-025,465.43,RFU,mashapaug,3,int,1,phyco_rfu,19,8,2019,75
AMPLE-026,424.92,RFU,mashapaug,3,int,2,phyco_rfu,19,8,2019,75
SAMPLE-027,466.32,RFU,mashapaug,4,int,1,phyco_rfu,19,8,2019,75
SAMPLE-028,482.65,RFU,mashapaug,4,int,2,phyco_rfu,19,8,2019,75
SAMPLE-029,434.44,RFU,mashapaug,5,int,1,phyco_rfu,19,8,2019,75
SAMPLE-030,457.94,RFU,mashapaug,5,int,2,phyco_rfu,19,8,2019,75
SAMPLE-031,461.91,RFU,mashapaug,6,int,1,phyco_rfu,19,8,2019,75
SAMPLE-032,442.71,RFU,mashapaug,6,int,2,phyco_rfu,19,8,2019,75
SAMPLE-033,446.15,RFU,mashapaug,p,int,1,phyco_rfu,19,8,2019,75
SAMPLE-034,437.38,RFU,mashapaug,p,int,2,phyco_rfu,19,8,2019,75
SAMPLE-035,467.89,RFU,mashapaug,p,int,3,phyco_rfu,19,8,2019,75
SAMPLE-036,337.26,RFU,warwick,blank,int,1,blank,19,8,2019,na
SAMPLE-037,336.65,RFU,warwick,blank,int,2,blank,19,8,2019,na
SAMPLE-038,341.38,RFU,warwick,1,int,1,phyco_rfu,19,8,2019,100
SAMPLE-039,336.79,RFU,warwick,1,int,2,phyco_rfu,19,8,2019,100
SAMPLE-040,343.03,RFU,warwick,2,int,1,phyco_rfu,19,8,2019,100
SAMPLE-041,352.08,RFU,warwick,2,int,2,phyco_rfu,19,8,2019,100
SAMPLE-042,363.25,RFU,warwick,3,int,1,phyco_rfu,19,8,2019,100
SAMPLE-043,344.23,RFU,warwick,3,int,2,phyco_rfu,19,8,2019,100
SAMPLE-044,344.02,RFU,warwick,4,int,1,phyco_rfu,19,8,2019,100
SAMPLE-045,341.73,RFU,warwick,4,int,2,phyco_rfu,19,8,2019,100
SAMPLE-046,340.15,RFU,warwick,5,int,1,phyco_rfu,19,8,2019,100
SAMPLE-047,338.08,RFU,warwick,5,int,2,phyco_rfu,19,8,2019,100
SAMPLE-048,345.9,RFU,warwick,6,int,1,phyco_rfu,19,8,2019,100
SAMPLE-049,335.5,RFU,warwick,6,int,2,phyco_rfu,19,8,2019,100
SAMPLE-050,334.57,RFU,warwick,p,int,1,phyco_rfu,19,8,2019,100
SAMPLE-051,333.28,RFU,warwick,p,int,2,phyco_rfu,19,8,2019,100
SAMPLE-052,334,RFU,warwick,p,int,3,phyco_rfu,19,8,2019,100
SAMPLE-053,330.25,RFU,yawgoo,blank,int,1,blank,19,8,2019,na
SAMPLE-054,329.31,RFU,yawgoo,blank,int,2,blank,19,8,2019,na
SAMPLE-055,337.12,RFU,yawgoo,1,int,1,phyco_rfu,19,8,2019,300
SAMPLE-056,343.73,RFU,yawgoo,1,int,2,phyco_rfu,19,8,2019,300
SAMPLE-057,335.42,RFU,yawgoo,2,int,1,phyco_rfu,19,8,2019,300
SAMPLE-058,330.89,RFU,yawgoo,2,int,2,phyco_rfu,19,8,2019,300
SAMPLE-059,334.43,RFU,yawgoo,3,int,1,phyco_rfu,19,8,2019,300
SAMPLE-060,331.82,RFU,yawgoo,3,int,2,phyco_rfu,19,8,2019,300
SAMPLE-061,332.25,RFU,yawgoo,4,int,1,phyco_rfu,19,8,2019,300
SAMPLE-062,333.48,RFU,yawgoo,4,int,2,phyco_rfu,19,8,2019,300
SAMPLE-063,332.25,RFU,yawgoo,5,int,1,phyco_rfu,19,8,2019,300
SAMPLE-064,328.82,RFU,yawgoo,5,int,2,phyco_rfu,19,8,2019,300
SAMPLE-065,333.95,RFU,yawgoo,6,int,1,phyco_rfu,19,8,2019,300
SAMPLE-066,341.41,RFU,yawgoo,6,int,2,phyco_rfu,19,8,2019,300
SAMPLE-067,334.75,RFU,yawgoo,p,int,1,phyco_rfu,19,8,2019,300
SAMPLE-068,338.89,RFU,yawgoo,p,int,2,phyco_rfu,19,8,2019,300
SAMPLE-069,336.73,RFU,yawgoo,p,int,3,phyco_rfu,19,8,2019,300
SAMPLE-070,5792.02,RFU,na,solid std,na,na,phyco_rfu,16,10,2019,na
