,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-035,335.73,RFU,warwick,p,int,1,phyco_rfu,30,9,2019,75
SAMPLE-036,329.59,RFU,warwick,p,int,2,phyco_rfu,30,9,2019,75
SAMPLE-037,332.36,RFU,warwick,p,int,3,phyco_rfu,30,9,2019,75
SAMPLE-038,330.88,RFU,mashapaug,blank,int,1,blank,2,10,2019,na
SAMPLE-039,328.6,RFU,mashapaug,blank,int,2,blank,2,10,2019,na
SAMPLE-040,404.74,RFU,mashapaug,1,int,1,phyco_rfu,2,10,2019,75
SAMPLE-041,467.81,RFU,mashapaug,1,int,2,phyco_rfu,2,10,2019,75
SAMPLE-042,431.02,RFU,mashapaug,2,int,1,phyco_rfu,2,10,2019,75
SAMPLE-043,434.23,RFU,mashapaug,2,int,2,phyco_rfu,2,10,2019,75
AMPLE-044,452.72,RFU,mashapaug,3,int,1,phyco_rfu,2,10,2019,75
SAMPLE-045,443.02,RFU,mashapaug,3,int,2,phyco_rfu,2,10,2019,75
SAMPLE-046,401.95,RFU,mashapaug,4,int,1,phyco_rfu,2,10,2019,75
SAMPLE-047,461.41,RFU,mashapaug,4,int,2,phyco_rfu,2,10,2019,75
SAMPLE-049,470.74,RFU,mashapaug,5,int,1,phyco_rfu,2,10,2019,75
SAMPLE-050,436.33,RFU,mashapaug,5,int,2,phyco_rfu,2,10,2019,75
SAMPLE-051,446.79,RFU,mashapaug,6,int,1,phyco_rfu,2,10,2019,75
SAMPLE-052,499.08,RFU,mashapaug,6,int,2,phyco_rfu,2,10,2019,75
SAMPLE-053,435.76,RFU,mashapaug,p,int,1,phyco_rfu,2,10,2019,75
SAMPLE-054,409.24,RFU,mashapaug,p,int,2,phyco_rfu,2,10,2019,75
SAMPLE-055,430.9,RFU,mashapaug,p,int,3,phyco_rfu,2,10,2019,75
SAMPLE-056,347.21,RFU,warwick,blank,int,1,blank,2,10,2019,na
SAMPLE-057,331.08,RFU,warwick,blank,int,2,blank,2,10,2019,na
SAMPLE-058,357.61,RFU,warwick,1,int,1,phyco_rfu,2,10,2019,75
SAMPLE-059,320.93,RFU,warwick,1,int,2,phyco_rfu,2,10,2019,75
SAMPLE-060,330.2,RFU,warwick,2,int,1,phyco_rfu,2,10,2019,75
SAMPLE-061,328.89,RFU,warwick,2,int,2,phyco_rfu,2,10,2019,75
SAMPLE-062,327.6,RFU,warwick,3,int,1,phyco_rfu,2,10,2019,75
SAMPLE-063,323.88,RFU,warwick,3,int,2,phyco_rfu,2,10,2019,75
SAMPLE-064,333.62,RFU,warwick,4,int,1,phyco_rfu,2,10,2019,75
SAMPLE-065,329.15,RFU,warwick,4,int,2,phyco_rfu,2,10,2019,75
SAMPLE-066,326.04,RFU,warwick,5,int,1,phyco_rfu,2,10,2019,75
SAMPLE-067,324.72,RFU,warwick,5,int,2,phyco_rfu,2,10,2019,75
SAMPLE-068,334.45,RFU,warwick,6,int,1,phyco_rfu,2,10,2019,75
SAMPLE-069,332.49,RFU,warwick,6,int,2,phyco_rfu,2,10,2019,75
SAMPLE-070,327.33,RFU,warwick,p,int,1,phyco_rfu,2,10,2019,75
SAMPLE-071,341.35,RFU,warwick,p,int,2,phyco_rfu,2,10,2019,75
SAMPLE-072,331.91,RFU,warwick,p,int,3,phyco_rfu,2,10,2019,75
SAMPLE-073,5563.53,RFU,na,solid std,na,na,phyco_rfu,29,1,2020,na
