,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5825.12,RFU,na,solid std,na,na,phyco_rfu,29,1,2020,na
SAMPLE-002,335.66,RFU,mashapaug,blank,int,1,blank,30,9,2019,na
SAMPLE-003,328.19,RFU,mashapaug,blank,int,2,blank,30,9,2019,na
AMPLE-004,388.82,RFU,mashapaug,1,int,1,phyco_rfu,30,9,2019,75
SAMPLE-005,414.16,RFU,mashapaug,1,int,2,phyco_rfu,30,9,2019,75
SAMPLE-006,416.72,RFU,mashapaug,2,int,1,phyco_rfu,30,9,2019,75
SAMPLE-007,417.3,RFU,mashapaug,2,int,2,phyco_rfu,30,9,2019,75
SAMPLE-008,431.43,RFU,mashapaug,3,int,1,phyco_rfu,30,9,2019,75
SAMPLE-009,432.59,RFU,mashapaug,3,int,2,phyco_rfu,30,9,2019,75
SAMPLE-010,425.04,RFU,mashapaug,4,int,1,phyco_rfu,30,9,2019,75
SAMPLE-011,470.86,RFU,mashapaug,4,int,2,phyco_rfu,30,9,2019,75
SAMPLE-013,404.03,RFU,mashapaug,5,int,1,phyco_rfu,30,9,2019,75
SAMPLE-014,433.22,RFU,mashapaug,5,int,2,phyco_rfu,30,9,2019,75
SAMPLE-015,421.29,RFU,mashapaug,6,int,1,phyco_rfu,30,9,2019,75
SAMPLE-016,415.03,RFU,mashapaug,6,int,2,phyco_rfu,30,9,2019,75
SAMPLE-018,488.79,RFU,mashapaug,p,int,1,phyco_rfu,30,9,2019,75
SAMPLE-019,442.56,RFU,mashapaug,p,int,2,phyco_rfu,30,9,2019,75
SAMPLE-020,493.35,RFU,mashapaug,p,int,3,phyco_rfu,30,9,2019,75
SAMPLE-021,353.77,RFU,warwick,blank,int,1,blank,30,9,2019,na
SAMPLE-022,331.82,RFU,warwick,blank,int,2,blank,30,9,2019,na
SAMPLE-023,344.87,RFU,warwick,1,int,1,phyco_rfu,30,9,2019,75
SAMPLE-024,339.32,RFU,warwick,1,int,2,phyco_rfu,30,9,2019,75
SAMPLE-025,336.49,RFU,warwick,2,int,1,phyco_rfu,30,9,2019,75
SAMPLE-026,337.97,RFU,warwick,2,int,2,phyco_rfu,30,9,2019,75
SAMPLE-027,341.79,RFU,warwick,3,int,1,phyco_rfu,30,9,2019,75
SAMPLE-028,338.27,RFU,warwick,3,int,2,phyco_rfu,30,9,2019,75
SAMPLE-029,339.41,RFU,warwick,4,int,1,phyco_rfu,30,9,2019,75
SAMPLE-030,338.93,RFU,warwick,4,int,2,phyco_rfu,30,9,2019,75
SAMPLE-031,331.87,RFU,warwick,5,int,1,phyco_rfu,30,9,2019,75
SAMPLE-032,331.16,RFU,warwick,5,int,2,phyco_rfu,30,9,2019,75
SAMPLE-033,331.07,RFU,warwick,6,int,1,phyco_rfu,30,9,2019,75
SAMPLE-034,342.67,RFU,warwick,6,int,2,phyco_rfu,30,9,2019,75
