,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5793.43,RFU,na,solid std,na,na,phyco_rfu,16,9,2019,na
SAMPLE-002,319.09,RFU,yawgoo,blank,int,1,blank,8,7,2019,na
SAMPLE-003,329.5,RFU,yawgoo,blank,int,2,blank,8,7,2019,na
SAMPLE-004,326.67,RFU,yawgoo,1,int,1,phyco_rfu,8,7,2019,300
AMPLE-005,317.83,RFU,yawgoo,1,int,2,phyco_rfu,8,7,2019,300
SAMPLE-006,318.39,RFU,yawgoo,2,int,1,phyco_rfu,8,7,2019,300
SAMPLE-007,316.46,RFU,yawgoo,2,int,2,phyco_rfu,8,7,2019,300
SAMPLE-008,314.84,RFU,yawgoo,3,int,1,phyco_rfu,8,7,2019,300
SAMPLE-009,316.58,RFU,yawgoo,3,int,2,phyco_rfu,8,7,2019,300
SAMPLE-010,318.46,RFU,yawgoo,4,int,1,phyco_rfu,8,7,2019,300
SAMPLE-011,317.98,RFU,yawgoo,4,int,2,phyco_rfu,8,7,2019,300
SAMPLE-013,316.11,RFU,yawgoo,5,int,1,phyco_rfu,8,7,2019,300
SAMPLE-014,310.35,RFU,yawgoo,5,int,2,phyco_rfu,8,7,2019,300
SAMPLE-015,312.65,RFU,yawgoo,6,int,1,phyco_rfu,8,7,2019,300
SAMPLE-016,306.43,RFU,yawgoo,6,int,2,phyco_rfu,8,7,2019,300
SAMPLE-017,307.97,RFU,yawgoo,p,int,1,phyco_rfu,8,7,2019,300
SAMPLE-018,305.84,RFU,yawgoo,p,int,2,phyco_rfu,8,7,2019,300
SAMPLE-019,307.97,RFU,yawgoo,p,int,3,phyco_rfu,8,7,2019,300
SAMPLE-020,299.54,RFU,mashapaug,blank,int,1,blank,10,7,2019,na
SAMPLE-021,303.9,RFU,mashapaug,blank,int,2,blank,10,7,2019,na
SAMPLE-022,308.72,RFU,mashapaug,1,int,1,phyco_rfu,10,7,2019,100
SAMPLE-023,308.88,RFU,mashapaug,1,int,2,phyco_rfu,10,7,2019,100
SAMPLE-024,306.56,RFU,mashapaug,2,int,1,phyco_rfu,10,7,2019,100
SAMPLE-025,316.27,RFU,mashapaug,2,int,2,phyco_rfu,10,7,2019,100
SAMPLE-026,318.02,RFU,mashapaug,3,int,1,phyco_rfu,10,7,2019,100
SAMPLE-027,311.68,RFU,mashapaug,3,int,2,phyco_rfu,10,7,2019,100
SAMPLE-028,312.53,RFU,mashapaug,4,int,1,phyco_rfu,10,7,2019,100
SAMPLE-029,310.81,RFU,mashapaug,4,int,2,phyco_rfu,10,7,2019,100
SAMPLE-030,309.58,RFU,mashapaug,5,int,1,phyco_rfu,10,7,2019,100
SAMPLE-031,310.83,RFU,mashapaug,5,int,2,phyco_rfu,10,7,2019,100
SAMPLE-032,312.33,RFU,mashapaug,6,int,1,phyco_rfu,10,7,2019,100
SAMPLE-033,311.1,RFU,mashapaug,6,int,2,phyco_rfu,10,7,2019,100
SAMPLE-034,312.26,RFU,mashapaug,p,int,1,phyco_rfu,10,7,2019,100
SAMPLE-035,313.03,RFU,mashapaug,p,int,2,phyco_rfu,10,7,2019,100
SAMPLE-036,315.27,RFU,mashapaug,p,int,3,phyco_rfu,10,7,2019,100
SAMPLE-037,316.13,RFU,warwick,blank,int,1,blank,10,7,2019,na
SAMPLE-038,300.25,RFU,warwick,blank,int,2,blank,10,7,2019,na
SAMPLE-039,305.63,RFU,warwick,1,int,1,phyco_rfu,10,7,2019,100
SAMPLE-040,318.61,RFU,warwick,1,int,2,phyco_rfu,10,7,2019,100
SAMPLE-041,306.47,RFU,warwick,2,int,1,phyco_rfu,10,7,2019,100
SAMPLE-042,302.3,RFU,warwick,2,int,2,phyco_rfu,10,7,2019,100
SAMPLE-043,297.87,RFU,warwick,3,int,1,phyco_rfu,10,7,2019,100
SAMPLE-044,305.22,RFU,warwick,3,int,2,phyco_rfu,10,7,2019,100
SAMPLE-045,301.74,RFU,warwick,4,int,1,phyco_rfu,10,7,2019,100
SAMPLE-046,301.8,RFU,warwick,4,int,2,phyco_rfu,10,7,2019,100
SAMPLE-047,300.63,RFU,warwick,5,int,1,phyco_rfu,10,7,2019,100
SAMPLE-048,306.38,RFU,warwick,5,int,2,phyco_rfu,10,7,2019,100
SAMPLE-049,305.35,RFU,warwick,6,int,1,phyco_rfu,10,7,2019,100
SAMPLE-050,307.2,RFU,warwick,6,int,2,phyco_rfu,10,7,2019,100
SAMPLE-051,302.48,RFU,warwick,p,int,1,phyco_rfu,10,7,2019,100
SAMPLE-052,303.2,RFU,warwick,p,int,2,phyco_rfu,10,7,2019,100
SAMPLE-053,305.73,RFU,warwick,p,int,3,phyco_rfu,10,7,2019,100
AMPLE-054,306.45,RFU,mashapaug,blank,int,1,blank,15,7,2019,na
SAMPLE-055,300.06,RFU,mashapaug,blank,int,2,blank,15,7,2019,na
SAMPLE-056,315.73,RFU,mashapaug,1,int,1,phyco_rfu,15,7,2019,100
SAMPLE-057,321.37,RFU,mashapaug,1,int,2,phyco_rfu,15,7,2019,100
SAMPLE-058,312.33,RFU,mashapaug,2,int,1,phyco_rfu,15,7,2019,100
SAMPLE-059,310.49,RFU,mashapaug,2,int,2,phyco_rfu,15,7,2019,100
SAMPLE-060,314.61,RFU,mashapaug,3,int,1,phyco_rfu,15,7,2019,100
SAMPLE-061,313.02,RFU,mashapaug,3,int,2,phyco_rfu,15,7,2019,100
SAMPLE-062,323.59,RFU,mashapaug,4,int,1,phyco_rfu,15,7,2019,100
SAMPLE-063,315.71,RFU,mashapaug,4,int,2,phyco_rfu,15,7,2019,100
SAMPLE-064,322.97,RFU,mashapaug,5,int,1,phyco_rfu,15,7,2019,100
SAMPLE-065,323.9,RFU,mashapaug,5,int,2,phyco_rfu,15,7,2019,100
SAMPLE-066,316.72,RFU,mashapaug,6,int,1,phyco_rfu,15,7,2019,100
AMPLE-067,321.11,RFU,mashapaug,6,int,2,phyco_rfu,15,7,2019,100
SAMPLE-068,325.26,RFU,mashapaug,p,int,1,phyco_rfu,15,7,2019,100
SAMPLE-069,324.57,RFU,mashapaug,p,int,2,phyco_rfu,15,7,2019,100
SAMPLE-070,309.68,RFU,mashapaug,p,int,3,phyco_rfu,15,7,2019,100
