,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
AMPLE-001,5994.52,RFU,na,solid std,na,na,phyco_rfu,12,9,2019,na
SAMPLE-002,310.71,RFU,warwick,blank,int,1,blank,27,6,2019,na
SAMPLE-003,316.7,RFU,warwick,blank,int,2,blank,27,6,2019,na
SAMPLE-005,307.59,RFU,warwick,1,int,1,phyco_rfu,27,6,2019,100
SAMPLE-006,313.02,RFU,warwick,1,int,2,phyco_rfu,27,6,2019,100
SAMPLE-007,311.85,RFU,warwick,2,int,1,phyco_rfu,27,6,2019,100
SAMPLE-008,311.26,RFU,warwick,2,int,2,phyco_rfu,27,6,2019,100
SAMPLE-009,307.22,RFU,warwick,3,int,1,phyco_rfu,27,6,2019,100
SAMPLE-010,318.49,RFU,warwick,3,int,2,phyco_rfu,27,6,2019,100
SAMPLE-011,318.73,RFU,warwick,4,int,1,phyco_rfu,27,6,2019,100
SAMPLE-012,314.1,RFU,warwick,4,int,2,phyco_rfu,27,6,2019,100
SAMPLE-013,310.77,RFU,warwick,5,int,1,phyco_rfu,27,6,2019,100
SAMPLE-014,307.67,RFU,warwick,5,int,2,phyco_rfu,27,6,2019,100
SAMPLE-015,307.23,RFU,warwick,6,int,1,phyco_rfu,27,6,2019,100
SAMPLE-016,314.73,RFU,warwick,6,int,2,phyco_rfu,27,6,2019,100
SAMPLE-017,310.86,RFU,warwick,p,int,1,phyco_rfu,27,6,2019,100
SAMPLE-018,311.19,RFU,warwick,p,int,2,phyco_rfu,27,6,2019,100
SAMPLE-019,307.98,RFU,warwick,p,int,3,phyco_rfu,27,6,2019,100
SAMPLE-020,317.51,RFU,mashapaug,blank,int,1,blank,1,7,2019,na
SAMPLE-021,318.31,RFU,mashapaug,blank,int,2,blank,1,7,2019,na
SAMPLE-023,325.3,RFU,mashapaug,1,int,1,phyco_rfu,1,7,2019,100
SAMPLE-024,320.43,RFU,mashapaug,1,int,2,phyco_rfu,1,7,2019,100
SAMPLE-025,324.55,RFU,mashapaug,2,int,1,phyco_rfu,1,7,2019,100
SAMPLE-026,318.35,RFU,mashapaug,2,int,2,phyco_rfu,1,7,2019,100
SAMPLE-028,322.68,RFU,mashapaug,3,int,1,phyco_rfu,1,7,2019,100
SAMPLE-029,319,RFU,mashapaug,3,int,2,phyco_rfu,1,7,2019,100
