,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5621.39,RFU,na,solid std,na,na,phyco_rfu,23,12,2019,na
SAMPLE-002,347.79,RFU,warwick,blank,int,1,blank,23,9,2019,na
SAMPLE-003,345.22,RFU,warwick,blank,int,2,blank,23,9,2019,na
SAMPLE-004,349.55,RFU,warwick,1,int,1,phyco_rfu,23,9,2019,50
SAMPLE-005,354.01,RFU,warwick,1,int,2,phyco_rfu,23,9,2019,50
SAMPLE-006,350.49,RFU,warwick,2,int,1,phyco_rfu,23,9,2019,50
SAMPLE-007,367.89,RFU,warwick,2,int,2,phyco_rfu,23,9,2019,50
SAMPLE-008,362.06,RFU,warwick,3,int,1,phyco_rfu,23,9,2019,50
AMPLE-009,347.74,RFU,warwick,3,int,2,phyco_rfu,23,9,2019,50
SAMPLE-010,361.6,RFU,warwick,4,int,1,phyco_rfu,23,9,2019,50
SAMPLE-011,346.77,RFU,warwick,4,int,2,phyco_rfu,23,9,2019,50
SAMPLE-012,350.03,RFU,warwick,5,int,1,phyco_rfu,23,9,2019,50
AMPLE-013,342.84,RFU,warwick,5,int,2,phyco_rfu,23,9,2019,50
AMPLE-014,351.2,RFU,warwick,6,int,1,phyco_rfu,23,9,2019,50
SAMPLE-015,338.69,RFU,warwick,6,int,2,phyco_rfu,23,9,2019,50
SAMPLE-016,337.05,RFU,warwick,p,int,1,phyco_rfu,23,9,2019,50
SAMPLE-017,337.26,RFU,warwick,p,int,2,phyco_rfu,23,9,2019,50
SAMPLE-018,339.58,RFU,warwick,p,int,3,phyco_rfu,23,9,2019,50
SAMPLE-019,334.14,RFU,mashapaug,blank,int,1,blank,25,9,2019,na
SAMPLE-020,340.36,RFU,mashapaug,blank,int,2,blank,25,9,2019,na
SAMPLE-021,440.38,RFU,mashapaug,1,int,1,phyco_rfu,25,9,2019,100
SAMPLE-022,467.63,RFU,mashapaug,1,int,2,phyco_rfu,25,9,2019,100
SAMPLE-023,430.12,RFU,mashapaug,2,int,1,phyco_rfu,25,9,2019,100
SAMPLE-024,452.92,RFU,mashapaug,2,int,2,phyco_rfu,25,9,2019,100
SAMPLE-026,466.66,RFU,mashapaug,3,int,1,phyco_rfu,25,9,2019,100
SAMPLE-027,469.81,RFU,mashapaug,3,int,2,phyco_rfu,25,9,2019,100
SAMPLE-028,457.87,RFU,mashapaug,4,int,1,phyco_rfu,25,9,2019,100
SAMPLE-029,455.67,RFU,mashapaug,4,int,2,phyco_rfu,25,9,2019,100
SAMPLE-030,436.86,RFU,mashapaug,5,int,1,phyco_rfu,25,9,2019,100
SAMPLE-031,452.13,RFU,mashapaug,5,int,2,phyco_rfu,25,9,2019,100
SAMPLE-032,461.45,RFU,mashapaug,6,int,1,phyco_rfu,25,9,2019,100
SAMPLE-033,479.34,RFU,mashapaug,6,int,2,phyco_rfu,25,9,2019,100
AMPLE-034,472.95,RFU,mashapaug,p,int,1,phyco_rfu,25,9,2019,100
SAMPLE-035,473.97,RFU,mashapaug,p,int,2,phyco_rfu,25,9,2019,100
SAMPLE-036,512.53,RFU,mashapaug,p,int,3,phyco_rfu,25,9,2019,100
AMPLE-038,338.03,RFU,warwick,blank,int,1,blank,25,9,2019,na
SAMPLE-040,335.32,RFU,warwick,blank,int,2,blank,25,9,2019,na
SAMPLE-041,336.36,RFU,warwick,1,int,1,phyco_rfu,25,9,2019,100
SAMPLE-042,335.93,RFU,warwick,1,int,2,phyco_rfu,25,9,2019,100
SAMPLE-043,337.53,RFU,warwick,2,int,1,phyco_rfu,25,9,2019,100
SAMPLE-044,337.49,RFU,warwick,2,int,2,phyco_rfu,25,9,2019,100
SAMPLE-045,340.05,RFU,warwick,3,int,1,phyco_rfu,25,9,2019,100
SAMPLE-046,343.43,RFU,warwick,3,int,2,phyco_rfu,25,9,2019,100
SAMPLE-047,337.91,RFU,warwick,4,int,1,phyco_rfu,25,9,2019,100
SAMPLE-048,341.96,RFU,warwick,4,int,2,phyco_rfu,25,9,2019,100
SAMPLE-049,345.01,RFU,warwick,5,int,1,phyco_rfu,25,9,2019,100
SAMPLE-050,350.27,RFU,warwick,5,int,2,phyco_rfu,25,9,2019,100
SAMPLE-051,342.11,RFU,warwick,6,int,1,phyco_rfu,25,9,2019,100
SAMPLE-052,348.09,RFU,warwick,6,int,2,phyco_rfu,25,9,2019,100
AMPLE-053,347.68,RFU,warwick,p,int,1,phyco_rfu,25,9,2019,100
AMPLE-054,343.33,RFU,warwick,p,int,2,phyco_rfu,25,9,2019,100
SAMPLE-055,350.64,RFU,warwick,p,int,3,phyco_rfu,25,9,2019,100
SAMPLE-056,5426.08,RFU,na,solid std,na,na,phyco_rfu,23,12,2019,na
