,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5835.41,RFU,na,solid std,na,na,phyco_rfu,20,11,2019,na
SAMPLE-002,346.75,RFU,mashapaug,blank,int,1,blank,26,8,2019,na
SAMPLE-003,351.32,RFU,mashapaug,blank,int,2,blank,26,8,2019,na
SAMPLE-004,453.64,RFU,mashapaug,1,int,1,phyco_rfu,26,8,2019,75
SAMPLE-005,451.92,RFU,mashapaug,1,int,2,phyco_rfu,26,8,2019,75
SAMPLE-006,460.35,RFU,mashapaug,2,int,1,phyco_rfu,26,8,2019,75
SAMPLE-007,444.59,RFU,mashapaug,2,int,2,phyco_rfu,26,8,2019,75
SAMPLE-008,450.75,RFU,mashapaug,3,int,1,phyco_rfu,26,8,2019,75
SAMPLE-009,437.03,RFU,mashapaug,3,int,2,phyco_rfu,26,8,2019,75
SAMPLE-010,453.89,RFU,mashapaug,4,int,1,phyco_rfu,26,8,2019,75
SAMPLE-011,485.17,RFU,mashapaug,4,int,2,phyco_rfu,26,8,2019,75
SAMPLE-012,447.11,RFU,mashapaug,5,int,1,phyco_rfu,26,8,2019,75
SAMPLE-013,446.03,RFU,mashapaug,5,int,2,phyco_rfu,26,8,2019,75
SAMPLE-014,435.2,RFU,mashapaug,6,int,1,phyco_rfu,26,8,2019,75
SAMPLE-015,438.22,RFU,mashapaug,6,int,2,phyco_rfu,26,8,2019,75
SAMPLE-016,428.42,RFU,mashapaug,p,int,1,phyco_rfu,26,8,2019,75
SAMPLE-017,452.89,RFU,mashapaug,p,int,2,phyco_rfu,26,8,2019,75
SAMPLE-018,448.07,RFU,mashapaug,p,int,3,phyco_rfu,26,8,2019,75
SAMPLE-019,357.05,RFU,warwick,blank,int,1,blank,26,8,2019,na
SAMPLE-020,346.73,RFU,warwick,blank,int,2,blank,26,8,2019,na
SAMPLE-021,362.93,RFU,warwick,1,int,1,phyco_rfu,26,8,2019,75
SAMPLE-022,352,RFU,warwick,1,int,2,phyco_rfu,26,8,2019,75
SAMPLE-023,350.96,RFU,warwick,2,int,1,phyco_rfu,26,8,2019,75
SAMPLE-024,355.69,RFU,warwick,2,int,2,phyco_rfu,26,8,2019,75
SAMPLE-025,374.4,RFU,warwick,3,int,1,phyco_rfu,26,8,2019,75
SAMPLE-026,366.39,RFU,warwick,3,int,2,phyco_rfu,26,8,2019,75
SAMPLE-027,392.77,RFU,warwick,4,int,1,phyco_rfu,26,8,2019,75
SAMPLE-028,359.92,RFU,warwick,4,int,2,phyco_rfu,26,8,2019,75
SAMPLE-029,365.97,RFU,warwick,5,int,1,phyco_rfu,26,8,2019,75
SAMPLE-030,355.18,RFU,warwick,5,int,2,phyco_rfu,26,8,2019,75
SAMPLE-031,364.96,RFU,warwick,6,int,1,phyco_rfu,26,8,2019,75
SAMPLE-032,376,RFU,warwick,6,int,2,phyco_rfu,26,8,2019,75
SAMPLE-033,371.26,RFU,warwick,p,int,1,phyco_rfu,26,8,2019,75
SAMPLE-034,364.13,RFU,warwick,p,int,2,phyco_rfu,26,8,2019,75
SAMPLE-035,369.5,RFU,warwick,p,int,3,phyco_rfu,26,8,2019,75
SAMPLE-036,345.41,RFU,yawgoo,blank,int,1,blank,26,8,2019,na
SAMPLE-038,351.31,RFU,yawgoo,blank,int,2,blank,26,8,2019,na
SAMPLE-039,364.76,RFU,yawgoo,1,int,1,phyco_rfu,26,8,2019,300
SAMPLE-040,356,RFU,yawgoo,1,int,2,phyco_rfu,26,8,2019,300
SAMPLE-041,350.88,RFU,yawgoo,2,int,1,phyco_rfu,26,8,2019,300
SAMPLE-042,359.53,RFU,yawgoo,2,int,2,phyco_rfu,26,8,2019,300
SAMPLE-043,359.07,RFU,yawgoo,3,int,1,phyco_rfu,26,8,2019,300
SAMPLE-044,368.02,RFU,yawgoo,3,int,2,phyco_rfu,26,8,2019,300
SAMPLE-045,390.03,RFU,yawgoo,4,int,1,phyco_rfu,26,8,2019,300
SAMPLE-046,394.68,RFU,yawgoo,4,int,2,phyco_rfu,26,8,2019,300
SAMPLE-047,363.47,RFU,yawgoo,5,int,1,phyco_rfu,26,8,2019,300
SAMPLE-048,398.9,RFU,yawgoo,5,int,2,phyco_rfu,26,8,2019,300
SAMPLE-049,394.9,RFU,yawgoo,6,int,1,phyco_rfu,26,8,2019,300
SAMPLE-050,353.7,RFU,yawgoo,6,int,2,phyco_rfu,26,8,2019,300
SAMPLE-051,348.88,RFU,yawgoo,p,int,1,phyco_rfu,26,8,2019,300
SAMPLE-052,360.52,RFU,yawgoo,p,int,2,phyco_rfu,26,8,2019,300
SAMPLE-053,370.99,RFU,yawgoo,p,int,3,phyco_rfu,26,8,2019,300
SAMPLE-054,353.43,RFU,mashapaug,blank,int,1,blank,28,8,2019,na
SAMPLE-055,338.77,RFU,mashapaug,blank,int,2,blank,28,8,2019,na
SAMPLE-057,432.73,RFU,mashapaug,1,int,1,phyco_rfu,28,8,2019,75
SAMPLE-058,490.44,RFU,mashapaug,1,int,2,phyco_rfu,28,8,2019,75
SAMPLE-059,497,RFU,mashapaug,2,int,1,phyco_rfu,28,8,2019,75
SAMPLE-060,479.49,RFU,mashapaug,2,int,2,phyco_rfu,28,8,2019,75
SAMPLE-061,504.62,RFU,mashapaug,3,int,1,phyco_rfu,28,8,2019,75
SAMPLE-062,486.88,RFU,mashapaug,3,int,2,phyco_rfu,28,8,2019,75
SAMPLE-063,504.67,RFU,mashapaug,4,int,1,phyco_rfu,28,8,2019,75
AMPLE-064,493.45,RFU,mashapaug,4,int,2,phyco_rfu,28,8,2019,75
