,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-056,372.43,RFU,warwick,p,int,3,phyco_rfu,24,7,2019,100
SAMPLE-057,350.71,RFU,yawgoo,blank,int,1,blank,29,7,2019,na
SAMPLE-058,353.99,RFU,yawgoo,blank,int,2,blank,29,7,2019,na
SAMPLE-059,367.04,RFU,yawgoo,1,int,1,phyco_rfu,29,7,2019,300
SAMPLE-060,359.14,RFU,yawgoo,1,int,2,phyco_rfu,29,7,2019,300
SAMPLE-062,363.08,RFU,yawgoo,2,int,1,phyco_rfu,29,7,2019,300
SAMPLE-063,355.65,RFU,yawgoo,2,int,2,phyco_rfu,29,7,2019,300
SAMPLE-064,358.42,RFU,yawgoo,3,int,1,phyco_rfu,29,7,2019,300
SAMPLE-065,357.03,RFU,yawgoo,3,int,2,phyco_rfu,29,7,2019,300
SAMPLE-066,359.69,RFU,yawgoo,4,int,1,phyco_rfu,29,7,2019,300
SAMPLE-067,366.8,RFU,yawgoo,4,int,2,phyco_rfu,29,7,2019,300
SAMPLE-069,360.19,RFU,yawgoo,5,int,1,phyco_rfu,29,7,2019,300
SAMPLE-070,355.66,RFU,yawgoo,5,int,2,phyco_rfu,29,7,2019,300
SAMPLE-071,348.36,RFU,yawgoo,6,int,1,phyco_rfu,29,7,2019,300
SAMPLE-072,353.43,RFU,yawgoo,6,int,2,phyco_rfu,29,7,2019,300
SAMPLE-073,364.62,RFU,yawgoo,p,int,1,phyco_rfu,29,7,2019,300
SAMPLE-074,363.85,RFU,yawgoo,p,int,2,phyco_rfu,29,7,2019,300
SAMPLE-075,350.96,RFU,yawgoo,p,int,3,phyco_rfu,29,7,2019,300
SAMPLE-080,5739.69,RFU,na,solid std,na,na,phyco_rfu,19,9,2019,na
