,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,5933.08,RFU,na,solid std,na,na,phyco_rfu,19,9,2019,na
SAMPLE-002,343.94,RFU,yawgoo,blank,int,1,blank,22,7,2019,na
SAMPLE-003,343.73,RFU,yawgoo,blank,int,2,blank,22,7,2019,na
SAMPLE-004,349.38,RFU,yawgoo,1,int,1,phyco_rfu,22,7,2019,300
SAMPLE-005,343.43,RFU,yawgoo,1,int,2,phyco_rfu,22,7,2019,300
SAMPLE-006,348.97,RFU,yawgoo,2,int,1,phyco_rfu,22,7,2019,300
SAMPLE-007,346.9,RFU,yawgoo,2,int,2,phyco_rfu,22,7,2019,300
SAMPLE-008,348.45,RFU,yawgoo,3,int,1,phyco_rfu,22,7,2019,300
SAMPLE-009,349.8,RFU,yawgoo,3,int,2,phyco_rfu,22,7,2019,300
SAMPLE-010,341.12,RFU,yawgoo,4,int,1,phyco_rfu,22,7,2019,300
SAMPLE-011,339.87,RFU,yawgoo,4,int,2,phyco_rfu,22,7,2019,300
SAMPLE-012,345.69,RFU,yawgoo,5,int,1,phyco_rfu,22,7,2019,300
SAMPLE-013,349.79,RFU,yawgoo,5,int,2,phyco_rfu,22,7,2019,300
SAMPLE-014,370.67,RFU,yawgoo,6,int,1,phyco_rfu,22,7,2019,300
SAMPLE-016,354.43,RFU,yawgoo,6,int,2,phyco_rfu,22,7,2019,300
SAMPLE-017,349.02,RFU,yawgoo,p,int,1,phyco_rfu,22,7,2019,300
SAMPLE-018,349.66,RFU,yawgoo,p,int,2,phyco_rfu,22,7,2019,300
SAMPLE-019,348.27,RFU,yawgoo,p,int,3,phyco_rfu,22,7,2019,300
SAMPLE-020,339.03,RFU,mashapaug,blank,int,1,blank,24,7,2019,na
SAMPLE-021,337.08,RFU,mashapaug,blank,int,2,blank,24,7,2019,na
SAMPLE-022,415.14,RFU,mashapaug,1,int,1,phyco_rfu,24,7,2019,100
SAMPLE-023,432.3,RFU,mashapaug,1,int,2,phyco_rfu,24,7,2019,100
SAMPLE-024,416.09,RFU,mashapaug,2,int,1,phyco_rfu,24,7,2019,100
SAMPLE-025,429.6,RFU,mashapaug,2,int,2,phyco_rfu,24,7,2019,100
SAMPLE-026,425.99,RFU,mashapaug,3,int,1,phyco_rfu,24,7,2019,100
SAMPLE-027,449.37,RFU,mashapaug,3,int,2,phyco_rfu,24,7,2019,100
SAMPLE-028,496.03,RFU,mashapaug,4,int,1,phyco_rfu,24,7,2019,100
SAMPLE-029,446.29,RFU,mashapaug,4,int,2,phyco_rfu,24,7,2019,100
SAMPLE-030,455.14,RFU,mashapaug,5,int,1,phyco_rfu,24,7,2019,100
SAMPLE-031,453.93,RFU,mashapaug,5,int,2,phyco_rfu,24,7,2019,100
SAMPLE-032,436.85,RFU,mashapaug,6,int,1,phyco_rfu,24,7,2019,100
SAMPLE-033,440.55,RFU,mashapaug,6,int,2,phyco_rfu,24,7,2019,100
SAMPLE-034,432.43,RFU,mashapaug,p,int,1,phyco_rfu,24,7,2019,100
SAMPLE-035,459.14,RFU,mashapaug,p,int,2,phyco_rfu,24,7,2019,100
SAMPLE-037,447.39,RFU,mashapaug,p,int,3,phyco_rfu,24,7,2019,100
SAMPLE-038,348.8,RFU,warwick,blank,int,1,blank,24,7,2019,na
SAMPLE-040,347.41,RFU,warwick,blank,int,2,blank,24,7,2019,na
SAMPLE-041,356.81,RFU,warwick,1,int,1,phyco_rfu,24,7,2019,100
SAMPLE-042,353.92,RFU,warwick,1,int,2,phyco_rfu,24,7,2019,100
SAMPLE-043,362.32,RFU,warwick,2,int,1,phyco_rfu,24,7,2019,100
SAMPLE-044,370.52,RFU,warwick,2,int,2,phyco_rfu,24,7,2019,100
SAMPLE-045,355.13,RFU,warwick,3,int,1,phyco_rfu,24,7,2019,100
SAMPLE-046,354.08,RFU,warwick,3,int,2,phyco_rfu,24,7,2019,100
SAMPLE-047,362.56,RFU,warwick,4,int,1,phyco_rfu,24,7,2019,100
SAMPLE-048,368.36,RFU,warwick,4,int,2,phyco_rfu,24,7,2019,100
SAMPLE-049,354.16,RFU,warwick,5,int,1,phyco_rfu,24,7,2019,100
SAMPLE-050,381.38,RFU,warwick,5,int,2,phyco_rfu,24,7,2019,100
SAMPLE-052,385.19,RFU,warwick,6,int,1,phyco_rfu,24,7,2019,100
SAMPLE-053,390.63,RFU,warwick,6,int,2,phyco_rfu,24,7,2019,100
SAMPLE-054,386.54,RFU,warwick,p,int,1,phyco_rfu,24,7,2019,100
SAMPLE-055,376.77,RFU,warwick,p,int,2,phyco_rfu,24,7,2019,100
