,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-028,1727.03,RFU,warwick,4,int,2,chla_rfu,11,9,2019,50
SAMPLE-029,1749.58,RFU,warwick,5,int,1,chla_rfu,11,9,2019,50
SAMPLE-030,1738.79,RFU,warwick,5,int,2,chla_rfu,11,9,2019,50
SAMPLE-031,1827.45,RFU,warwick,6,int,1,chla_rfu,11,9,2019,50
SAMPLE-032,1984.24,RFU,warwick,6,int,2,chla_rfu,11,9,2019,50
SAMPLE-033,1930.93,RFU,warwick,p,int,1,chla_rfu,11,9,2019,50
SAMPLE-034,2051.36,RFU,warwick,p,int,2,chla_rfu,11,9,2019,50
SAMPLE-035,1749.24,RFU,warwick,p,int,3,chla_rfu,11,9,2019,50
SAMPLE-036,0.66,RFU,mashapaug,blank,int,1,blank,16,9,2019,na
SAMPLE-037,0.71,RFU,mashapaug,blank,int,2,blank,16,9,2019,na
SAMPLE-038,2162.32,RFU,mashapaug,1,int,1,chla_rfu,16,9,2019,75
SAMPLE-039,2239.82,RFU,mashapaug,1,int,2,chla_rfu,16,9,2019,75
SAMPLE-040,2126.6,RFU,mashapaug,2,int,1,chla_rfu,16,9,2019,75
SAMPLE-041,2150.24,RFU,mashapaug,2,int,2,chla_rfu,16,9,2019,75
SAMPLE-042,2226.79,RFU,mashapaug,3,int,1,chla_rfu,16,9,2019,75
SAMPLE-043,2184.22,RFU,mashapaug,3,int,2,chla_rfu,16,9,2019,75
SAMPLE-044,2209.03,RFU,mashapaug,4,int,1,chla_rfu,16,9,2019,75
SAMPLE-045,2100.56,RFU,mashapaug,4,int,2,chla_rfu,16,9,2019,75
SAMPLE-046,1116.93,RFU,mashapaug,5,int,1,chla_rfu,16,9,2019,75
SAMPLE-047,2130.46,RFU,mashapaug,5,int,2,chla_rfu,16,9,2019,75
SAMPLE-048,1848.37,RFU,mashapaug,6,int,1,chla_rfu,16,9,2019,75
SAMPLE-049,1897.63,RFU,mashapaug,6,int,2,chla_rfu,16,9,2019,75
SAMPLE-050,2129.92,RFU,mashapaug,p,int,1,chla_rfu,16,9,2019,75
SAMPLE-051,2104.91,RFU,mashapaug,p,int,2,chla_rfu,16,9,2019,75
SAMPLE-052,2086.83,RFU,mashapaug,p,int,3,chla_rfu,16,9,2019,75
SAMPLE-053,0.7,RFU,warwick,blank,int,1,blank,16,9,2019,na
SAMPLE-054,1.03,RFU,warwick,blank,int,2,blank,16,9,2019,na
SAMPLE-055,1606.78,RFU,warwick,1,int,1,chla_rfu,16,9,2019,50
SAMPLE-056,1711.1,RFU,warwick,1,int,2,chla_rfu,16,9,2019,50
SAMPLE-057,1240.29,RFU,warwick,2,int,1,chla_rfu,16,9,2019,50
SAMPLE-058,1200.18,RFU,warwick,2,int,2,chla_rfu,16,9,2019,50
SAMPLE-059,1290.24,RFU,warwick,3,int,1,chla_rfu,16,9,2019,50
SAMPLE-060,1201.61,RFU,warwick,3,int,2,chla_rfu,16,9,2019,50
SAMPLE-061,1672.76,RFU,warwick,4,int,1,chla_rfu,16,9,2019,50
SAMPLE-062,1686.11,RFU,warwick,4,int,2,chla_rfu,16,9,2019,50
SAMPLE-063,2906.33,RFU,warwick,5,int,1,chla_rfu,16,9,2019,50
SAMPLE-064,3402.21,RFU,warwick,5,int,2,chla_rfu,16,9,2019,50
SAMPLE-065,2588.65,RFU,warwick,6,int,1,chla_rfu,16,9,2019,50
SAMPLE-066,2400,RFU,warwick,6,int,2,chla_rfu,16,9,2019,50
SAMPLE-067,1720.47,RFU,warwick,p,int,1,chla_rfu,16,9,2019,50
SAMPLE-068,1730.77,RFU,warwick,p,int,2,chla_rfu,16,9,2019,50
SAMPLE-069,1628.05,RFU,warwick,p,int,3,chla_rfu,16,9,2019,50
SAMPLE-070,233.99,RFU,na,solid std,na,na,chla_rfu,31,10,2019,na
