,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-054,0.63,RFU,mashapaug,blank,int,1,blank,23,10,2019,na
SAMPLE-055,1.59,RFU,mashapaug,blank,int,2,blank,23,10,2019,na
SAMPLE-056,1977.73,RFU,mashapaug,1,int,1,chla_rfu,23,10,2019,75
SAMPLE-057,1841.42,RFU,mashapaug,1,int,2,chla_rfu,23,10,2019,75
SAMPLE-058,2004.16,RFU,mashapaug,2,int,1,chla_rfu,23,10,2019,75
SAMPLE-059,2125.35,RFU,mashapaug,2,int,2,chla_rfu,23,10,2019,75
SAMPLE-060,2241.93,RFU,mashapaug,3,int,1,chla_rfu,23,10,2019,75
SAMPLE-061,2287.79,RFU,mashapaug,3,int,2,chla_rfu,23,10,2019,75
SAMPLE-062,2096.45,RFU,mashapaug,4,int,1,chla_rfu,23,10,2019,75
SAMPLE-063,2015.74,RFU,mashapaug,4,int,2,chla_rfu,23,10,2019,75
SAMPLE-064,1837.48,RFU,mashapaug,5,int,1,chla_rfu,23,10,2019,75
SAMPLE-065,1820.78,RFU,mashapaug,5,int,2,chla_rfu,23,10,2019,75
SAMPLE-066,1855.2,RFU,mashapaug,6,int,1,chla_rfu,23,10,2019,75
SAMPLE-067,1860.6,RFU,mashapaug,6,int,2,chla_rfu,23,10,2019,75
SAMPLE-068,2000.58,RFU,mashapaug,p,int,1,chla_rfu,23,10,2019,75
SAMPLE-069,1996.35,RFU,mashapaug,p,int,2,chla_rfu,23,10,2019,75
SAMPLE-070,1932.19,RFU,mashapaug,p,int,3,chla_rfu,23,10,2019,75
SAMPLE-071,225.86,RFU,na,solid std,na,na,chla_rfu,5,12,2019,na
