,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-001,229.11,RFU,na,solid std,na,na,chla_rfu,10,12,2019,na
AMPLE-002,0.92,RFU,mashapaug,blank,int,1,blank,6,11,2019,75
SAMPLE-003,0.84,RFU,mashapaug,blank,int,2,blank,6,11,2019,75
SAMPLE-004,1519.29,RFU,mashapaug,1,int,1,chla_rfu,6,11,2019,75
SAMPLE-005,1355.28,RFU,mashapaug,1,int,2,chla_rfu,6,11,2019,75
SAMPLE-006,1671.1,RFU,mashapaug,2,int,1,chla_rfu,6,11,2019,75
SAMPLE-007,1366.86,RFU,mashapaug,2,int,2,chla_rfu,6,11,2019,75
SAMPLE-008,1852.65,RFU,mashapaug,3,int,1,chla_rfu,6,11,2019,75
SAMPLE-009,1677.03,RFU,mashapaug,3,int,2,chla_rfu,6,11,2019,75
SAMPLE-010,1451.15,RFU,mashapaug,4,int,1,chla_rfu,6,11,2019,75
SAMPLE-011,1223.15,RFU,mashapaug,4,int,2,chla_rfu,6,11,2019,75
SAMPLE-012,1693.92,RFU,mashapaug,5,int,1,chla_rfu,6,11,2019,75
SAMPLE-013,1679.98,RFU,mashapaug,5,int,2,chla_rfu,6,11,2019,75
SAMPLE-014,1555.49,RFU,mashapaug,6,int,1,chla_rfu,6,11,2019,75
SAMPLE-015,1435.02,RFU,mashapaug,6,int,2,chla_rfu,6,11,2019,75
SAMPLE-016,1302,RFU,mashapaug,p,int,1,chla_rfu,6,11,2019,75
SAMPLE-017,1753.35,RFU,mashapaug,p,int,2,chla_rfu,6,11,2019,75
SAMPLE-018,1393.04,RFU,mashapaug,p,int,3,chla_rfu,6,11,2019,75
SAMPLE-019,0.88,RFU,warwick,blank,int,1,blank,6,11,2019,75
SAMPLE-020,1.71,RFU,warwick,blank,int,2,blank,6,11,2019,75
SAMPLE-021,1290.57,RFU,warwick,1,int,1,chla_rfu,6,11,2019,75
SAMPLE-022,1246.28,RFU,warwick,1,int,2,chla_rfu,6,11,2019,75
SAMPLE-023,968.45,RFU,warwick,2,int,1,chla_rfu,6,11,2019,75
SAMPLE-024,1203.45,RFU,warwick,2,int,2,chla_rfu,6,11,2019,75
SAMPLE-025,871.93,RFU,warwick,3,int,1,chla_rfu,6,11,2019,75
SAMPLE-026,1246.89,RFU,warwick,3,int,2,chla_rfu,6,11,2019,75
SAMPLE-027,1328.18,RFU,warwick,4,int,1,chla_rfu,6,11,2019,75
SAMPLE-028,1392.98,RFU,warwick,4,int,2,chla_rfu,6,11,2019,75
SAMPLE-029,613.74,RFU,warwick,5,int,1,chla_rfu,6,11,2019,75
SAMPLE-030,615.36,RFU,warwick,5,int,2,chla_rfu,6,11,2019,75
SAMPLE-031,806.85,RFU,warwick,6,int,1,chla_rfu,6,11,2019,75
SAMPLE-032,682.64,RFU,warwick,6,int,2,chla_rfu,6,11,2019,75
SAMPLE-033,1117.27,RFU,warwick,p,int,1,chla_rfu,6,11,2019,75
SAMPLE-034,1236.59,RFU,warwick,p,int,2,chla_rfu,6,11,2019,75
SAMPLE-035,1038.37,RFU,warwick,p,int,3,chla_rfu,6,11,2019,75
SAMPLE-036,0.57,RFU,mashapaug,blank,int,1,blank,20,11,2019,75
SAMPLE-037,0.53,RFU,mashapaug,blank,int,2,blank,20,11,2019,75
SAMPLE-038,1083.91,RFU,mashapaug,1,int,1,chla_rfu,20,11,2019,75
SAMPLE-039,1004.83,RFU,mashapaug,1,int,2,chla_rfu,20,11,2019,75
SAMPLE-040,1118.37,RFU,mashapaug,2,int,1,chla_rfu,20,11,2019,75
SAMPLE-041,1177.6,RFU,mashapaug,2,int,2,chla_rfu,20,11,2019,75
SAMPLE-042,947.71,RFU,mashapaug,3,int,1,chla_rfu,20,11,2019,75
SAMPLE-043,1126.1,RFU,mashapaug,3,int,2,chla_rfu,20,11,2019,75
SAMPLE-044,1154.43,RFU,mashapaug,4,int,1,chla_rfu,20,11,2019,75
SAMPLE-045,1149.3,RFU,mashapaug,4,int,2,chla_rfu,20,11,2019,75
SAMPLE-046,1151.92,RFU,mashapaug,5,int,1,chla_rfu,20,11,2019,75
SAMPLE-047,1078.83,RFU,mashapaug,5,int,2,chla_rfu,20,11,2019,75
SAMPLE-048,933.47,RFU,mashapaug,6,int,1,chla_rfu,20,11,2019,75
SAMPLE-049,991.98,RFU,mashapaug,6,int,2,chla_rfu,20,11,2019,75
SAMPLE-050,1175.01,RFU,mashapaug,p,int,1,chla_rfu,20,11,2019,75
SAMPLE-051,1092.11,RFU,mashapaug,p,int,2,chla_rfu,20,11,2019,75
SAMPLE-052,1191.87,RFU,mashapaug,p,int,3,chla_rfu,20,11,2019,75
SAMPLE-053,228.48,RFU,na,solid std,na,na,chla_rfu,19,11,2019,na
