,value,units,waterbody,site,depth,reps,variable,day,month,year,filter_vol
SAMPLE-050,481,RFU,yawgoo,6,int,2,chla_rfu,29,7,2019,300
AMPLE-051,388.64,RFU,yawgoo,p,int,1,chla_rfu,29,7,2019,300
SAMPLE-052,401.08,RFU,yawgoo,p,int,2,chla_rfu,29,7,2019,300
SAMPLE-053,337.82,RFU,yawgoo,p,int,3,chla_rfu,29,7,2019,300
SAMPLE-054,0.35,RFU,mashapaug,blank,int,1,blank,1,8,2019,100
SAMPLE-055,0.3,RFU,mashapaug,blank,int,2,blank,1,8,2019,100
SAMPLE-056,1388.98,RFU,mashapaug,1,int,1,chla_rfu,1,8,2019,100
SAMPLE-057,1486.3,RFU,mashapaug,1,int,2,chla_rfu,1,8,2019,100
SAMPLE-058,1063.56,RFU,mashapaug,2,int,1,chla_rfu,1,8,2019,100
SAMPLE-059,1658.83,RFU,mashapaug,2,int,2,chla_rfu,1,8,2019,100
SAMPLE-060,1550.06,RFU,mashapaug,3,int,1,chla_rfu,1,8,2019,100
SAMPLE-061,1701.86,RFU,mashapaug,3,int,2,chla_rfu,1,8,2019,100
SAMPLE-062,1986.67,RFU,mashapaug,4,int,1,chla_rfu,1,8,2019,100
SAMPLE-063,2040.68,RFU,mashapaug,4,int,2,chla_rfu,1,8,2019,100
SAMPLE-064,1947.86,RFU,mashapaug,5,int,1,chla_rfu,1,8,2019,100
SAMPLE-065,1796.55,RFU,mashapaug,5,int,2,chla_rfu,1,8,2019,100
SAMPLE-066,2071.95,RFU,mashapaug,6,int,1,chla_rfu,1,8,2019,100
SAMPLE-067,2300.16,RFU,mashapaug,6,int,2,chla_rfu,1,8,2019,100
SAMPLE-068,1797.01,RFU,mashapaug,p,int,1,chla_rfu,1,8,2019,100
SAMPLE-069,1791.62,RFU,mashapaug,p,int,2,chla_rfu,1,8,2019,100
SAMPLE-070,1182.62,RFU,mashapaug,p,int,3,chla_rfu,1,8,2019,100
SAMPLE-071,225.1,RFU,na,solid std,na,na,chla_rfu,6,9,2019,na
