date,waterbody,site,depth,field_dups,lab_reps,variable,units,value,notes,long,lat
2017-06-07,warwick,1,int,1,NA,ext_chla,µg/L,20.512,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-07,warwick,1,int,2,NA,ext_chla,µg/L,20.603,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-07,warwick,2,int,1,NA,ext_chla,µg/L,23.634,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-07,warwick,2,int,2,NA,ext_chla,µg/L,25.252,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-07,warwick,3,int,1,NA,ext_chla,µg/L,17.933,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-07,warwick,3,int,2,NA,ext_chla,µg/L,16.619,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-07,warwick,4,int,1,NA,ext_chla,µg/L,20.052,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-07,warwick,4,int,2,NA,ext_chla,µg/L,16.355,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-07,warwick,5,int,1,NA,ext_chla,µg/L,12.952,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-07,warwick,5,int,2,NA,ext_chla,µg/L,12.738,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-07,warwick,6,int,1,NA,ext_chla,µg/L,15.785,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-07,warwick,6,int,2,NA,ext_chla,µg/L,17.607,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-07,warwick,p,int,1,NA,ext_chla,µg/L,13.767,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-07,warwick,p,int,2,NA,ext_chla,µg/L,22.964,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-07,warwick,p,int,3,NA,ext_chla,µg/L,23.763,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-07,yawgoo,1,int,1,NA,ext_chla,µg/L,0.814,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-07,yawgoo,1,int,2,NA,ext_chla,µg/L,1.604,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-07,yawgoo,2,int,1,NA,ext_chla,µg/L,2.051,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-07,yawgoo,2,int,2,NA,ext_chla,µg/L,2.129,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-07,yawgoo,3,int,1,NA,ext_chla,µg/L,3.148,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-07,yawgoo,3,int,2,NA,ext_chla,µg/L,3.79,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-07,yawgoo,4,int,1,NA,ext_chla,µg/L,3.346,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-07,yawgoo,4,int,2,NA,ext_chla,µg/L,3.511,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-07,yawgoo,5,int,1,NA,ext_chla,µg/L,2.818,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-07,yawgoo,5,int,2,NA,ext_chla,µg/L,2.91,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-07,yawgoo,6,int,1,NA,ext_chla,µg/L,1.752,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-07,yawgoo,6,int,2,NA,ext_chla,µg/L,1.896,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-07,yawgoo,p,int,1,NA,ext_chla,µg/L,2.742,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-07,yawgoo,p,int,2,NA,ext_chla,µg/L,1.693,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-07,yawgoo,p,int,3,NA,ext_chla,µg/L,2.215,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-12,warwick,1,int,1,NA,ext_chla,µg/L,11.043,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-12,warwick,1,int,2,NA,ext_chla,µg/L,8.862,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-12,warwick,2,int,1,NA,ext_chla,µg/L,9.259,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-12,warwick,2,int,2,NA,ext_chla,µg/L,10.689,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-12,warwick,3,int,1,NA,ext_chla,µg/L,9.191,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-12,warwick,3,int,2,NA,ext_chla,µg/L,10.291,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-12,warwick,4,int,1,NA,ext_chla,µg/L,15.254,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-12,warwick,4,int,2,NA,ext_chla,µg/L,10.991,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-12,warwick,5,int,1,NA,ext_chla,µg/L,14.259,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-12,warwick,5,int,2,NA,ext_chla,µg/L,13.525,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-12,warwick,6,int,1,NA,ext_chla,µg/L,11.462,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-12,warwick,6,int,2,NA,ext_chla,µg/L,9.511,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-12,warwick,p,int,1,NA,ext_chla,µg/L,11.495,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-12,warwick,p,int,2,NA,ext_chla,µg/L,9.759,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-12,warwick,p,int,3,NA,ext_chla,µg/L,12.617,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-12,yawgoo,1,int,2,NA,ext_chla,µg/L,3.111,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-12,yawgoo,2,int,1,NA,ext_chla,µg/L,4.042,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-12,yawgoo,2,int,2,NA,ext_chla,µg/L,2.324,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-12,yawgoo,3,int,1,NA,ext_chla,µg/L,2.078,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-12,yawgoo,3,int,2,NA,ext_chla,µg/L,1.916,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-12,yawgoo,4,int,1,NA,ext_chla,µg/L,1.879,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-12,yawgoo,4,int,2,NA,ext_chla,µg/L,1.869,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-12,yawgoo,5,int,1,NA,ext_chla,µg/L,2.315,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-12,yawgoo,5,int,2,NA,ext_chla,µg/L,2.209,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-15,warwick,1,int,1,NA,ext_chla,µg/L,12.024,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-15,warwick,1,int,2,NA,ext_chla,µg/L,9.14,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-15,warwick,2,int,1,NA,ext_chla,µg/L,11.627,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-15,warwick,2,int,2,NA,ext_chla,µg/L,14.056,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-15,warwick,3,int,1,NA,ext_chla,µg/L,13.608,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-15,warwick,3,int,2,NA,ext_chla,µg/L,12.674,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-15,warwick,4,int,1,NA,ext_chla,µg/L,12.275,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-15,warwick,4,int,2,NA,ext_chla,µg/L,11.478,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-15,warwick,5,int,1,NA,ext_chla,µg/L,10.759,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-15,warwick,5,int,2,NA,ext_chla,µg/L,11.494,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-15,warwick,6,int,1,NA,ext_chla,µg/L,9.236,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-15,warwick,6,int,2,NA,ext_chla,µg/L,9.97,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-15,warwick,p,int,1,NA,ext_chla,µg/L,10.206,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-15,warwick,p,int,2,NA,ext_chla,µg/L,6.921,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-15,warwick,p,int,3,NA,ext_chla,µg/L,8.954,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-15,yawgoo,1,int,1,NA,ext_chla,µg/L,4.413,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-15,yawgoo,1,int,2,NA,ext_chla,µg/L,3.774,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-15,yawgoo,2,int,1,NA,ext_chla,µg/L,7.321,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-15,yawgoo,2,int,2,NA,ext_chla,µg/L,5.475,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-15,yawgoo,3,int,1,NA,ext_chla,µg/L,5.033,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-15,yawgoo,3,int,2,NA,ext_chla,µg/L,5.498,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-15,yawgoo,4,int,1,NA,ext_chla,µg/L,12.804,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-15,yawgoo,4,int,2,NA,ext_chla,µg/L,18.808,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-15,yawgoo,5,int,1,NA,ext_chla,µg/L,14.674,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-15,yawgoo,5,int,2,NA,ext_chla,µg/L,13.25,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-15,yawgoo,6,int,1,NA,ext_chla,µg/L,5.177,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-15,yawgoo,6,int,2,NA,ext_chla,µg/L,5.141,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-15,yawgoo,p,int,1,NA,ext_chla,µg/L,7.003,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-15,yawgoo,p,int,2,NA,ext_chla,µg/L,6.876,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-15,yawgoo,p,int,3,NA,ext_chla,µg/L,8.469,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-22,warwick,1,int,1,NA,ext_chla,µg/L,7.441,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-22,warwick,1,int,2,NA,ext_chla,µg/L,23.96,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-22,warwick,2,int,1,NA,ext_chla,µg/L,20.566,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-22,warwick,2,int,2,NA,ext_chla,µg/L,21.155,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-22,warwick,3,int,1,NA,ext_chla,µg/L,19.572,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-22,warwick,3,int,2,NA,ext_chla,µg/L,17.3,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-22,warwick,4,int,1,NA,ext_chla,µg/L,18.434,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-22,warwick,4,int,2,NA,ext_chla,µg/L,19.421,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-22,warwick,5,int,1,NA,ext_chla,µg/L,16.325,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-22,warwick,5,int,2,NA,ext_chla,µg/L,18.603,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-22,warwick,6,int,1,NA,ext_chla,µg/L,22.769,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-22,warwick,6,int,2,NA,ext_chla,µg/L,23.979,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-22,warwick,p,int,1,NA,ext_chla,µg/L,19.301,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-22,warwick,p,int,2,NA,ext_chla,µg/L,18.492,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-22,warwick,p,int,3,NA,ext_chla,µg/L,17.325,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-22,yawgoo,1,int,1,NA,ext_chla,µg/L,1.932,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-22,yawgoo,1,int,2,NA,ext_chla,µg/L,4.156,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-22,yawgoo,2,int,1,NA,ext_chla,µg/L,4.267,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-22,yawgoo,2,int,2,NA,ext_chla,µg/L,3.928,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-22,yawgoo,3,int,1,NA,ext_chla,µg/L,1.967,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-22,yawgoo,3,int,2,NA,ext_chla,µg/L,2.789,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-22,yawgoo,4,int,1,NA,ext_chla,µg/L,3.007,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-22,yawgoo,4,int,2,NA,ext_chla,µg/L,2.482,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-22,yawgoo,5,int,1,NA,ext_chla,µg/L,2.798,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-22,yawgoo,5,int,2,NA,ext_chla,µg/L,2.697,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-22,yawgoo,6,int,1,NA,ext_chla,µg/L,12.717,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-22,yawgoo,6,int,2,NA,ext_chla,µg/L,8.44,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-22,yawgoo,p,int,1,NA,ext_chla,µg/L,4.111,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-22,yawgoo,p,int,2,NA,ext_chla,µg/L,3.17,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-22,yawgoo,p,int,3,NA,ext_chla,µg/L,4.132,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-26,warwick,1,int,1,NA,ext_chla,µg/L,21.45,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-26,warwick,1,int,2,NA,ext_chla,µg/L,21.009,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-26,warwick,2,int,1,NA,ext_chla,µg/L,21.946,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-26,warwick,2,int,2,NA,ext_chla,µg/L,18.773,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-26,warwick,3,int,1,NA,ext_chla,µg/L,22.211,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-26,warwick,3,int,2,NA,ext_chla,µg/L,24.537,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-26,warwick,4,int,1,NA,ext_chla,µg/L,20.851,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-26,warwick,4,int,2,NA,ext_chla,µg/L,20.807,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-26,warwick,5,int,1,NA,ext_chla,µg/L,21.068,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-26,warwick,5,int,2,NA,ext_chla,µg/L,19.367,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-26,warwick,6,int,1,NA,ext_chla,µg/L,24.079,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-26,warwick,6,int,2,NA,ext_chla,µg/L,22.006,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-26,warwick,p,int,1,NA,ext_chla,µg/L,23.323,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-26,warwick,p,int,2,NA,ext_chla,µg/L,21.064,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-26,warwick,p,int,3,NA,ext_chla,µg/L,23.136,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-26,yawgoo,1,int,1,NA,ext_chla,µg/L,3.925,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-26,yawgoo,1,int,2,NA,ext_chla,µg/L,3.693,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-26,yawgoo,2,int,1,NA,ext_chla,µg/L,5.247,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-26,yawgoo,2,int,2,NA,ext_chla,µg/L,5.042,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-26,yawgoo,3,int,1,NA,ext_chla,µg/L,6.039,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-26,yawgoo,3,int,2,NA,ext_chla,µg/L,6.22,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-26,yawgoo,4,int,1,NA,ext_chla,µg/L,4.43,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-26,yawgoo,4,int,2,NA,ext_chla,µg/L,4.643,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-26,yawgoo,5,int,1,NA,ext_chla,µg/L,5.465,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-26,yawgoo,5,int,2,NA,ext_chla,µg/L,5.538,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-26,yawgoo,6,int,1,NA,ext_chla,µg/L,9.426,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-26,yawgoo,6,int,2,NA,ext_chla,µg/L,10.061,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-26,yawgoo,p,int,1,NA,ext_chla,µg/L,5.965,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-26,yawgoo,p,int,2,NA,ext_chla,µg/L,6.062,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-26,yawgoo,p,int,3,NA,ext_chla,µg/L,6.344,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-28,warwick,1,int,1,NA,ext_chla,µg/L,20.916,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-28,warwick,1,int,2,NA,ext_chla,µg/L,20.603,m07 fluorometer with older curve,-71.410363,41.725555
2017-06-28,warwick,2,int,1,NA,ext_chla,µg/L,20.062,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-28,warwick,2,int,2,NA,ext_chla,µg/L,20.335,m07 fluorometer with older curve,-71.411058,41.721389
2017-06-28,warwick,3,int,1,NA,ext_chla,µg/L,18.879,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-28,warwick,3,int,2,NA,ext_chla,µg/L,19.802,m07 fluorometer with older curve,-71.414491,41.720409
2017-06-28,warwick,4,int,1,NA,ext_chla,µg/L,20.402,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-28,warwick,4,int,2,NA,ext_chla,µg/L,20.272,m07 fluorometer with older curve,-71.413968,41.722483
2017-06-28,warwick,5,int,1,NA,ext_chla,µg/L,23.634,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-28,warwick,5,int,2,NA,ext_chla,µg/L,23.644,m07 fluorometer with older curve,-71.415196,41.725119
2017-06-28,warwick,6,int,1,NA,ext_chla,µg/L,25.506,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-28,warwick,6,int,2,NA,ext_chla,µg/L,25.622,m07 fluorometer with older curve,-71.414031,41.726751
2017-06-28,warwick,p,int,1,NA,ext_chla,µg/L,22.567,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-28,warwick,p,int,2,NA,ext_chla,µg/L,22.141,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-28,warwick,p,int,3,NA,ext_chla,µg/L,22.584,m07 fluorometer with older curve,-71.411984,41.722666
2017-06-28,yawgoo,1,int,1,NA,ext_chla,µg/L,6.522,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-28,yawgoo,1,int,2,NA,ext_chla,µg/L,6.132,m07 fluorometer with older curve,-71.573721,41.515308
2017-06-28,yawgoo,2,int,1,NA,ext_chla,µg/L,8.537,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-28,yawgoo,2,int,2,NA,ext_chla,µg/L,6.538,m07 fluorometer with older curve,-71.571179,41.513535
2017-06-28,yawgoo,3,int,1,NA,ext_chla,µg/L,3.264,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-28,yawgoo,3,int,2,NA,ext_chla,µg/L,6.091,m07 fluorometer with older curve,-71.56939,41.510087
2017-06-28,yawgoo,4,int,1,NA,ext_chla,µg/L,4.446,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-28,yawgoo,4,int,2,NA,ext_chla,µg/L,5.089,m07 fluorometer with older curve,-71.57059,41.508108
2017-06-28,yawgoo,5,int,1,NA,ext_chla,µg/L,4.605,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-28,yawgoo,5,int,2,NA,ext_chla,µg/L,4.787,m07 fluorometer with older curve,-71.572813,41.50866
2017-06-28,yawgoo,6,int,1,NA,ext_chla,µg/L,8.816,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-28,yawgoo,6,int,2,NA,ext_chla,µg/L,10.194,m07 fluorometer with older curve,-71.575512,41.512846
2017-06-28,yawgoo,p,int,1,NA,ext_chla,µg/L,4.924,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-28,yawgoo,p,int,2,NA,ext_chla,µg/L,5.409,m07 fluorometer with older curve,-71.573015,41.510675
2017-06-28,yawgoo,p,int,3,NA,ext_chla,µg/L,4.644,m07 fluorometer with older curve,-71.573015,41.510675
2017-07-05,warwick,1,int,1,NA,ext_chla,µg/L,11.29,m07 fluorometer with older curve,-71.410363,41.725555
2017-07-05,warwick,1,int,2,NA,ext_chla,µg/L,12.387,m07 fluorometer with older curve,-71.410363,41.725555
2017-07-05,warwick,2,int,1,NA,ext_chla,µg/L,13.016,m07 fluorometer with older curve,-71.411058,41.721389
2017-07-05,warwick,2,int,2,NA,ext_chla,µg/L,13.696,m07 fluorometer with older curve,-71.411058,41.721389
2017-07-05,warwick,3,int,1,NA,ext_chla,µg/L,13.94,m07 fluorometer with older curve,-71.414491,41.720409
2017-07-05,warwick,3,int,2,NA,ext_chla,µg/L,12.061,m07 fluorometer with older curve,-71.414491,41.720409
2017-07-05,warwick,4,int,1,NA,ext_chla,µg/L,13.5,m07 fluorometer with older curve,-71.413968,41.722483
2017-07-05,warwick,4,int,2,NA,ext_chla,µg/L,18.528,m07 fluorometer with older curve,-71.413968,41.722483
2017-07-05,warwick,5,int,1,NA,ext_chla,µg/L,9.287,m07 fluorometer with older curve,-71.415196,41.725119
2017-07-05,warwick,5,int,2,NA,ext_chla,µg/L,11.039,m07 fluorometer with older curve,-71.415196,41.725119
2017-07-05,warwick,6,int,1,NA,ext_chla,µg/L,10.959,m07 fluorometer with older curve,-71.414031,41.726751
2017-07-05,warwick,6,int,2,NA,ext_chla,µg/L,11.195,m07 fluorometer with older curve,-71.414031,41.726751
2017-07-05,warwick,p,int,1,NA,ext_chla,µg/L,9.103,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-05,warwick,p,int,2,NA,ext_chla,µg/L,7.815,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-05,warwick,p,int,3,NA,ext_chla,µg/L,9.044,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-05,yawgoo,1,int,1,NA,ext_chla,µg/L,7.226,m07 fluorometer with older curve,-71.573721,41.515308
2017-07-05,yawgoo,1,int,2,NA,ext_chla,µg/L,8.559,m07 fluorometer with older curve,-71.573721,41.515308
2017-07-05,yawgoo,2,int,1,NA,ext_chla,µg/L,7.734,m07 fluorometer with older curve,-71.571179,41.513535
2017-07-05,yawgoo,2,int,2,NA,ext_chla,µg/L,6.906,m07 fluorometer with older curve,-71.571179,41.513535
2017-07-05,yawgoo,3,int,1,NA,ext_chla,µg/L,3.835,m07 fluorometer with older curve,-71.56939,41.510087
2017-07-05,yawgoo,3,int,2,NA,ext_chla,µg/L,4.761,m07 fluorometer with older curve,-71.56939,41.510087
2017-07-05,yawgoo,4,int,1,NA,ext_chla,µg/L,3.35,m07 fluorometer with older curve,-71.57059,41.508108
2017-07-05,yawgoo,4,int,2,NA,ext_chla,µg/L,5.352,m07 fluorometer with older curve,-71.57059,41.508108
2017-07-05,yawgoo,5,int,1,NA,ext_chla,µg/L,3.408,m07 fluorometer with older curve,-71.572813,41.50866
2017-07-05,yawgoo,5,int,2,NA,ext_chla,µg/L,2.986,m07 fluorometer with older curve,-71.572813,41.50866
2017-07-05,yawgoo,6,int,1,NA,ext_chla,µg/L,3.623,m07 fluorometer with older curve,-71.575512,41.512846
2017-07-05,yawgoo,6,int,2,NA,ext_chla,µg/L,3.122,m07 fluorometer with older curve,-71.575512,41.512846
2017-07-05,yawgoo,p,int,1,NA,ext_chla,µg/L,4.652,m07 fluorometer with older curve,-71.573015,41.510675
2017-07-05,yawgoo,p,int,2,NA,ext_chla,µg/L,4.841,m07 fluorometer with older curve,-71.573015,41.510675
2017-07-05,yawgoo,p,int,3,NA,ext_chla,µg/L,4.937,m07 fluorometer with older curve,-71.573015,41.510675
2017-07-10,warwick,1,int,1,NA,ext_chla,µg/L,11.227,m07 fluorometer with older curve,-71.410363,41.725555
2017-07-10,warwick,1,int,2,NA,ext_chla,µg/L,11.605,m07 fluorometer with older curve,-71.410363,41.725555
2017-07-10,warwick,2,int,1,NA,ext_chla,µg/L,14.477,m07 fluorometer with older curve,-71.411058,41.721389
2017-07-10,warwick,2,int,2,NA,ext_chla,µg/L,11.066,m07 fluorometer with older curve,-71.411058,41.721389
2017-07-10,warwick,3,int,1,NA,ext_chla,µg/L,20.969,m07 fluorometer with older curve,-71.414491,41.720409
2017-07-10,warwick,3,int,2,NA,ext_chla,µg/L,28.952,m07 fluorometer with older curve,-71.414491,41.720409
2017-07-10,warwick,4,int,1,NA,ext_chla,µg/L,11.305,m07 fluorometer with older curve,-71.413968,41.722483
2017-07-10,warwick,4,int,2,NA,ext_chla,µg/L,14.933,m07 fluorometer with older curve,-71.413968,41.722483
2017-07-10,warwick,5,int,1,NA,ext_chla,µg/L,12.669,m07 fluorometer with older curve,-71.415196,41.725119
2017-07-10,warwick,5,int,2,NA,ext_chla,µg/L,12.508,m07 fluorometer with older curve,-71.415196,41.725119
2017-07-10,warwick,6,int,1,NA,ext_chla,µg/L,10.209,m07 fluorometer with older curve,-71.414031,41.726751
2017-07-10,warwick,6,int,2,NA,ext_chla,µg/L,9.663,m07 fluorometer with older curve,-71.414031,41.726751
2017-07-10,warwick,p,int,1,NA,ext_chla,µg/L,13.447,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-10,warwick,p,int,2,NA,ext_chla,µg/L,14.275,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-10,warwick,p,int,3,NA,ext_chla,µg/L,13.115,m07 fluorometer with older curve,-71.411984,41.722666
2017-07-10,yawgoo,1,int,1,NA,ext_chla,µg/L,4.575,m07 fluorometer with older curve,-71.573721,41.515308
2017-07-10,yawgoo,1,int,2,NA,ext_chla,µg/L,7.69,m07 fluorometer with older curve,-71.573721,41.515308
2017-07-10,yawgoo,2,int,1,NA,ext_chla,µg/L,5.715,m07 fluorometer with older curve,-71.571179,41.513535
2017-07-10,yawgoo,2,int,2,NA,ext_chla,µg/L,7.146,m07 fluorometer with older curve,-71.571179,41.513535
2017-07-10,yawgoo,3,int,1,NA,ext_chla,µg/L,4.26,m07 fluorometer with older curve,-71.56939,41.510087
2017-07-10,yawgoo,3,int,2,NA,ext_chla,µg/L,3.254,m07 fluorometer with older curve,-71.56939,41.510087
2017-07-10,yawgoo,4,int,1,NA,ext_chla,µg/L,3.344,m07 fluorometer with older curve,-71.57059,41.508108
2017-07-10,yawgoo,4,int,2,NA,ext_chla,µg/L,4.134,m07 fluorometer with older curve,-71.57059,41.508108
2017-07-10,yawgoo,5,int,1,NA,ext_chla,µg/L,4.035,m07 fluorometer with older curve,-71.572813,41.50866
2017-07-10,yawgoo,5,int,2,NA,ext_chla,µg/L,3.393,m07 fluorometer with older curve,-71.572813,41.50866
2017-07-10,yawgoo,6,int,1,NA,ext_chla,µg/L,5.47,m07 fluorometer with older curve,-71.575512,41.512846
2017-07-10,yawgoo,6,int,2,NA,ext_chla,µg/L,5.461,m07 fluorometer with older curve,-71.575512,41.512846
2017-07-10,yawgoo,p,int,1,NA,ext_chla,µg/L,4.264,m07 fluorometer with older curve,-71.573015,41.510675
