date,time,waterbody,site,depth,field_dups,lab_reps,variable,units,value,notes
2017-06-01,NA,warwick,1,0,1,NA,do,%,135.7,NA
2017-06-01,NA,warwick,1,1,1,NA,do,%,143,NA
2017-06-01,NA,warwick,1,2,1,NA,do,%,131.4,NA
2017-06-01,NA,warwick,1,0,1,NA,do,mg/L,12.09,NA
2017-06-01,NA,warwick,1,1,1,NA,do,mg/L,13.04,NA
2017-06-01,NA,warwick,1,2,1,NA,do,mg/L,12.33,NA
2017-06-01,NA,warwick,1,0,1,NA,ph,ph,8.9,NA
2017-06-01,NA,warwick,1,1,1,NA,ph,ph,9.32,NA
2017-06-01,NA,warwick,1,2,1,NA,ph,ph,9.13,NA
2017-06-01,NA,warwick,1,0,1,NA,temp,degrees C,20.6,NA
2017-06-01,NA,warwick,1,1,1,NA,temp,degrees C,19.2,NA
2017-06-01,NA,warwick,1,2,1,NA,temp,degrees C,18.3,NA
2017-06-01,NA,yawgoo,1,0,1,NA,do,%,91.2,NA
2017-06-01,NA,yawgoo,1,1,1,NA,do,%,86.9,NA
2017-06-01,NA,yawgoo,1,2,1,NA,do,%,87.6,NA
2017-06-01,NA,yawgoo,1,0,1,NA,do,mg/L,8.47,NA
2017-06-01,NA,yawgoo,1,1,1,NA,do,mg/L,8,NA
2017-06-01,NA,yawgoo,1,2,1,NA,do,mg/L,8.28,NA
2017-06-01,NA,yawgoo,1,0,1,NA,ph,ph,6.75,NA
2017-06-01,NA,yawgoo,1,1,1,NA,ph,ph,6.72,NA
2017-06-01,NA,yawgoo,1,2,1,NA,ph,ph,6.62,NA
2017-06-01,NA,yawgoo,1,0,1,NA,temp,degrees C,19.3,NA
2017-06-01,NA,yawgoo,1,1,1,NA,temp,degrees C,19,NA
2017-06-01,NA,yawgoo,1,2,1,NA,temp,degrees C,18.4,NA
2017-06-01,NA,yawgoo,2,0,1,NA,do,%,90.9,NA
2017-06-01,NA,yawgoo,2,1,1,NA,do,%,82.6,NA
2017-06-01,NA,yawgoo,2,2,1,NA,do,%,82.4,NA
2017-06-01,NA,yawgoo,2,0,1,NA,do,mg/L,8.38,NA
2017-06-01,NA,yawgoo,2,1,1,NA,do,mg/L,7.79,NA
2017-06-01,NA,yawgoo,2,2,1,NA,do,mg/L,7.75,NA
2017-06-01,NA,yawgoo,2,0,1,NA,ph,ph,6.73,NA
2017-06-01,NA,yawgoo,2,1,1,NA,ph,ph,6.72,NA
2017-06-01,NA,yawgoo,2,2,1,NA,ph,ph,6.71,NA
2017-06-01,NA,yawgoo,2,0,1,NA,temp,degrees C,19.1,NA
2017-06-01,NA,yawgoo,2,1,1,NA,temp,degrees C,19.1,NA
2017-06-01,NA,yawgoo,2,2,1,NA,temp,degrees C,19,NA
2017-06-01,NA,yawgoo,3,0,1,NA,do,%,92.3,NA
2017-06-01,NA,yawgoo,3,1,1,NA,do,%,90.5,NA
2017-06-01,NA,yawgoo,3,2,1,NA,do,%,85,NA
2017-06-01,NA,yawgoo,3,0,1,NA,do,mg/L,8.53,NA
2017-06-01,NA,yawgoo,3,1,1,NA,do,mg/L,8.33,NA
2017-06-01,NA,yawgoo,3,2,1,NA,do,mg/L,7.82,NA
2017-06-01,NA,yawgoo,3,0,1,NA,ph,ph,6.72,NA
2017-06-01,NA,yawgoo,3,1,1,NA,ph,ph,6.71,NA
2017-06-01,NA,yawgoo,3,2,1,NA,ph,ph,6.7,NA
2017-06-01,NA,yawgoo,3,0,1,NA,temp,degrees C,19.2,NA
2017-06-01,NA,yawgoo,3,1,1,NA,temp,degrees C,19.1,NA
2017-06-01,NA,yawgoo,3,2,1,NA,temp,degrees C,19,NA
2017-06-01,NA,yawgoo,4,0,1,NA,do,%,88.5,NA
2017-06-01,NA,yawgoo,4,1,1,NA,do,%,87.2,NA
2017-06-01,NA,yawgoo,4,2,1,NA,do,%,73.6,NA
2017-06-01,NA,yawgoo,4,0,1,NA,do,mg/L,8.09,NA
2017-06-01,NA,yawgoo,4,1,1,NA,do,mg/L,8.13,NA
2017-06-01,NA,yawgoo,4,2,1,NA,do,mg/L,7.03,NA
2017-06-01,NA,yawgoo,4,0,1,NA,ph,ph,6.68,NA
2017-06-01,NA,yawgoo,4,1,1,NA,ph,ph,6.67,NA
2017-06-01,NA,yawgoo,4,2,1,NA,ph,ph,6.51,NA
2017-06-01,NA,yawgoo,4,0,1,NA,temp,degrees C,19.4,NA
2017-06-01,NA,yawgoo,4,1,1,NA,temp,degrees C,19,NA
2017-06-01,NA,yawgoo,4,2,1,NA,temp,degrees C,17.8,NA
2017-06-01,NA,yawgoo,5,0,1,NA,do,%,85.4,NA
2017-06-01,NA,yawgoo,5,1,1,NA,do,%,85.3,NA
2017-06-01,NA,yawgoo,5,2,1,NA,do,%,75.9,NA
2017-06-01,NA,yawgoo,5,0,1,NA,do,mg/L,7.99,NA
2017-06-01,NA,yawgoo,5,1,1,NA,do,mg/L,7.95,NA
2017-06-01,NA,yawgoo,5,2,1,NA,do,mg/L,7.14,NA
2017-06-01,NA,yawgoo,5,0,1,NA,ph,ph,6.66,NA
2017-06-01,NA,yawgoo,5,1,1,NA,ph,ph,6.68,NA
2017-06-01,NA,yawgoo,5,2,1,NA,ph,ph,6.5,NA
2017-06-01,NA,yawgoo,5,0,1,NA,temp,degrees C,19.2,NA
2017-06-01,NA,yawgoo,5,1,1,NA,temp,degrees C,18.6,NA
2017-06-01,NA,yawgoo,5,2,1,NA,temp,degrees C,17.5,NA
2017-06-01,NA,yawgoo,6,0,1,NA,do,%,96.4,NA
2017-06-01,NA,yawgoo,6,1,1,NA,do,%,89.7,NA
2017-06-01,NA,yawgoo,6,2,1,NA,do,%,85.4,NA
2017-06-01,NA,yawgoo,6,0,1,NA,do,mg/L,8.82,NA
2017-06-01,NA,yawgoo,6,1,1,NA,do,mg/L,8.48,NA
2017-06-01,NA,yawgoo,6,2,1,NA,do,mg/L,8.01,NA
2017-06-01,NA,yawgoo,6,0,1,NA,ph,ph,6.7,NA
2017-06-01,NA,yawgoo,6,1,1,NA,ph,ph,6.74,NA
2017-06-01,NA,yawgoo,6,2,1,NA,ph,ph,6.67,NA
2017-06-01,NA,yawgoo,6,0,1,NA,temp,degrees C,19.7,NA
2017-06-01,NA,yawgoo,6,1,1,NA,temp,degrees C,18.4,NA
2017-06-01,NA,yawgoo,6,2,1,NA,temp,degrees C,18.2,NA
2017-06-01,NA,yawgoo,p,0,1,NA,do,%,86.4,NA
2017-06-01,NA,yawgoo,p,1,1,NA,do,%,82.7,NA
2017-06-01,NA,yawgoo,p,2,1,NA,do,%,79,NA
2017-06-01,NA,yawgoo,p,3,1,NA,do,%,75.4,NA
2017-06-01,NA,yawgoo,p,4,1,NA,do,%,65,NA
2017-06-01,NA,yawgoo,p,5,1,NA,do,%,61.9,NA
2017-06-01,NA,yawgoo,p,6,1,NA,do,%,58.9,NA
2017-06-01,NA,yawgoo,p,7,1,NA,do,%,48.7,NA
2017-06-01,NA,yawgoo,p,8,1,NA,do,%,38.8,NA
2017-06-01,NA,yawgoo,p,9,1,NA,do,%,27,NA
2017-06-01,NA,yawgoo,p,10,1,NA,do,%,0.8,NA
2017-06-01,NA,yawgoo,p,0,1,NA,do,mg/L,8.08,NA
2017-06-01,NA,yawgoo,p,1,1,NA,do,mg/L,7.82,NA
2017-06-01,NA,yawgoo,p,2,1,NA,do,mg/L,7.45,NA
2017-06-01,NA,yawgoo,p,3,1,NA,do,mg/L,7.19,NA
2017-06-01,NA,yawgoo,p,4,1,NA,do,mg/L,6.53,NA
2017-06-01,NA,yawgoo,p,5,1,NA,do,mg/L,6.56,NA
2017-06-01,NA,yawgoo,p,6,1,NA,do,mg/L,6.16,NA
2017-06-01,NA,yawgoo,p,7,1,NA,do,mg/L,5.34,NA
2017-06-01,NA,yawgoo,p,8,1,NA,do,mg/L,4.35,NA
2017-06-01,NA,yawgoo,p,9,1,NA,do,mg/L,3,NA
2017-06-01,NA,yawgoo,p,10,1,NA,do,mg/L,0.07,NA
2017-06-01,NA,yawgoo,p,0,1,NA,ph,ph,6.69,NA
2017-06-01,NA,yawgoo,p,1,1,NA,ph,ph,6.7,NA
2017-06-01,NA,yawgoo,p,2,1,NA,ph,ph,6.56,NA
2017-06-01,NA,yawgoo,p,3,1,NA,ph,ph,6.46,NA
2017-06-01,NA,yawgoo,p,4,1,NA,ph,ph,6.26,NA
2017-06-01,NA,yawgoo,p,5,1,NA,ph,ph,6.12,NA
2017-06-01,NA,yawgoo,p,6,1,NA,ph,ph,6.22,NA
2017-06-01,NA,yawgoo,p,7,1,NA,ph,ph,6.13,NA
2017-06-01,NA,yawgoo,p,8,1,NA,ph,ph,6.06,NA
2017-06-01,NA,yawgoo,p,9,1,NA,ph,ph,6.27,NA
2017-06-01,NA,yawgoo,p,10,1,NA,ph,ph,6.42,NA
2017-06-01,NA,yawgoo,p,0,1,NA,temp,degrees C,19.2,NA
2017-06-01,NA,yawgoo,p,1,1,NA,temp,degrees C,18.9,NA
2017-06-01,NA,yawgoo,p,2,1,NA,temp,degrees C,17.7,NA
2017-06-01,NA,yawgoo,p,3,1,NA,temp,degrees C,17,NA
2017-06-01,NA,yawgoo,p,4,1,NA,temp,degrees C,14.6,NA
2017-06-01,NA,yawgoo,p,5,1,NA,temp,degrees C,13.1,NA
2017-06-01,NA,yawgoo,p,6,1,NA,temp,degrees C,12.7,NA
2017-06-01,NA,yawgoo,p,7,1,NA,temp,degrees C,11.8,NA
2017-06-01,NA,yawgoo,p,8,1,NA,temp,degrees C,10.7,NA
2017-06-01,NA,yawgoo,p,9,1,NA,temp,degrees C,10.5,NA
2017-06-01,NA,yawgoo,p,10,1,NA,temp,degrees C,10.5,NA
2017-06-07,NA,warwick,1,0,1,NA,do,%,85.3,NA
2017-06-07,NA,warwick,1,1,1,NA,do,%,78.6,NA
2017-06-07,NA,warwick,1,2,1,NA,do,%,72.3,NA
2017-06-07,NA,warwick,1,0,1,NA,do,mg/L,8.2,NA
2017-06-07,NA,warwick,1,1,1,NA,do,mg/L,7.61,NA
2017-06-07,NA,warwick,1,2,1,NA,do,mg/L,6.99,NA
2017-06-07,NA,warwick,1,int,1,NA,ext_chla,µg/L,20.512,m07 fluorometer with older curve
2017-06-07,NA,warwick,1,int,2,NA,ext_chla,µg/L,20.603,m07 fluorometer with older curve
2017-06-07,NA,warwick,1,int,1,NA,ext_chla,rfu,115.627,m07 fluorometer with older curve
2017-06-07,NA,warwick,1,int,2,NA,ext_chla,rfu,116.137,m07 fluorometer with older curve
2017-06-07,NA,warwick,1,0,1,NA,ph,ph,7.27,NA
2017-06-07,NA,warwick,1,1,1,NA,ph,ph,7.31,NA
2017-06-07,NA,warwick,1,2,1,NA,ph,ph,7.11,NA
2017-06-07,NA,warwick,1,0,1,NA,temp,degrees C,17.2,NA
2017-06-07,NA,warwick,1,1,1,NA,temp,degrees C,16.6,NA
2017-06-07,NA,warwick,1,2,1,NA,temp,degrees C,16.4,NA
2017-06-07,NA,warwick,2,0,1,NA,do,%,98.7,NA
2017-06-07,NA,warwick,2,1,1,NA,do,%,95.8,NA
2017-06-07,NA,warwick,2,2,1,NA,do,%,94,NA
2017-06-07,NA,warwick,2,0,1,NA,do,mg/L,9.41,NA
2017-06-07,NA,warwick,2,1,1,NA,do,mg/L,9.14,NA
2017-06-07,NA,warwick,2,2,1,NA,do,mg/L,8.94,NA
2017-06-07,NA,warwick,2,int,1,NA,ext_chla,µg/L,23.634,m07 fluorometer with older curve
2017-06-07,NA,warwick,2,int,2,NA,ext_chla,µg/L,25.252,m07 fluorometer with older curve
2017-06-07,NA,warwick,2,int,1,NA,ext_chla,rfu,133.223,m07 fluorometer with older curve
2017-06-07,NA,warwick,2,int,2,NA,ext_chla,rfu,142.346,m07 fluorometer with older curve
2017-06-07,NA,warwick,2,0,1,NA,ph,ph,7.58,NA
2017-06-07,NA,warwick,2,1,1,NA,ph,ph,7.64,NA
2017-06-07,NA,warwick,2,2,1,NA,ph,ph,7.58,NA
2017-06-07,NA,warwick,2,0,1,NA,temp,degrees C,18.1,NA
2017-06-07,NA,warwick,2,1,1,NA,temp,degrees C,17.1,NA
2017-06-07,NA,warwick,2,2,1,NA,temp,degrees C,17,NA
2017-06-07,NA,warwick,3,0,1,NA,do,%,97.1,NA
2017-06-07,NA,warwick,3,1,1,NA,do,%,94.5,NA
2017-06-07,NA,warwick,3,2,1,NA,do,%,93.3,NA
2017-06-07,NA,warwick,3,0,1,NA,do,mg/L,9.15,NA
2017-06-07,NA,warwick,3,1,1,NA,do,mg/L,9.02,NA
2017-06-07,NA,warwick,3,2,1,NA,do,mg/L,8.85,NA
2017-06-07,NA,warwick,3,int,1,NA,ext_chla,µg/L,17.933,m07 fluorometer with older curve
2017-06-07,NA,warwick,3,int,2,NA,ext_chla,µg/L,16.619,m07 fluorometer with older curve
2017-06-07,NA,warwick,3,int,1,NA,ext_chla,rfu,101.086,m07 fluorometer with older curve
2017-06-07,NA,warwick,3,int,2,NA,ext_chla,rfu,93.68,m07 fluorometer with older curve
2017-06-07,NA,warwick,3,0,1,NA,ph,ph,7.51,NA
2017-06-07,NA,warwick,3,1,1,NA,ph,ph,7.65,NA
2017-06-07,NA,warwick,3,2,1,NA,ph,ph,7.67,NA
2017-06-07,NA,warwick,3,0,1,NA,temp,degrees C,18.2,NA
2017-06-07,NA,warwick,3,1,1,NA,temp,degrees C,18,NA
2017-06-07,NA,warwick,3,2,1,NA,temp,degrees C,17.8,NA
2017-06-07,NA,warwick,4,0,1,NA,do,%,94.7,NA
2017-06-07,NA,warwick,4,1,1,NA,do,%,91.7,NA
2017-06-07,NA,warwick,4,2,1,NA,do,%,90.2,NA
2017-06-07,NA,warwick,4,0,1,NA,do,mg/L,8.98,NA
2017-06-07,NA,warwick,4,1,1,NA,do,mg/L,8.6,NA
2017-06-07,NA,warwick,4,2,1,NA,do,mg/L,8.78,NA
2017-06-07,NA,warwick,4,int,1,NA,ext_chla,µg/L,20.052,m07 fluorometer with older curve
2017-06-07,NA,warwick,4,int,2,NA,ext_chla,µg/L,16.355,m07 fluorometer with older curve
2017-06-07,NA,warwick,4,int,1,NA,ext_chla,rfu,113.034,m07 fluorometer with older curve
2017-06-07,NA,warwick,4,int,2,NA,ext_chla,rfu,92.193,m07 fluorometer with older curve
2017-06-07,NA,warwick,4,0,1,NA,ph,ph,7.54,NA
2017-06-07,NA,warwick,4,1,1,NA,ph,ph,7.56,NA
2017-06-07,NA,warwick,4,2,1,NA,ph,ph,7.66,NA
2017-06-07,NA,warwick,4,0,1,NA,temp,degrees C,18.1,NA
2017-06-07,NA,warwick,4,1,1,NA,temp,degrees C,17.9,NA
2017-06-07,NA,warwick,4,2,1,NA,temp,degrees C,17.6,NA
2017-06-07,NA,warwick,5,0,1,NA,do,%,89,NA
2017-06-07,NA,warwick,5,1,1,NA,do,%,86.2,NA
2017-06-07,NA,warwick,5,2,1,NA,do,%,74.8,NA
2017-06-07,NA,warwick,5,0,1,NA,do,mg/L,8.45,NA
2017-06-07,NA,warwick,5,1,1,NA,do,mg/L,8.12,NA
2017-06-07,NA,warwick,5,2,1,NA,do,mg/L,7.42,NA
2017-06-07,NA,warwick,5,int,1,NA,ext_chla,µg/L,12.952,m07 fluorometer with older curve
2017-06-07,NA,warwick,5,int,2,NA,ext_chla,µg/L,12.738,m07 fluorometer with older curve
2017-06-07,NA,warwick,5,int,1,NA,ext_chla,rfu,73.013,m07 fluorometer with older curve
2017-06-07,NA,warwick,5,int,2,NA,ext_chla,rfu,71.803,m07 fluorometer with older curve
2017-06-07,NA,warwick,5,0,1,NA,ph,ph,7.42,NA
2017-06-07,NA,warwick,5,1,1,NA,ph,ph,7.43,NA
2017-06-07,NA,warwick,5,2,1,NA,ph,ph,7.27,NA
2017-06-07,NA,warwick,5,0,1,NA,temp,degrees C,18.2,NA
2017-06-07,NA,warwick,5,1,1,NA,temp,degrees C,18.1,NA
2017-06-07,NA,warwick,5,2,1,NA,temp,degrees C,16.5,NA
2017-06-07,NA,warwick,6,0,1,NA,do,%,92.2,NA
2017-06-07,NA,warwick,6,1,1,NA,do,%,84.5,NA
2017-06-07,NA,warwick,6,2,1,NA,do,%,80.4,NA
2017-06-07,NA,warwick,6,0,1,NA,do,mg/L,8.57,NA
2017-06-07,NA,warwick,6,1,1,NA,do,mg/L,8.23,NA
2017-06-07,NA,warwick,6,2,1,NA,do,mg/L,7.99,NA
2017-06-07,NA,warwick,6,int,1,NA,ext_chla,µg/L,15.785,m07 fluorometer with older curve
2017-06-07,NA,warwick,6,int,2,NA,ext_chla,µg/L,17.607,m07 fluorometer with older curve
2017-06-07,NA,warwick,6,int,1,NA,ext_chla,rfu,88.981,m07 fluorometer with older curve
2017-06-07,NA,warwick,6,int,2,NA,ext_chla,rfu,99.253,m07 fluorometer with older curve
2017-06-07,NA,warwick,6,0,1,NA,ph,ph,7.36,NA
2017-06-07,NA,warwick,6,1,1,NA,ph,ph,7.41,NA
2017-06-07,NA,warwick,6,2,1,NA,ph,ph,7.4,NA
2017-06-07,NA,warwick,6,0,1,NA,temp,degrees C,18.9,NA
2017-06-07,NA,warwick,6,1,1,NA,temp,degrees C,17.2,NA
2017-06-07,NA,warwick,6,2,1,NA,temp,degrees C,16.7,NA
2017-06-07,NA,warwick,p,0,1,NA,do,%,88.4,NA
2017-06-07,NA,warwick,p,1,1,NA,do,%,83.4,NA
2017-06-07,NA,warwick,p,2,1,NA,do,%,87.3,NA
2017-06-07,NA,warwick,p,3,1,NA,do,%,84.8,NA
2017-06-07,NA,warwick,p,4,1,NA,do,%,74.5,NA
2017-06-07,NA,warwick,p,5,1,NA,do,%,3.4,NA
2017-06-07,NA,warwick,p,6,1,NA,do,%,1.4,NA
2017-06-07,NA,warwick,p,7,1,NA,do,%,0.7,NA
2017-06-07,NA,warwick,p,8,1,NA,do,%,0.6,NA
2017-06-07,NA,warwick,p,9,1,NA,do,%,0.5,NA
2017-06-07,NA,warwick,p,10,1,NA,do,%,0.5,NA
2017-06-07,NA,warwick,p,0,1,NA,do,mg/L,8.46,NA
2017-06-07,NA,warwick,p,1,1,NA,do,mg/L,8.04,NA
2017-06-07,NA,warwick,p,2,1,NA,do,mg/L,8.45,NA
2017-06-07,NA,warwick,p,3,1,NA,do,mg/L,8.06,NA
2017-06-07,NA,warwick,p,4,1,NA,do,mg/L,7.3,NA
2017-06-07,NA,warwick,p,5,1,NA,do,mg/L,0.24,NA
2017-06-07,NA,warwick,p,6,1,NA,do,mg/L,0.13,NA
2017-06-07,NA,warwick,p,7,1,NA,do,mg/L,0.08,NA
2017-06-07,NA,warwick,p,8,1,NA,do,mg/L,0.09,NA
2017-06-07,NA,warwick,p,9,1,NA,do,mg/L,0.08,NA
2017-06-07,NA,warwick,p,10,1,NA,do,mg/L,0.06,NA
2017-06-07,NA,warwick,p,int,1,NA,ext_chla,µg/L,13.767,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,int,2,NA,ext_chla,µg/L,22.964,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,int,3,NA,ext_chla,µg/L,23.763,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,int,1,NA,ext_chla,rfu,77.602,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,int,2,NA,ext_chla,rfu,129.448,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,int,3,NA,ext_chla,rfu,133.954,m07 fluorometer with older curve
2017-06-07,NA,warwick,p,0,1,NA,ph,ph,7.34,NA
2017-06-07,NA,warwick,p,1,1,NA,ph,ph,7.41,NA
2017-06-07,NA,warwick,p,2,1,NA,ph,ph,7.43,NA
2017-06-07,NA,warwick,p,3,1,NA,ph,ph,7.4,NA
2017-06-07,NA,warwick,p,4,1,NA,ph,ph,7.16,NA
2017-06-07,NA,warwick,p,5,1,NA,ph,ph,6.72,NA
2017-06-07,NA,warwick,p,6,1,NA,ph,ph,6.9,NA
2017-06-07,NA,warwick,p,7,1,NA,ph,ph,6.98,NA
2017-06-07,NA,warwick,p,8,1,NA,ph,ph,7.01,NA
2017-06-07,NA,warwick,p,9,1,NA,ph,ph,7.04,NA
2017-06-07,NA,warwick,p,10,1,NA,ph,ph,7.07,NA
2017-06-07,NA,warwick,p,0,1,NA,temp,degrees C,17.5,NA
2017-06-07,NA,warwick,p,1,1,NA,temp,degrees C,17.1,NA
2017-06-07,NA,warwick,p,2,1,NA,temp,degrees C,16.9,NA
2017-06-07,NA,warwick,p,3,1,NA,temp,degrees C,16.9,NA
2017-06-07,NA,warwick,p,4,1,NA,temp,degrees C,16.3,NA
2017-06-07,NA,warwick,p,5,1,NA,temp,degrees C,13.1,NA
2017-06-07,NA,warwick,p,6,1,NA,temp,degrees C,12.7,NA
2017-06-07,NA,warwick,p,7,1,NA,temp,degrees C,12.6,NA
2017-06-07,NA,warwick,p,8,1,NA,temp,degrees C,12.5,NA
2017-06-07,NA,warwick,p,9,1,NA,temp,degrees C,12.5,NA
2017-06-07,NA,warwick,p,10,1,NA,temp,degrees C,12.5,NA
2017-06-07,NA,yawgoo,1,0,1,NA,do,%,77.1,NA
2017-06-07,NA,yawgoo,1,1,1,NA,do,%,77.3,NA
2017-06-07,NA,yawgoo,1,2,1,NA,do,%,72,NA
2017-06-07,NA,yawgoo,1,0,1,NA,do,mg/L,7.37,NA
2017-06-07,NA,yawgoo,1,1,1,NA,do,mg/L,7.44,NA
2017-06-07,NA,yawgoo,1,2,1,NA,do,mg/L,7.21,NA
2017-06-07,NA,yawgoo,1,int,1,NA,ext_chla,µg/L,0.814,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,1,int,2,NA,ext_chla,µg/L,1.604,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,1,int,1,NA,ext_chla,rfu,4.587,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,1,int,2,NA,ext_chla,rfu,9.041,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,1,0,1,NA,ph,ph,6.5,NA
2017-06-07,NA,yawgoo,1,1,1,NA,ph,ph,6.54,NA
2017-06-07,NA,yawgoo,1,2,1,NA,ph,ph,6.54,NA
2017-06-07,NA,yawgoo,1,0,1,NA,temp,degrees C,17.4,NA
2017-06-07,NA,yawgoo,1,1,1,NA,temp,degrees C,16.3,NA
2017-06-07,NA,yawgoo,1,2,1,NA,temp,degrees C,16.5,NA
2017-06-07,NA,yawgoo,2,0,1,NA,do,%,76.4,NA
2017-06-07,NA,yawgoo,2,1,1,NA,do,%,71.1,NA
2017-06-07,NA,yawgoo,2,2,1,NA,do,%,71,NA
2017-06-07,NA,yawgoo,2,0,1,NA,do,mg/L,7.61,NA
2017-06-07,NA,yawgoo,2,1,1,NA,do,mg/L,7.01,NA
2017-06-07,NA,yawgoo,2,2,1,NA,do,mg/L,7.2,NA
2017-06-07,NA,yawgoo,2,int,1,NA,ext_chla,µg/L,2.051,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,2,int,2,NA,ext_chla,µg/L,2.129,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,2,int,1,NA,ext_chla,rfu,11.559,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,2,int,2,NA,ext_chla,rfu,12,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,2,0,1,NA,ph,ph,6.56,NA
2017-06-07,NA,yawgoo,2,1,1,NA,ph,ph,6.55,NA
2017-06-07,NA,yawgoo,2,2,1,NA,ph,ph,6.51,NA
2017-06-07,NA,yawgoo,2,0,1,NA,temp,degrees C,17,NA
2017-06-07,NA,yawgoo,2,1,1,NA,temp,degrees C,16.7,NA
2017-06-07,NA,yawgoo,2,2,1,NA,temp,degrees C,16.5,NA
2017-06-07,NA,yawgoo,3,0,1,NA,do,%,81.4,NA
2017-06-07,NA,yawgoo,3,1,1,NA,do,%,81.2,NA
2017-06-07,NA,yawgoo,3,2,1,NA,do,%,79.3,NA
2017-06-07,NA,yawgoo,3,0,1,NA,do,mg/L,7.92,NA
2017-06-07,NA,yawgoo,3,1,1,NA,do,mg/L,7.83,NA
2017-06-07,NA,yawgoo,3,2,1,NA,do,mg/L,7.73,NA
2017-06-07,NA,yawgoo,3,int,1,NA,ext_chla,µg/L,3.148,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,3,int,2,NA,ext_chla,µg/L,3.79,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,3,int,1,NA,ext_chla,rfu,17.746,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,3,int,2,NA,ext_chla,rfu,21.363,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,3,0,1,NA,ph,ph,6.61,NA
2017-06-07,NA,yawgoo,3,1,1,NA,ph,ph,6.59,NA
2017-06-07,NA,yawgoo,3,2,1,NA,ph,ph,6.58,NA
2017-06-07,NA,yawgoo,3,0,1,NA,temp,degrees C,17.2,NA
2017-06-07,NA,yawgoo,3,1,1,NA,temp,degrees C,17,NA
2017-06-07,NA,yawgoo,3,2,1,NA,temp,degrees C,16.7,NA
2017-06-07,NA,yawgoo,4,0,1,NA,do,%,78.4,NA
2017-06-07,NA,yawgoo,4,1,1,NA,do,%,76.8,NA
2017-06-07,NA,yawgoo,4,2,1,NA,do,%,78,NA
2017-06-07,NA,yawgoo,4,0,1,NA,do,mg/L,7.53,NA
2017-06-07,NA,yawgoo,4,1,1,NA,do,mg/L,7.44,NA
2017-06-07,NA,yawgoo,4,2,1,NA,do,mg/L,7.77,NA
2017-06-07,NA,yawgoo,4,int,1,NA,ext_chla,µg/L,3.346,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,4,int,2,NA,ext_chla,µg/L,3.511,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,4,int,1,NA,ext_chla,rfu,18.863,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,4,int,2,NA,ext_chla,rfu,19.793,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,4,0,1,NA,ph,ph,6.62,NA
2017-06-07,NA,yawgoo,4,1,1,NA,ph,ph,6.61,NA
2017-06-07,NA,yawgoo,4,2,1,NA,ph,ph,6.55,NA
2017-06-07,NA,yawgoo,4,0,1,NA,temp,degrees C,17.3,NA
2017-06-07,NA,yawgoo,4,1,1,NA,temp,degrees C,17.1,NA
2017-06-07,NA,yawgoo,4,2,1,NA,temp,degrees C,16.3,NA
2017-06-07,NA,yawgoo,5,0,1,NA,do,%,80.9,NA
2017-06-07,NA,yawgoo,5,1,1,NA,do,%,77.8,NA
2017-06-07,NA,yawgoo,5,2,1,NA,do,%,78.3,NA
2017-06-07,NA,yawgoo,5,0,1,NA,do,mg/L,7.82,NA
2017-06-07,NA,yawgoo,5,1,1,NA,do,mg/L,7.5,NA
2017-06-07,NA,yawgoo,5,2,1,NA,do,mg/L,7.46,NA
2017-06-07,NA,yawgoo,5,int,1,NA,ext_chla,µg/L,2.818,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,5,int,2,NA,ext_chla,µg/L,2.91,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,5,int,1,NA,ext_chla,rfu,15.886,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,5,int,2,NA,ext_chla,rfu,16.405,m07 fluorometer with older curve
2017-06-07,NA,yawgoo,5,0,1,NA,ph,ph,6.61,NA
2017-06-07,NA,yawgoo,5,1,1,NA,ph,ph,6.61,NA
2017-06-07,NA,yawgoo,5,2,1,NA,ph,ph,6.56,NA
2017-06-07,NA,yawgoo,5,0,1,NA,temp,degrees C,17.1,NA
2017-06-07,NA,yawgoo,5,1,1,NA,temp,degrees C,17,NA
2017-06-07,NA,yawgoo,5,2,1,NA,temp,degrees C,16.9,NA
2017-06-07,NA,yawgoo,6,0,1,NA,do,%,83.7,NA
2017-06-07,NA,yawgoo,6,1,1,NA,do,%,79.1,NA
