day,month,year,waterbody,site,depth,reps,variable,value
12,6,2017,yawgoo,3,int,1,filter_vol,
12,6,2017,yawgoo,4,int,1,phyco_rfu,
12,6,2017,yawgoo,4,int,2,phyco_rfu,
12,6,2017,yawgoo,4,int,1,filter_vol,
12,6,2017,yawgoo,5,int,1,phyco_rfu,
12,6,2017,yawgoo,5,int,2,phyco_rfu,
12,6,2017,yawgoo,5,int,1,filter_vol,
12,6,2017,yawgoo,6,int,1,phyco_rfu,
12,6,2017,yawgoo,6,int,2,phyco_rfu,
12,6,2017,yawgoo,6,int,1,filter_vol,
12,6,2017,yawgoo,p,int,1,phyco_rfu,
12,6,2017,yawgoo,p,int,2,phyco_rfu,
12,6,2017,yawgoo,p,int,3,phyco_rfu,
12,6,2017,yawgoo,p,int,1,filter_vol,
12,6,2017,warwick,blank,int,1,blank,
12,6,2017,warwick,blank,int,2,blank,
12,6,2017,warwick,1,int,1,phyco_rfu,
12,6,2017,warwick,1,int,2,phyco_rfu,
12,6,2017,warwick,1,int,1,filter_vol,
12,6,2017,warwick,2,int,1,phyco_rfu,
12,6,2017,warwick,2,int,2,phyco_rfu,
12,6,2017,warwick,2,int,1,filter_vol,
12,6,2017,warwick,3,int,1,phyco_rfu,
12,6,2017,warwick,3,int,2,phyco_rfu,
12,6,2017,warwick,3,int,1,filter_vol,
12,6,2017,warwick,4,int,1,phyco_rfu,
12,6,2017,warwick,4,int,2,phyco_rfu,
12,6,2017,warwick,4,int,1,filter_vol,
12,6,2017,warwick,5,int,1,phyco_rfu,
12,6,2017,warwick,5,int,2,phyco_rfu,
12,6,2017,warwick,5,int,1,filter_vol,
12,6,2017,warwick,6,int,1,phyco_rfu,
12,6,2017,warwick,6,int,2,phyco_rfu,
12,6,2017,warwick,6,int,1,filter_vol,
12,6,2017,warwick,p,int,1,phyco_rfu,
12,6,2017,warwick,p,int,2,phyco_rfu,
12,6,2017,warwick,p,int,3,phyco_rfu,
12,6,2017,warwick,p,int,1,filter_vol,
15,6,2017,yawgoo,blank,int,1,blank,495.68
15,6,2017,yawgoo,blank,int,2,blank,486.93
15,6,2017,yawgoo,1,int,1,phyco_rfu,493.4
15,6,2017,yawgoo,1,int,2,phyco_rfu,498
15,6,2017,yawgoo,1,int,1,filter_vol,400
15,6,2017,yawgoo,2,int,1,phyco_rfu,497.84
15,6,2017,yawgoo,2,int,2,phyco_rfu,496.44
15,6,2017,yawgoo,2,int,1,filter_vol,400
15,6,2017,yawgoo,3,int,1,phyco_rfu,494.91
15,6,2017,yawgoo,3,int,2,phyco_rfu,491.73
15,6,2017,yawgoo,3,int,1,filter_vol,400
15,6,2017,yawgoo,4,int,1,phyco_rfu,498.03
15,6,2017,yawgoo,4,int,2,phyco_rfu,493.09
15,6,2017,yawgoo,4,int,1,filter_vol,400
15,6,2017,yawgoo,5,int,1,phyco_rfu,493.04
15,6,2017,yawgoo,5,int,2,phyco_rfu,491.13
15,6,2017,yawgoo,5,int,1,filter_vol,400
15,6,2017,yawgoo,6,int,1,phyco_rfu,497.17
15,6,2017,yawgoo,6,int,2,phyco_rfu,489.94
15,6,2017,yawgoo,6,int,1,filter_vol,400
15,6,2017,yawgoo,p,int,1,phyco_rfu,486.98
15,6,2017,yawgoo,p,int,2,phyco_rfu,492.67
15,6,2017,yawgoo,p,int,3,phyco_rfu,484.5
15,6,2017,yawgoo,p,int,1,filter_vol,400
15,6,2017,warwick,blank,int,1,blank,514.85
15,6,2017,warwick,blank,int,2,blank,508.58
15,6,2017,warwick,1,int,1,phyco_rfu,508.46
15,6,2017,warwick,1,int,2,phyco_rfu,504.05
15,6,2017,warwick,1,int,1,filter_vol,300
15,6,2017,warwick,2,int,1,phyco_rfu,538.75
15,6,2017,warwick,2,int,2,phyco_rfu,507.78
15,6,2017,warwick,2,int,1,filter_vol,300
15,6,2017,warwick,3,int,1,phyco_rfu,504.66
15,6,2017,warwick,3,int,2,phyco_rfu,510.28
15,6,2017,warwick,3,int,1,filter_vol,300
15,6,2017,warwick,4,int,1,phyco_rfu,522.16
15,6,2017,warwick,4,int,2,phyco_rfu,505.72
15,6,2017,warwick,4,int,1,filter_vol,300
15,6,2017,warwick,5,int,1,phyco_rfu,505.71
15,6,2017,warwick,5,int,2,phyco_rfu,496.16
15,6,2017,warwick,5,int,1,filter_vol,300
15,6,2017,warwick,6,int,1,phyco_rfu,494.35
15,6,2017,warwick,6,int,2,phyco_rfu,493.32
15,6,2017,warwick,6,int,1,filter_vol,300
15,6,2017,warwick,p,int,1,phyco_rfu,495.5
15,6,2017,warwick,p,int,2,phyco_rfu,488.41
15,6,2017,warwick,p,int,3,phyco_rfu,493.62
15,6,2017,warwick,p,int,1,filter_vol,300
22,6,2017,yawgoo,blank,int,1,blank,494.34
22,6,2017,yawgoo,blank,int,2,blank,491.54
22,6,2017,yawgoo,1,int,1,phyco_rfu,494.87
22,6,2017,yawgoo,1,int,2,phyco_rfu,499.75
22,6,2017,yawgoo,1,int,1,filter_vol,400
22,6,2017,yawgoo,2,int,1,phyco_rfu,495.44
22,6,2017,yawgoo,2,int,2,phyco_rfu,498.35
22,6,2017,yawgoo,2,int,1,filter_vol,400
22,6,2017,yawgoo,3,int,1,phyco_rfu,499.58
22,6,2017,yawgoo,3,int,2,phyco_rfu,500.64
22,6,2017,yawgoo,3,int,1,filter_vol,400
22,6,2017,yawgoo,4,int,1,phyco_rfu,496.11
22,6,2017,yawgoo,4,int,2,phyco_rfu,492.79
22,6,2017,yawgoo,4,int,1,filter_vol,400
22,6,2017,yawgoo,5,int,1,phyco_rfu,491.87
22,6,2017,yawgoo,5,int,2,phyco_rfu,490.4
22,6,2017,yawgoo,5,int,1,filter_vol,400
22,6,2017,yawgoo,6,int,1,phyco_rfu,501.79
22,6,2017,yawgoo,6,int,2,phyco_rfu,502.9
22,6,2017,yawgoo,6,int,1,filter_vol,400
22,6,2017,yawgoo,p,int,1,phyco_rfu,490.44
22,6,2017,yawgoo,p,int,2,phyco_rfu,496.85
22,6,2017,yawgoo,p,int,3,phyco_rfu,487.89
22,6,2017,yawgoo,p,int,1,filter_vol,400
22,6,2017,yawgoo,blank,int,3,blank,484.37
22,6,2017,yawgoo,blank,int,4,blank,485.49
