20180611M62,0.11
20180613Y62,0.035
20180618W11,0.01
20180618W12,0.023
20180618W21,0.072
20180618W22,0.024
20180618W31,0
20180618W32,0.002
20180618W41,0.066
20180618W42,0.013
20180618W51,0
20180618W52,0.009
20180618W61,0.046
20180618W62,0.002
20180618WP1,0
20180618WP2,0.007
20180618WP3,0.065
20180618M11,0.016
20180618M12,0
20180618M21,0.007
20180618M22,0.062
20180618M31,0.004
20180618M32,0
20180618M41,0.001
20180618M42,0.052
20180618M51,0.011
20180618M52,0
20180618M61,0
20180618M62,0.056
20180618MP1,0.02
20180618MP2,0.013
20180618MP3,0.001
20180620Y11,0.049
20180620Y12,0.013
20180620Y21,0.002
20180620Y22,0.002
20180620Y31,0.066
20180620Y32,0.052
