20180913M11,,0.675
20180913M12,,0.319
20180913M21,,0.311
20180913M22,,0.328
20180913M31,,0.713
20180913M32,,0.77
20180913M41,,0.274
20180913M42,,0.349
20180913M51,,0.424
20180913M52,,0.404
20180913M61,,0.236
20180913M62,,0.204
20180913MP1,,0.626
20180913MP2,,0.235
20180913MP3,,0.236
20180917W11,,0.004
20180917W12,,0.047
20180917W21,,0.005
20180917W22,,0.004
20180917W31,,0.025
20180917W32,,0.052
20180917W41,,0.013
20180917W51,,0.001
20180917W52,,0.01
20180917W61,,0.033
20180917W62,,0.013
20180917WP1,,0.005
20180917WP2,,0.002
20180917WP3,,0.039
20180917M11,,0.444
20180917M12,,0.273
20180917M21,,0.351
20180917M22,,0.56
20180917M31,,0.541
20180917M32,,0.351
20180917M41,,0.583
20180917M42,,0.727
20180917M51,,0.429
