20180926YP_5,,0.15
20180926Yp_5,,0.153
20180927M11,,0.11
20180927M12,,0.095
20180927M21,,0.123
20180927M22,,0.121
20180927M31,,0.105
20180927M32,,0.098
20180927M41,,0.125
20180927M42,,0.12
20180927M51,,0.117
20180927M52,,0.111
20180927M61,,0.124
20180927M62,,0.134
20180927MP1,,0.115
20180927MP2,,0.721
20180927MP3,,0.697
20180927W11,,0.846
20180927W12,,0.851
20180927W21,,0.691
20180927W22,,0.677
20180927W31,,0.383
20180927W32,,0.403
20180927W41,,0.399
20180927W42,,0.711
20180927W51,,0.434
20180927W52,,0.528
20180927W62,,0.423
20180927WP3,,0.678
20180927WP_5,,0.616
20181001M11,,0.423
20181001M12,,0.536
20181001M21,,0.756
20181001M22,,0.499
20181001M31,,0.58
20181001M32,,0.307
20181001M41,,0.766
20181001M42,,1.091
