sample,concentration
200825_210_s-5_sh,>10.000
200825_210_s-5_du,7.554
sh_4x,1.365
du_4x,1.6
sh_6x,0.651
du_6x,0.663
sh_8x,0.227
du_8x,0.296
sh_16x,0.147
du_16x,0.14
sh_32x,0.059
du_32x,0.078
sh_64x,0.029
du_64x,<0.000
