20180816W22,,0.061
20180816W31,,0.023
20180816W32,,0
20180816W41,,0.016
20180816W42,,0.044
20180816W51,,0
20180816W52,,0
20180816W61,,0
20180816W62,,0.039
20180816WP1,,0
20180816WP2,,0
20180816WP3,,0
20180816WP_5,,0.044
20180816Wp_5,,0
20180816M11,,0.035
20180816M12,,0.487
20180816M21,,0.897
20180816M22,,0.616
20180816M31,,0.778
20180816M32,,0.961
20180816M41,,0.508
20180816M42,,0.246
20180816M51,,0.552
20180816M52,,0.423
20180816M61,,0.592
20180816M62,,0.552
20180816MP1,,0.266
20180816MP2,,0.29
20180816MP3,,0.684
20180820Y11,,0.017
20180820Y12,,0
20180820Y21,,0
20180820Y22,,0.071
20180820Y31,,0.013
20180820Y32,,0
20180820Y41,,0
20180820Y42,,0.099
20180820Y51,,0.039
