sample,concentration
20190612MP1,0.099
20190612MP2,0.033
20190612MP3,0.111
20190627MP1,0.145
20190627MP2,0.158
20190627MP3,0.163
20190710MP1,<0.000
20190710MP2,<0.000
20190710MP3,<0.000
20190722MP1,<0.000
20190722MP2,<0.000
20190722MP3,0.019
20190724MP1,0.053
20190724MP2,<0.000
20190724MP3,<0.000
20190801MP1,<0.000
20190801MP2,<0.000
20190801MP3,<0.000
20190805MP1,<0.000
20190805MP2,0.06
20190805MP3,0.05
20190808MP1,0.072
20190808MP2,0.187
20190808MP3,0.041
20190814MP1,0.031
20190814MP2,<0.000
