20180731Y11,,0.054
20180731Y12,,0
20180731Y21,,re run
20180731Y22,,0
20180731Y31,,0.046
20180731Y32,,0
20180731Y41,,0
20180731Y42,,0
20180731Y51,,0.051
20180731Y52,,0
20180731Y61,,0
20180731Y62,,0
20180731YP1,,0.044
20180731YP2,,0
20180731YP3,,0
20180731YP_5,,0.007
20180731Yp_5,,0.051
20180802W11,,0
20180802W21,,0
20180802W21,,0
20180802W22,,0.039
20180802W31,,0
20180802W32,,0
20180802W41,,0
20180802W42,,0.048
20180802W51,,0
20180802W52,,0
20180802W61,,0
20180802W62,,0.09
20180802WP1,,0
20180802WP2,,0
20180802WP3,,0
20180802WP_5,,0.123
20180802Wp_5,,0.03
20180802M11,,0.325
20180802M12,,0.342
20180802M21,,0.743
20180802M22,,0.445
