20180802M31,0.527
20180802M32,0.313
20180802M41,0.295
20180802M42,0.444
20180802M51,0.577
20180802M52,0.358
20180802M61,0.548
20180802M62,0.495
20180802MP1,0.423
20180802MP2,0.301
20180802MP3,0.378
20180806W11,0.015
20180806W12,0.091
20180806W21,0.008
20180806W22,0.004
20180806W32,0.012
20180806W41,0.056
20180806W42,0.006
20180806W51,0.001
20180806W52,0.009
20180806W61,0.056
20180806W62,0
20180806WP1,0
20180806WP2,0
20180806WP3,0.056
20180806WP_5,0
20180806Wp_5,0
20180806M11,0.0347
20180806M12,0.422
20180806M21,0.78
20180806M22,0.373
20180806M31,0.631
20180806M32,1.112
20180806M41,0.515
20180806M42,0.461
20180806M52,0.383
