20180906M11,,1.411
20180906M12,,1.565
20180906M31,,1.568
20180906M32,,1.335
20180906M42,,1.524
20180906M52,,1.669
20180906M61,,1.704
20180913Y11,,0.139
20180913Y12,,0.181
20180913Y21,,0.166
20180913Y31,,0.105
20180913Y32,,0.084
20180913Y41,,0.177
20180913Y42,,0.151
20180913Y51,,0.103
20180913Y52,,0.072
20180913Y61,,0.197
20180913Y62,,0.166
20180913YP1,,0.082
20180913YP2,,0.066
20180913YP3,,0.216
20180913W11,,0.094
20180913W12,,0.043
20180913W21,,0.024
20180913W22,,0.155
20180913W31,,0.092
20180913W32,,0.029
20180913W41,,0
20180913W42,,0.138
20180913W51,,0.075
20180913W52,,0.03
20180913W61,,0.003
20180913W62,,0.118
20180913WP1,,0.064
20180913WP2,,0.027
20180913WP3,,0
20180913WP_5,,0.043
20180913Wp_5,,0.014
