20181001W11,0.078
20181001W12,0.084
20181001W21,0.053
20181001W22,0.062
20181001W31,0.089
20181001W32,0.064
20181001W41,0.036
20181001W42,0.056
20181001W51,0.066
20181001W52,0.04
20181001W61,0.046
20181001W62,0.048
20181001WP1,0.043
20181001WP2,0.029
20181001WP3,0.032
20181001WP_5,0.052
20181001Wp_5,0.03
20181004M11,0.216
20181004M12,0.264
20181004M21,0.304
20181004M22,0.37
20181004M31,0.382
20181004M32,0.419
20181004M41,0.496
20181004M42,0.361
20181004M51,0.537
20181004M52,0.148
20181004M61,0.437
20181004M62,0.224
20181001M51,0.227
20181001M52,0.436
20181001M61,0.395
20181001M62,0.409
20181001MP1,0.394
20181001MP2,0.235
20181001MP3,0.236
20181002Y11,0.136
20181002Y12,0.175
