20180830Y41,,0.145
20180830Y42,,0.145
20180830Y51,,0.109
20180830Y52,,0.085
20180830Y61,,0.113
20180830Y62,,0.117
20180830YP1,,0.11
20180830YP2,,0.073
20180830YP3,,0.102
20180830YP_5,,0.088
20180830Yp_5,,0.083
20180904W11,,0.035
20180904W12,,0.066
20180904W21,,0.071
20180904W22,,0.058
20180904W31,,0.036
20180904W32,,0.039
20180904W41,,0.035
20180904W42,,0.037
20180904W51,,0.001
20180904W52,,0.035
20180904W61,,0.025
20180904W62,,0.013
20180904WP1,,0
20180904WP2,,0.01
20180904WP3,,0.01
20180904M11,,1.019
20180904M12,,0.864
20180904M21,,0.797
20180904M22,,0.708
20180904M31,,0.986
20180904M32,,1.038
20180904M41,,0.643
20180904M42,,0.756
20180904M51,,0.655
20180904M52,,0.788
20180904M61,,0.74
20180904M62,,0.718
