20180919Y41,0.129
20180919Y42,0.1
20180919Y51,0.13
20180919Y52,0.141
20180919Y61,0.1
20180919Y62,0.121
20180919YP1,0.103
20180919YP2,0.155
20180919YP3,0.143
20180919YP_5,0.112
20180919Yp_5,0.12
20180924W11,0.166
20180924W12,0.089
20180924W21,0.112
20180924W22,0.098
20180924W31,0.124
20180924W32,0.064
20180924W41,0.103
20180924W42,0.086
20180924W51,0.115
20180924W52,0.116
20180924W61,0.098
20180924W62,0.094
20180924WP1,0.138
20180924WP2,0.118
20180924WP3,0.123
20180924WP_5,0.111
20180924Wp_5,0.119
20180924M11,0.665
20180924M12,0.921
20180924M21,0.561
20180924M22,0.544
20180924M31,0.765
20180924M31,0.797
20180924M41,0.446
20180924M42,0.632
20180924M51,0.602
20180924M52,0.611
