20180904MP1,,1.129
20180904MP2,,1.119
20180904MP3,,1.304
20180905Y11,,0.07
20180905Y12,,0.102
20180905Y21,,0.088
20180905Y22,,0.007
20180905Y31,,0.065
20180905Y32,,0.112
20180905Y41,,0.062
20180905Y42,,0.013
20180905Y51,,0.008
20180905Y52,,0.058
20180905Y61,,0.044
20180905Y62,,0.013
20180905YP1,,0.027
20180905YP2,,0.087
20180905YP3,,0.011
20180609W11,,0
20180609W12,,0
20180609W21,,0.052
20180609W22,,0.005
20180609W31,,0
20180609W32,,0
20180609W41,,0.031
20180609W42,,0
20180609W51,,0
20180609W52,,0
20180609W61,,0.028
20180609W62,,0.001
20180609WP1,,0.002
20180609WP2,,0
20180609WP3,,0.044
20200825210005S,,4.881
20200825210005D,,6.031
20210713231024S,,1.479
20200825210005S_DILUTION,,4.273
20200825210005D_DILUTION,,4.689
