20180629Y11,0.078
20180629Y12,0.067
20180629Y21,0.055
20180629Y22,0.035
20180629Y31,0.082
20180629Y32,0.037
20180629Y41,0.035
20180629Y42,0.02
20180629Y51,0.088
20180629Y52,0.036
20180629Y61,0.017
20180629Y62,0.05
20180629YP1,0.067
20180629YP2,0.051
20180629YP3,0.041
20180629YP_5,0.051
20180629Yp_5,0.069
20180702W11,0.035
20180702W12,0.027
20180702W21,0.044
20180702W22,0.089
20180702W31,0.022
20180702W32,0.013
20180702W41,0.036
20180702W42,0.088
20180702W51,0.045
20180702W52,0.031
20180702W61,0.022
20180702W62,0.1
20180702WP1,0.071
20180702WP2,0.033
20180702WP3,0.014
20180702M11,0.248
20180702M12,0.202
20180702M21,0.131
20180702M22,0.068
20180702M31,0.195
20180702M32,0.171
