20181002Y21,0.11
20181002Y22,0.103
20181002Y31,0.09
20181002Y32,0.107
20181002Y41,0.12
20181002Y42,0.141
20181002Y51,0.104
20181002Y52,0.11
20181002Y61,0.161
20181002Y62,0.136
20181002YP2,0.146
20181002YP3,0.134
20181002YP5,0.134
20181004MP1,0.091
20181004MP2,0.091
20181004MP3,0.135
20180104W11,0.14
20181004W12,0.122
20181004W21,0.112
20181004W22,0.135
20181004W31,0.158
20181004W32,0.128
20181004W41,0.093
20181004W42,0.126
20181004W51,0.158
20181004W52,0.137
20181004W61,0.112
20181004W62,0.095
20181004WP1,0.191
20181004WP2,0.134
20181004WP3,0.67
20181004WP_5,0.589
20181004Wp_5,0.86
20181009M11,0.714
20181009M12,0.538
20181009M21,0.245
20181009M22,0.447
20181009M31,0.473
