20181009WP_5,,0.082
20181009Wp_5,,0.097
20181011Y11,,0.147
20181011Y12,,0.07
20181011Y21,,0.094
20181011Y22,,0.131
20181011Y31,,0.102
20181011Y32,,0.136
20181011Y41,,0.108
20181011Y42,,0.118
20181011Y51,,0.104
20181011Y52,,0.099
20181011Y61,,0.119
20181011Y62,,0.098
20181011YP1,,0.102
20181011YP2,,0.107
20181011YP3,,0.1
20181016M11,,0.39
20181016M12,,0.231
20181016M21,,0.524
20181016M22,,0.251
20181016M31,,0.558
20181016M32,,0.432
20181016M41,,0.22
20181016M42,,0.454
20181016M51,,0.474
20181016M52,,0.582
20181016M61,,0.458
20181016M62,,1.21
20181016MP1,,0.267
20181016MP2,,0.24
20181016W12,,0.032
20181016W21,,0.063
20181016W22,,0.081
20181016W31,,0.063
20181016W32,,0.028
20181016W41,,0.05
20181016W42,,0.072
