sample,concentration
20190916MP1,0.22
20190916MP2,0.169
20190916MP3,0.213
20190918MP1,0.019
20190918MP2,0.109
20190918MP3,0.152
20190925MP1,0.255
20190925MP2,0.334
20190925MP3,0.415
20190930MP1,0.125
20190930MP2,0.376
20190930MP3,0.25
20191002MP1,0.278
20191002MP2,0.483
20191002MP3,0.641
20191021MP1,0.62
20191021MP2,0.403
20191021MP3,0.472
20191023MP1,0.443
20191023MP2,0.448
20191023MP3,0.503
20191028MP1,0.308
20191028MP2,0.48
20191028MP3,0.453
20191106MP1,0.344
20191106MP2,0.386
