20180611M11,0.106
20180611M12,0.056
20180611M21,0.07
20180611M22,0.09
20180611M31,0.108
20180611M32,0.079
20180611M41,0.033
20180611M42,0.074
20180611M51,0.107
20180611M52,0.059
20180611MP1,0.022
20180611MP2,0.063
20180611MP3,0.144
20180612W11,0.042
20180612W12,0.039
20180612W21,0.032
20180612W22,0.062
20180612W31,0.049
20180612W32,0.034
20180612W41,0.038
20180612W42,0.058
20180612W51,0.024
20180612W52,0.017
20180612W61,0.035
20180612W62,0.067
20180612WP1,0.034
20180612WP2,0.04
20180612WP3,0.011
20180613Y11,0.079
20180613Y12,0.036
20180613Y21,0.005
20180613Y22,0.015
20180613Y31,0.073
20180613Y32,0.042
20180613Y41,0.016
20180613Y42,0.0019
20180613Y51,0.085
20180613Y51,0.064
