20180709WP1,0.072
20180709WP2,0.048
20180709WP3,0.03
20180709WP_5,0.039
20180709Wp_5,0.061
20180709M11,0.1
20180709M12,0.078
20180709M21,0.069
20180709M22,0.06
20180709M31,0.029
20180709M32,0.057
20180709M41,0.094
20180709M42,0.135
20180709M51,0.062
20180709M52,0.083
20180709M61,0.5
20180709M62,0.126
20180709MP1,0.122
20180709MP2,0.056
20180709MP3,0.12
20180712Y11,0.057
20180712Y12,0.023
20180712Y21,0.008
20180712Y22,0
20180712Y31,0.071
201807012Y32,0.041
20180712Y41,0.007
20180712Y42,0
20180712Y51,0.068
20180712Y52,0.029
20190712Y61,0
20180712Y62,0
20180712YP1,0.059
20180712YP2,0.03
20180712YP3,0
20180712YP_5,0.056
20180712Yp_5,0
